,price,address,street,agency,irl,image,surface-area,status,number-of-rooms,interior,plot-size,construction-period,garden-surface-area,postcode,date
1886,2500,1054 TB Amsterdam (Overtoomse Sluis),Apartment Vosmaerstraat 4 hs,Raadsheer Baart,/apartment-for-rent/amsterdam/cb89bfe8/vosmaerstraat,https://casco-media-prod.global.ssl.fastly.net/cb89bfe8-5a97-532b-a32a-8cca7f7e2b3d/f6c37c7a451c9e3b991cd5cb2af944fd.jpg?width=600&auto=webp,104,,4,Upholstered,,,,1054TB,2021-11-02
1887,3500,1075 CV Amsterdam (Willemspark),Apartment Koninginneweg,TVN Real Estate,/apartment-for-rent/amsterdam/6217891e/koninginneweg,https://casco-media-prod.global.ssl.fastly.net/6217891e-afd6-5bf0-a8f3-f5c70580507f/b7d3e81e890d80a13a415bb317a1bfbd.jpg?width=600&auto=webp,115,,3,Upholstered,,,,1075CV,2021-11-02
1888,1450,1025 VP Amsterdam (Buikslotermeer),Apartment Loenermark,Amsterdam Rentals,/apartment-for-rent/amsterdam/2fb1e60c/loenermark,https://casco-media-prod.global.ssl.fastly.net/2fb1e60c-e25f-5348-9de3-27823ccb4f05/ee44c8451a1168e2d5b87cc31ccffba5.jpg?width=600&auto=webp,40,,2,Upholstered,,,,1025VP,2021-11-02
1889,975,2341 SN Oegstgeest (Oudenhof),Apartment Piet Heinlaan,Interhouse verhuurmakelaars Sassenheim,/apartment-for-rent/oegstgeest/3769aaf8/piet-heinlaan,https://casco-media-prod.global.ssl.fastly.net/3769aaf8-201d-587a-b332-b8aa89fae292/394a311a5815af0365c2999012a9ad38.jpg?width=600&auto=webp,70,,3,Upholstered,,,,2341SN,2021-11-02
1890,1900,1016 XA Amsterdam (Jordaan),Apartment Lijnbaansgracht,Kapitaal Kompas B.V.,/apartment-for-rent/amsterdam/c13e1053/lijnbaansgracht,https://media.pararius.nl/image/PR0001658000/PR0001658824/image/jpeg/400x600/AmsterdamLijnbaansgracht-d0a0_1.jpg,64,,3,Furnished,,,,1016XA,2021-11-02
1891,1800,1072 LH Amsterdam (Nieuwe Pijp),Apartment Ferdinand Bolstraat 143 1,Ter Haar Makelaars B.V.,/apartment-for-rent/amsterdam/928cb7c3/ferdinand-bolstraat,https://casco-media-prod.global.ssl.fastly.net/928cb7c3-5f04-5069-961c-1c475fee2d4b/61b4792d0cc36dd7e88470ff8f56b1a3.jpg?width=600&auto=webp,62,,4,Upholstered or furnished,,,,1072LH,2021-11-02
1892,1850,1112 ZJ Diemen (Holland Park),Apartment Charley Tooropgracht,Jansen Smit Makelaars Taxateurs,/apartment-for-rent/diemen/77cc89e6/charley-tooropgracht,https://casco-media-prod.global.ssl.fastly.net/77cc89e6-931c-505a-8a69-a3ca8e4c8050/dca307e99844990748ced97de5ee46bf.jpg?width=600&auto=webp,71,,3,Furnished,,,,1112ZJ,2021-11-02
1893,1450,2587 WL Den Haag (Belgisch Park),Apartment Palaceplein,Plink Garantiemakelaars,/apartment-for-rent/den-haag/e60b2051/palaceplein,https://casco-media-prod.global.ssl.fastly.net/e60b2051-fc74-5406-bf00-46fd8cd73c87/3037d6a8dce491f9ab2829bb6503a510.jpg?width=600&auto=webp,87,,3,Upholstered or furnished,,,,2587WL,2021-11-02
1894,2975,1017 DT Amsterdam (Grachtengordel-Zuid),Apartment Keizersgracht,RKZ Makelaars,/apartment-for-rent/amsterdam/f970bb85/keizersgracht,https://casco-media-prod.global.ssl.fastly.net/f970bb85-3ab4-5d1c-af5a-8b1faf173242/0bfc4918ac2fb103797b721e70e30ece.jpg?width=600&auto=webp,87,,3,Upholstered or furnished,,,,1017DT,2021-11-02
1895,1500,1422 HJ Uithoorn (Zijdelwaard),House Constantijn Huygenslaan,Friedmann Housing,/house-for-rent/uithoorn/6fc40c2c/constantijn-huygenslaan,https://media.pararius.nl/image/PR0001658000/PR0001658822/image/jpeg/400x600/UithoornConstantijnHuygenslaan-eb0b_1.jpg,115,,5,Upholstered,,,,1422HJ,2021-11-02
1896,2300,1186 XM Amstelveen (Punterbuurt),House Turfschip 66,Amsterdam Housing,/house-for-rent/amstelveen/06633c19/turfschip,https://casco-media-prod.global.ssl.fastly.net/06633c19-2ad2-57f3-a512-d7d375ed56ec/53bd4822631616688a1b07f4d70b5485.jpg?width=600&auto=webp,150,,5,Upholstered or furnished,,,,1186XM,2021-11-02
1897,1650,2274 JM Voorburg (Bovenveen zuid),Apartment Koningin Julianalaan,The Real Estate Company,/apartment-for-rent/voorburg/ed09a26a/koningin-julianalaan,https://casco-media-prod.global.ssl.fastly.net/ed09a26a-d678-5425-a92d-e8d08ae35d3e/e2c9c4b3fd240684a9c4550565499775.jpg?width=600&auto=webp,103,,4,,,1955,,2274JM,2021-11-02
1898,1375,1211 GW Hilversum (Havenstraatbuurt),Apartment Langestraat,HouseHunting 't Gooi,/apartment-for-rent/hilversum/5ca72768/langestraat,https://casco-media-prod.global.ssl.fastly.net/5ca72768-b14f-5579-a058-9b51c41f30f5/a994fdc138dc88b1115a53ba124ac9a2.jpg?width=600&auto=webp,87,,3,Furnished,,,,1211GW,2021-11-02
1899,1095,2613 RD Delft (Westerkwartier),Apartment Westerstraat,The Real Estate Company,/apartment-for-rent/delft/6724fcd1/westerstraat,https://casco-media-prod.global.ssl.fastly.net/6724fcd1-6702-57d0-9197-146f24612ce2/5cab29529fb103766ef9ef9c8d3ad77b.jpg?width=600&auto=webp,56,,2,Furnished,,,,2613RD,2021-11-02
1900,2350,2513 GA Den Haag (Zeeheldenkwartier),Apartment Vondelstraat,The Real Estate Company,/apartment-for-rent/den-haag/21239699/vondelstraat,https://casco-media-prod.global.ssl.fastly.net/21239699-6fac-5104-8667-2accdaec8ab9/18ef94a7598707861cc5586487c68041.jpg?width=600&auto=webp,150,,4,Furnished,,,,2513GA,2021-11-02
1901,3500,1096 GB Amsterdam (Omval/Overamstel),Apartment Eerste Amstelvlietpad 34,Renthouse Vastgoed,/apartment-for-rent/amsterdam/4fb12d48/eerste-amstelvlietpad,https://media.pararius.nl/image/PR0001658000/PR0001658799/image/jpeg/400x600/AmsterdamEersteAmstelvlietpad-df35_1.jpg,92,,4,Furnished,,,,1096GB,2021-11-02
1902,870,1211 AR Hilversum (Langgewenstbuurt),House Koninginneweg,Interhouse verhuurmakelaars Hilversum & Almere,/house-for-rent/hilversum/252b7804/koninginneweg,https://casco-media-prod.global.ssl.fastly.net/252b7804-b49c-58e0-84ab-26b801bd67c9/e4e805a33213d56ab72b5f70bbbaaf55.jpg?width=600&auto=webp,39,,1,Furnished,,,,1211AR,2021-11-02
1903,1995,1055 AB Amsterdam (Erasmuspark),Apartment Hoofdweg,Expathousing.com (Amsterdam),/apartment-for-rent/amsterdam/382ea4e5/hoofdweg,https://casco-media-prod.global.ssl.fastly.net/382ea4e5-54b7-5273-b4f3-646d473b027f/458975fd6b85a455a975714429bfaabf.jpg?width=600&auto=webp,94,,4,Furnished,,,,1055AB,2021-11-02
1904,1650,1094 EM Amsterdam (Indische Buurt West),Apartment Celebesstraat,Steenhuisen Makelaardij,/apartment-for-rent/amsterdam/220b49ab/celebesstraat,https://casco-media-prod.global.ssl.fastly.net/220b49ab-510e-5a48-858e-8a94d4979dd3/53069475f08866f3b81747e5e7ce023e.jpg?width=600&auto=webp,66,,2,,,Before 1906,,1094EM,2021-11-02
1905,1226,2521 CK Den Haag (Laakhaven-West),Apartment Waldorpstraat,NumberXII Exclusive Real Estate,/apartment-for-rent/den-haag/438b831d/waldorpstraat,https://casco-media-prod.global.ssl.fastly.net/438b831d-42db-591a-b8ba-1735a7282fc3/2d2a768a36b007ba7d65ee1bcc288b2f.jpg?width=600&auto=webp,77,,3,Upholstered,,,,2521CK,2021-11-02
1906,1195,4826 GM Breda (Wisselaar),Apartment Kasterleestraat,Stadhuis Breda,/apartment-for-rent/breda/140df646/kasterleestraat,https://casco-media-prod.global.ssl.fastly.net/140df646-3f83-5698-ae23-0b07ab5a2222/a948e21298d916e5accf71d9a048c88b.jpg?width=600&auto=webp,80,,4,Upholstered,,,,4826GM,2021-11-02
1907,2150,1181 NE Amstelveen (Elsrijk Oost),House Burgemeester Haspelslaan 178,Amsterdam Housing,/house-for-rent/amstelveen/63c70d39/burgemeester-haspelslaan,https://casco-media-prod.global.ssl.fastly.net/63c70d39-c7a9-59e1-a20c-7222e68b32e3/d78696eb00f0af03e5a9a474e31d42e7.jpg?width=600&auto=webp,120,,5,Furnished,,,,1181NE,2021-11-02
1908,3600,1181 LH Amstelveen (Elsrijk Oost),House Van Heuven Goedhartlaan 240,Amsterdam Housing,/house-for-rent/amstelveen/20230c2f/van-heuven-goedhartlaan,https://casco-media-prod.global.ssl.fastly.net/20230c2f-8384-5447-ab60-b501ef0d1fb1/7daeefac5ed372ee6a3a1ba856b02faf.jpg?width=600&auto=webp,170,,7,Upholstered or furnished,,,,1181LH,2021-11-02
1909,2000,1165 NA Halfweg (Halfweg Omgeving),House Zuiderweg,RE/MAX Pro,/house-for-rent/halfweg/97943241/zuiderweg,https://casco-media-prod.global.ssl.fastly.net/97943241-8656-5015-84b0-61e19295d377/46e33028db49bd79a6d5e61471efbdf7.jpg?width=600&auto=webp,64,,3,Furnished,,,,1165NA,2021-11-02
1910,875,3526 WT Utrecht (Transwijk-Zuid),Apartment Europaplein 952,Heimstaden,/apartment-for-rent/utrecht/e71adeff/europaplein,https://casco-media-prod.global.ssl.fastly.net/e71adeff-7256-5927-85ed-bcbb32edb4ff/530abaee372fcfc94c8c1a4271d48e5e.jpg?width=600&auto=webp,31,,1,Upholstered,,,,3526WT,2021-11-02
1911,1125,9743 NC Groningen (Vinkhuizen-Noord),House Briljantstraat,123Wonen Groningen,/house-for-rent/groningen/9e03eb96/briljantstraat,https://casco-media-prod.global.ssl.fastly.net/9e03eb96-8f4d-570d-8bf3-bbe60da3e93b/0030fcc8a530034ac430d3b20b5dede8.jpg?width=600&auto=webp,131,,6,Furnished,,,,9743NC,2021-11-02
1912,15000,5651 GE Eindhoven (Wielewaal),House Tegenbosch,Rotsvast Eindhoven,/house-for-rent/eindhoven/28b196ce/tegenbosch,https://casco-media-prod.global.ssl.fastly.net/28b196ce-50c3-57e7-8819-a41725d052b3/dbb5096412b80d652f269c0974876ebc.jpg?width=600&auto=webp,650,,14,Furnished,,,,5651GE,2021-11-02
1913,1650,1053 PG Amsterdam (Van Lennepbuurt),Apartment Borgerstraat,The Perfect House,/apartment-for-rent/amsterdam/7bbf7c0d/borgerstraat,https://casco-media-prod.global.ssl.fastly.net/7bbf7c0d-fe8a-50fa-98d9-fb40fd3439f9/843eda03fe2f4f5153176b3218bde3bb.jpg?width=600&auto=webp,65,,4,Furnished,,,,1053PG,2021-11-02
1914,1050,5014 RH Tilburg (Hoefstraat Noord),Apartment Pastoor Smitsstraat,BVwonen,/apartment-for-rent/tilburg/8a8dc121/pastoor-smitsstraat,https://casco-media-prod.global.ssl.fastly.net/8a8dc121-d890-59a2-bc94-83c490af69fc/ca8530a663f6c59c88ee667690c64efe.jpg?width=600&auto=webp,60,,2,,,,,5014RH,2021-11-02
1915,1400,3056 RD Rotterdam (Terbregge),Apartment Dirk van der Kooijweg 10,"Bakker en Steffen, NVM Makelaars & Taxateurs BV",/apartment-for-rent/rotterdam/af335203/dirk-van-der-kooijweg,https://casco-media-prod.global.ssl.fastly.net/af335203-e7fb-52db-8fbf-914ea97fc76e/91cf6f20a33a7cca87bedd54853aaced.jpg?width=600&auto=webp,84,,3,Upholstered,,,,3056RD,2021-11-02
1916,2750,1405 CA Bussum (Boslaan),House Boslaan 31,Visch & Van Zeggelaar,/house-for-rent/bussum/e0b19aa5/boslaan,https://casco-media-prod.global.ssl.fastly.net/e0b19aa5-0575-5af1-9c46-14018a1a0870/756983590f70368f48a631bf2b7037f8.jpg?width=600&auto=webp,167,,6,,,,77,1405CA,2021-11-02
1917,1550,9712 JH Groningen (Binnenstad-Noord),Apartment Martinikerkhof,Maxx Groningen,/apartment-for-rent/groningen/a690d26d/martinikerkhof,https://casco-media-prod.global.ssl.fastly.net/a690d26d-d127-5c1f-b9d5-59f0f651cdd8/d9a06f3739e5d89028dc3002950aaaf0.jpg?width=600&auto=webp,64,,2,Furnished,,,,9712JH,2021-11-02
1918,1350,2101 JS Heemstede (Centrum),Apartment Binnenweg,Koops Makelaardij,/apartment-for-rent/heemstede/60a1b288/binnenweg,https://casco-media-prod.global.ssl.fastly.net/60a1b288-a57d-57f0-9be8-749c84c96c63/d89f0024e07c659a54f3a73588509935.jpg?width=600&auto=webp,72,,3,Upholstered,,,,2101JS,2021-11-02
1919,649,5038 HG Tilburg (Bomenbuurt Midden),Studio Pijnboomstraat,De Huissleutel,/studio-for-rent/tilburg/3b6dfd41/pijnboomstraat,https://casco-media-prod.global.ssl.fastly.net/3b6dfd41-a5c5-5ef5-9fe3-33f204240164/d4757a12029f5a2bdb51a1a66394ed3e.jpg?width=600&auto=webp,27,,1,Upholstered,,,,5038HG,2021-11-02
1920,825,3081 VE Rotterdam (Tarwewijk),Apartment Bas Jungeriusstraat 40 a03,Ooms Makelaars Woningen,/apartment-for-rent/rotterdam/0d4f2a8c/bas-jungeriusstraat,https://casco-media-prod.global.ssl.fastly.net/0d4f2a8c-2669-5537-86e0-a1223c89ec03/208001489cb23ad037c5b1d72416c9f9.jpg?width=600&auto=webp,46,,1,,,1935,,3081VE,2021-11-02
1921,1100,3071 KB Rotterdam (Noordereiland),Apartment Prins Hendrikkade 31 b01,Ooms Makelaars Woningen,/apartment-for-rent/rotterdam/173d0ba2/prins-hendrikkade,https://casco-media-prod.global.ssl.fastly.net/173d0ba2-5634-5c0c-981b-31599eedc456/1824cf64c430a1d7eb14863b0b94de65.jpg?width=600&auto=webp,47,,2,,,1894,,3071KB,2021-11-02
1922,1155,7545 HR Enschede (Stevenfenne),Apartment Oogstplein,Twents Vast,/apartment-for-rent/enschede/1a33ce63/oogstplein,https://casco-media-prod.global.ssl.fastly.net/1a33ce63-51d7-5fdc-8d0c-3d12f44e0ab6/d94ed6ad4515ea0eb832e6f942e42e31.jpg?width=600&auto=webp,71,,4,Shell,,,,7545HR,2021-11-02
1923,1500,2012 NA Haarlem (Florapark),Apartment Wagenweg,Hofzicht Makelaars,/apartment-for-rent/haarlem/839fbb8c/wagenweg,https://media.pararius.nl/image/PR0001658000/PR0001658790/image/jpeg/400x600/HaarlemWagenweg-dc45_1.jpg,80,,2,Upholstered,,,,2012NA,2021-11-02
1924,1500,1404 AM Bussum (Prins Hendrikkwartier),Apartment Stationsplein,123Wonen het Gooi,/apartment-for-rent/bussum/0ec5233b/stationsplein,https://casco-media-prod.global.ssl.fastly.net/0ec5233b-64e0-556f-b2c1-57a544835329/7227c0f65e451dd938ccdd0d6809dc17.jpg?width=600&auto=webp,85,,3,Furnished,,,,1404AM,2021-11-02
1925,1450,5664 HZ Geldrop (Centrum),Apartment Korte Kerkstraat,Rotsvast Eindhoven,/apartment-for-rent/geldrop/39127e29/korte-kerkstraat,https://casco-media-prod.global.ssl.fastly.net/39127e29-df0d-51c3-a9ae-a34ef77a4bb9/d3fdf0d8fb22bf129eb714c61d538e6d.jpg?width=600&auto=webp,108,,4,Upholstered,,,,5664HZ,2021-11-02
1926,1150,3522 HR Utrecht (Rivierenwijk),Apartment Jutfaseweg,Rebid,/apartment-for-rent/utrecht/5f02ed0b/jutfaseweg,https://casco-media-prod.global.ssl.fastly.net/5f02ed0b-c48e-5914-bba2-bac9e38af813/499095e04b6df149ed917569cc5bfe7f.jpg?width=600&auto=webp,47,,1,,,2015,,3522HR,2021-11-02
1927,1700,5628 NN Eindhoven (Tempel),House Dammestraat,Friendly Housing,/house-for-rent/eindhoven/56d0fdf6/dammestraat,https://casco-media-prod.global.ssl.fastly.net/56d0fdf6-9b20-509e-8ceb-216a9cde7297/327a6ca1e415de1ed2b5003252ebc4e9.jpg?width=600&auto=webp,138,,7,,,1971,,5628NN,2021-11-02
1928,1500,1211 KP Hilversum (Havenstraatbuurt),House Kolenstraat 9,Brick Brokers,/house-for-rent/hilversum/51c54bb1/kolenstraat,https://casco-media-prod.global.ssl.fastly.net/51c54bb1-9ec5-5fcb-840c-b792a14e6377/c6ba44c1224f9a9134887811c2c7f645.jpg?width=600&auto=webp,110,,4,Upholstered,,,,1211KP,2021-11-02
1929,1250,9724 BA Groningen (Oosterpoort),Apartment Brandenburgerstraat,Maxx Groningen,/apartment-for-rent/groningen/c24dcef9/brandenburgerstraat,https://casco-media-prod.global.ssl.fastly.net/c24dcef9-1a9c-50a8-8ed3-c94339f2c5e5/dad0a022f358cdb368623a2791369788.jpg?width=600&auto=webp,95,,3,Shell,,,,9724BA,2021-11-02
1930,835,3701 XL Zeist (Carré),House Jagerlaan,Van Der Huizen,/house-for-rent/zeist/d98ade8b/jagerlaan,https://casco-media-prod.global.ssl.fastly.net/d98ade8b-e4b3-5595-b5dd-2a65dcbb00c0/b29103b995e99c27333444dabef4a9f1.jpg?width=600&auto=webp,59,,2,Upholstered,,,,3701XL,2021-11-02
1931,1550,"1104 EA Amsterdam (Bijlmer Oost (E,G,K))",Apartment Kleiburg,LV Housing,/apartment-for-rent/amsterdam/91d251e8/kleiburg,https://casco-media-prod.global.ssl.fastly.net/91d251e8-6ce1-5feb-901d-9121e5b9cda6/fdca05b994a760bb4f18165e63273b4b.jpg?width=600&auto=webp,70,,4,Furnished,,,,1104EA,2021-11-02
1932,1650,5658 HX Eindhoven (Grasrijk),House Grasdreef,Rotsvast Eindhoven,/house-for-rent/eindhoven/5c9e37d0/grasdreef,https://casco-media-prod.global.ssl.fastly.net/5c9e37d0-2ec8-58bd-aadd-7ecc6a4a177f/d731af3db3ac2d589fb9a0903ec850cb.jpg?width=600&auto=webp,107,,4,Upholstered,,,,5658HX,2021-11-02
1933,2950,3072 AE Rotterdam (Katendrecht),House Maashaven N.z.,Riva Rentals,/house-for-rent/rotterdam/b7ed5935/maashaven-n-z,https://casco-media-prod.global.ssl.fastly.net/b7ed5935-9157-566b-adab-f977799f5ef5/e6972d4df9eed43ba96b8953bab0bb6d.jpg?width=600&auto=webp,208,,6,Upholstered,,,,3072AE,2021-11-02
1934,1750,4561 GB Hulst (Absdaalseweg),Apartment Stationsweg,Rotsvast Middelburg,/apartment-for-rent/hulst/90af73d6/stationsweg,https://casco-media-prod.global.ssl.fastly.net/90af73d6-17da-542c-af2a-faba4272df20/f47eca625490022966b9b13f7c95dd75.jpg?width=600&auto=webp,130,,3,Furnished,,,,4561GB,2021-11-02
1935,735,5049 LM Tilburg (Stokhasselt Noord-Oost),Studio Perosistraat,RNC Wonen,/studio-for-rent/tilburg/cfaac05e/perosistraat,https://casco-media-prod.global.ssl.fastly.net/cfaac05e-40a6-5309-b791-f204206cbb6c/fe28ba0fbb5b45989f5203397b030cfb.jpg?width=600&auto=webp,20,,1,Upholstered,,,,5049LM,2021-11-02
1936,1040,6221 BL Maastricht (Wyck),Apartment Wilhelminasingel,Phidec Vastgoed Beheer B.V.,/apartment-for-rent/maastricht/acba46ba/wilhelminasingel,https://casco-media-prod.global.ssl.fastly.net/acba46ba-80f1-50b9-935a-69018c1496e3/d7b7f354acd7870a35b12de3232754de.jpg?width=600&auto=webp,45,,3,Furnished,,,,6221BL,2021-11-02
1937,995,7773 DG Hardenberg (Marslanden),House Erve Odinck,NederWoon verhuurmakelaars Deventer,/house-for-rent/hardenberg/bd57dd6f/erve-odinck,https://casco-media-prod.global.ssl.fastly.net/bd57dd6f-587e-5e30-be29-c5ef0438b500/3eb380afa59d6f279c5443339ef4f8ec.jpg?width=600&auto=webp,115,,5,Shell,,,,7773DG,2021-11-02
1938,1500,2264 LG Leidschendam ('t Lien zuid),House Duinmeierij,VERRA Real Estate,/house-for-rent/leidschendam/2a3b81a4/duinmeierij,https://casco-media-prod.global.ssl.fastly.net/2a3b81a4-1008-5179-aa60-19b5d6b41b59/0d24ceda32b0ddaf507cf5845fe773ec.jpg?width=600&auto=webp,120,,6,Upholstered,,,,2264LG,2021-11-02
1939,1650,2132 DK Hoofddorp (Hoofddorp Zuid),Apartment Concourslaan,Interhouse verhuurmakelaars Sassenheim,/apartment-for-rent/hoofddorp/1f79a843/concourslaan,https://casco-media-prod.global.ssl.fastly.net/1f79a843-7d3f-5fe2-b707-26db6e3ea51e/29c24215f555106ccbb75e2fae5ed638.jpg?width=600&auto=webp,75,,3,Furnished,,,,2132DK,2021-11-02
1940,900,3051 KE Rotterdam (Hillegersberg Zuid),Apartment Erasmussingel 20 B01,Huurwoning in Rotterdam,/apartment-for-rent/rotterdam/5df80a14/erasmussingel,https://media.pararius.nl/image/PR0001658000/PR0001658766/image/jpeg/400x600/RotterdamErasmussingel-30af_1.jpg,46,,2,Upholstered,,,,3051KE,2021-11-02
1941,2250,2902 AA Capelle aan den IJssel (Dichtersbuurt),House Bilderdijkstraat,Rent an Apartment,/house-for-rent/capelle-aan-den-ijssel/9e36a032/bilderdijkstraat,https://casco-media-prod.global.ssl.fastly.net/9e36a032-10c5-539e-b46d-17cd0a0caef7/0b5625c8dcc19d5f1b4928b60f6fb34a.jpg?width=600&auto=webp,140,,5,Upholstered,,,,2902AA,2021-11-02
1942,2100,1186 EV Amstelveen (Kringloopbuurt),Apartment Groenhof,Rotsvast Amstelveen,/apartment-for-rent/amstelveen/95abf24a/groenhof,https://casco-media-prod.global.ssl.fastly.net/95abf24a-6327-5ef8-baa1-f139c5e76f1d/acd501e67f153448e9e059a303723bf1.jpg?width=600&auto=webp,125,,4,Furnished,,,,1186EV,2021-11-02
1943,2400,1054 MA Amsterdam (Overtoomse Sluis),Apartment Zocherstraat 60 4,De Groot & Compagnons,/apartment-for-rent/amsterdam/7fe71469/zocherstraat,https://casco-media-prod.global.ssl.fastly.net/7fe71469-bb45-5157-bb82-038a97cd195d/0cc9323f3f6559897ec6e72ee4889fc7.jpg?width=600&auto=webp,107,,3,Upholstered,,,,1054MA,2021-11-02
1944,709,3083 AV Rotterdam (Vreewijk),Apartment Tandwielstraat 73,TW3 Strategie Marketing Makelaardij B.V.,/apartment-for-rent/rotterdam/e20a6920/tandwielstraat,https://casco-media-prod.global.ssl.fastly.net/e20a6920-c267-5503-b20c-6ac335eb491d/1629cd15ad80d22d2a9aea8bb89c7b87.jpg?width=600&auto=webp,25,,1,,,2020,,3083AV,2021-11-02
1945,1250,1121 GZ Landsmeer (Landsmeer),Apartment Nieuwe Gouw 114,Linger OG,/apartment-for-rent/landsmeer/35815bc5/nieuwe-gouw,https://casco-media-prod.global.ssl.fastly.net/35815bc5-d07f-5bc0-b7e4-164ba89ba54c/8754b52ba1ba426f468c61ee4276f4f7.jpg?width=600&auto=webp,56,,2,,,1982,,1121GZ,2021-11-02
1946,1395,3024 VH Rotterdam (Delfshaven),Apartment Willem Buytewechstraat 166 B,Ooms Makelaars Woningen,/apartment-for-rent/rotterdam/f4b388d0/willem-buytewechstraat,https://casco-media-prod.global.ssl.fastly.net/f4b388d0-c29f-56c3-80ff-50930e5b000b/64f8440de454b304ef4b9f3337ada7fd.jpg?width=600&auto=webp,75,,4,Upholstered,,,,3024VH,2021-11-02
1947,1450,3025 TM Rotterdam (Bospolder),Apartment Spanjaardstraat 121 D,Ooms Makelaars Woningen,/apartment-for-rent/rotterdam/1948b480/spanjaardstraat,https://casco-media-prod.global.ssl.fastly.net/1948b480-26b8-5fe7-87f0-ad6827784f47/44d9d0ea66f377d2ad5f30a381734812.jpg?width=600&auto=webp,102,,4,Upholstered,,,,3025TM,2021-11-02
1948,1795,3032 VE Rotterdam (Agniesebuurt),Apartment Herlaerstraat 6 C,Ooms Makelaars Woningen,/apartment-for-rent/rotterdam/2273af8b/herlaerstraat,https://casco-media-prod.global.ssl.fastly.net/2273af8b-55db-5269-8862-b896941cb8b4/67a526af0c53eca9d83d9867aa34f834.jpg?width=600&auto=webp,96,,3,Upholstered,,,,3032VE,2021-11-02
1949,1450,4931 CS Geertruidenberg (Geertruidenberg-Kom),House Koestraat,EHR Breda,/house-for-rent/geertruidenberg/39d70dbd/koestraat,https://media.pararius.nl/image/PR0001658000/PR0001658765/image/jpeg/400x600/GeertruidenbergKoestraat-b745_1.jpg,98,,4,Upholstered,,,,4931CS,2021-11-02
1950,2950,1077 HN Amsterdam (Apollobuurt),Apartment Beethovenstraat 53 3,Asunaro Holland Interplan,/apartment-for-rent/amsterdam/fab2e6b5/beethovenstraat,https://media.pararius.nl/image/PR0001658000/PR0001658764/image/jpeg/400x600/AmsterdamBeethovenstraat-01d8_2.jpg,110,,3,Upholstered,,,,1077HN,2021-11-02
1951,1004,4811 WJ Breda (City),Apartment Visserstraat,MetMook,/apartment-for-rent/breda/c55cf80d/visserstraat,https://casco-media-prod.global.ssl.fastly.net/c55cf80d-b061-5e97-8274-e5ed51c13d32/b884aba72548f285d30b0c80da576ff8.jpg?width=600&auto=webp,35,,2,Upholstered,,,,4811WJ,2021-11-02
1952,2925,1071 AD Amsterdam (Museumkwartier),Apartment Vossiusstraat,City Homes,/apartment-for-rent/amsterdam/d14b3360/vossiusstraat,https://casco-media-prod.global.ssl.fastly.net/d14b3360-7735-5a26-8578-a6468f2f62a5/e0b6f5a31bacf4dc8c7739d4ab2d3508.jpg?width=600&auto=webp,80,,3,Upholstered,,,,1071AD,2021-11-02
1953,2500,3011 PA Rotterdam (Stadsdriehoek),Apartment Grotemarkt 146,MRG Real Estate,/apartment-for-rent/rotterdam/0665a2f7/grotemarkt,https://media.pararius.nl/image/PR0001658000/PR0001658762/image/jpeg/400x600/RotterdamGrotemarkt-95e9_1.jpg,125,,3,Furnished,,,,3011PA,2021-11-02
