,price,address,street,agency,irl,image,Living area,Rooms,Year of construction,interior,status,garden area,plot area,postcode,date
0,1495,5301 EN Zaltbommel (Zaltbommel Binnenstad),Apartment Oenselsestraat,Nu-huren.nl,/apartment-for-rent/zaltbommel/85af9e3f/oenselsestraat,https://casco-media-prod.global.ssl.fastly.net/85af9e3f-4859-5e7a-955b-f00b30808ea1/af91f29ab65de7fbae8489f5c9dd9900.jpg?width=600&auto=webp,120,4,2001,Upholstered,,,,5301EN,2021-08-30
1,1250,2021 HM Haarlem (Patrimoniumbuurt),Apartment Schoterweg,Hamilton Vastgoed,/apartment-for-rent/haarlem/dc04797a/schoterweg,https://casco-media-prod.global.ssl.fastly.net/dc04797a-2bf0-5ff4-976c-bf72d0df77a2/2e412d36703a4b0ab657dfe5c8f13229.jpg?width=600&auto=webp,50,2,,,,,,2021HM,2021-08-30
2,1400,2451 AC Leimuiden (Leimuiden),Apartment Dokter Stapenséastraat,Amsterdam Rental Homes,/apartment-for-rent/leimuiden/b7e4bfd9/dokter-stapenseastraat,https://media.pararius.nl/image/PR0001658000/PR0001658071/image/jpeg/400x600/LeimuidenDokterStapenseastraat-924d_1.jpg,82,3,,Upholstered or furnished,,8,,2451AC,2021-08-30
3,850,5694 NJ Son en Breugel (Breugel),Studio Keske 5,Housing ter Veer,/studio-for-rent/son-en-breugel/a5af69f5/keske,https://media.pararius.nl/image/PR0001658000/PR0001658070/image/jpeg/400x600/SonenBreugelKeske-0c2a_1.jpg,40,1,1940,Furnished,,,,5694NJ,2021-08-30
4,1024,4818 RE Breda (Zandberg),Apartment Baronielaan 156,A.A.Kuijper Vastgoed Verhuur,/apartment-for-rent/breda/e743dcb0/baronielaan,https://media.pararius.nl/image/PR0001658000/PR0001658069/image/jpeg/400x600/BredaBaronielaan-339c_1.jpg,65,2,,Upholstered,,,,4818RE,2021-08-30
5,2850,1181 EC Amstelveen (Randwijck West),House Graaf Janlaan 14,Renthouse Vastgoed,/house-for-rent/amstelveen/993bf1fa/graaf-janlaan,https://media.pararius.nl/image/PR0001658000/PR0001658068/image/jpeg/400x600/AmstelveenGraafJanlaan-f85a_1.jpg,160,5,,Upholstered,,,,1181EC,2021-08-30
6,1125,2726 KR Zoetermeer (De Leyens),Apartment Medeaschouw,HouseConnect,/apartment-for-rent/zoetermeer/6482c40e/medeaschouw,https://media.pararius.nl/image/PR0001658000/PR0001658067/image/jpeg/400x600/ZoetermeerMedeaschouw-9b28_1.jpg,65,3,1935,Upholstered,,,,2726KR,2021-08-30
7,525,2571 AJ Den Haag (Rond de Energiecentrale),Studio Loosduinseweg 619 C,HouseConnect,/studio-for-rent/den-haag/507de31d/loosduinseweg,https://media.pararius.nl/image/PR0001658000/PR0001658066/image/jpeg/400x600/DenHaagLoosduinseweg-4dad_1.jpg,28,1,1937,Upholstered,,,,2571AJ,2021-08-30
8,2300,3051 NL Rotterdam (Hillegersberg Zuid),Apartment Orchideestraat,Allround Apartments,/apartment-for-rent/rotterdam/7e201842/orchideestraat,https://casco-media-prod.global.ssl.fastly.net/7e201842-78f0-5655-817b-5c89a8162001/eb9f20ade44cfd5ce001fc11e704c178.jpg?width=600&auto=webp,93,5,1931,,,,,3051NL,2021-08-30
9,1250,6227 BM Maastricht (Heer),Apartment Dorpstraat,Rotsvast Maastricht,/apartment-for-rent/maastricht/0c862b08/dorpstraat,https://casco-media-prod.global.ssl.fastly.net/0c862b08-c370-5ae6-8ff7-0d51dd71cfda/1f44362d7e1e66df058d04bae7fd582a.jpg?width=600&auto=webp,85,2,,Furnished,,,,6227BM,2021-08-30
10,696,2521 CJ Den Haag (Laakhaven-West),Apartment Waldorpstraat,Duinzigt Wonen B.V.,/apartment-for-rent/den-haag/819e0554/waldorpstraat,https://casco-media-prod.global.ssl.fastly.net/819e0554-00d0-57a4-8dbd-b4abf1337ea2/c6685c3c8f12e7ecde2abf915494711d.jpg?width=600&auto=webp,28,1,,Upholstered,,,,2521CJ,2021-08-30
11,1650,3011 XA Rotterdam (Stadsdriehoek),Apartment Bierstraat,Riva Rentals,/apartment-for-rent/rotterdam/2824f3c5/bierstraat,https://casco-media-prod.global.ssl.fastly.net/2824f3c5-eedd-5d6c-8bdf-098535d09e6f/966d91d205857234e0ab43247d2c069b.jpg?width=600&auto=webp,92,4,2002,Furnished,,,,3011XA,2021-08-30
12,425,6815 BL Arnhem (Alteveer/Cranevelt),Room Beethovenlaan,1huis Makelaars,/room-for-rent/arnhem/970904f8/beethovenlaan,https://casco-media-prod.global.ssl.fastly.net/970904f8-4b10-55ff-a89d-2ab59bffea0d/a779a5bd649ce36facc0fbe9237f0476.jpg?width=600&auto=webp,20,1,,Upholstered,,,,6815BL,2021-08-30
13,800,4531 BJ Terneuzen (Binnenstad-Java),Apartment 2e Verbindingsstraat,Hopmans Wonen,/apartment-for-rent/terneuzen/f3908fa0/2e-verbindingsstraat,https://casco-media-prod.global.ssl.fastly.net/f3908fa0-3351-5e3a-9e96-fac6452b6c07/e840643f10cd91d963c9ca242e5c833a.jpg?width=600&auto=webp,36,2,1906,Furnished,,,,4531BJ,2021-08-30
14,1100,2518 EW Den Haag (Zeeheldenkwartier),Apartment Van Speijkstraat 47,Wooncompany Den Haag,/apartment-for-rent/den-haag/3d8113e2/van-speijkstraat,https://casco-media-prod.global.ssl.fastly.net/3d8113e2-f413-5332-aec8-086e9c88b1d3/8e7d43326be107d52215af0bc052c24c.jpg?width=600&auto=webp,60,2,1888,Upholstered,,,,2518EW,2021-08-30
15,1175,2518 GL Den Haag (Zeeheldenkwartier),Apartment Zoutmanstraat,Wooncompany Den Haag,/apartment-for-rent/den-haag/80f54289/zoutmanstraat,https://casco-media-prod.global.ssl.fastly.net/80f54289-dd8d-5c73-9b77-b4cad69b8871/f95ffcc97835a3acf02f9f8c387bdf6c.jpg?width=600&auto=webp,55,2,1880,Upholstered,,,,2518GL,2021-08-30
16,1350,1054 WP Amsterdam (Overtoomse Sluis),Apartment Wilhelminastraat,Michiel Stolker Real Estate,/apartment-for-rent/amsterdam/2d25b764/wilhelminastraat,https://media.pararius.nl/image/PR0001658000/PR0001658065/image/jpeg/400x600/AmsterdamWilhelminastraat-96fb_1.jpg,50,2,,Upholstered,,,,1054WP,2021-08-30
17,752,6412 XX Heerlen (Schandelen),Apartment Drieschstraat,Housing 4 You,/apartment-for-rent/heerlen/92994fbf/drieschstraat,https://casco-media-prod.global.ssl.fastly.net/92994fbf-22bd-5729-aafd-755a903eabaa/21d86c71c4a9a5179474934fa19c0b63.jpg?width=600&auto=webp,70,3,,Upholstered,,,,6412XX,2021-08-30
18,660,5651 EZ Eindhoven (Drents Dorp),Room Koenraadlaan 104 1,Regio56 Makelaars & Huisvesting ,/room-for-rent/eindhoven/b284c805/koenraadlaan,https://casco-media-prod.global.ssl.fastly.net/b284c805-8804-5e9f-8721-a7b40bbfb3f5/13aadef0c9a59f37bdd639f5d560cc66.jpg?width=600&auto=webp,24,1,,Upholstered or furnished,,,,5651EZ,2021-08-30
19,1080,5615 PT Eindhoven (Schrijversbuurt),Apartment Hoogstraat,HouseHunting Eindhoven,/apartment-for-rent/eindhoven/1c204b36/hoogstraat,https://casco-media-prod.global.ssl.fastly.net/1c204b36-4c27-5798-869e-291dc8ed9733/2b8ba926c65d1be0f050d1c5c67c9412.jpg?width=600&auto=webp,58,2,2014,Upholstered,,,,5615PT,2021-08-30
20,2450,3511 BN Utrecht (Hoog-Catharijne NS en Jaarbeurs),Apartment Hollandse Toren,B&S Rental Service,/apartment-for-rent/utrecht/86974e94/hollandse-toren,https://casco-media-prod.global.ssl.fastly.net/86974e94-c823-5606-a58d-8a30ccc3a163/674782dc252a81e09ad033432d6ebe20.jpg?width=600&auto=webp,120,4,2011,Furnished,,,,3511BN,2021-08-30
21,1700,1053 BZ Amsterdam (Kinkerbuurt),Apartment Ten Katestraat 65 2,Ukon Estate,/apartment-for-rent/amsterdam/cf486aca/ten-katestraat,https://media.pararius.nl/image/PR0001658000/PR0001658064/image/jpeg/400x600/AmsterdamTenKatestraat-3208_1.jpg,55,2,1894,Furnished,,,,1053BZ,2021-08-30
22,895,1211 PM Hilversum (Sint Vitusbuurt),Apartment Kerklaan 1 A7,Brick Brokers,/apartment-for-rent/hilversum/d0e919f2/kerklaan,https://casco-media-prod.global.ssl.fastly.net/d0e919f2-7ede-535a-8922-1b77369169c6/5e0da6caaa29fb5b5c7240bdab230f4c.jpg?width=600&auto=webp,45,2,,,,,,1211PM,2021-08-30
23,300,1211 GP Hilversum (Sint Vitusbuurt),Room Wandelpad 58 3,Brick Brokers,/room-for-rent/hilversum/576da4c7/wandelpad,https://casco-media-prod.global.ssl.fastly.net/576da4c7-5a1f-5d60-b6bc-223062377c92/598da3f508076866a061c4114d2ca62b.jpg?width=600&auto=webp,8,1,,Upholstered,,,,1211GP,2021-08-30
24,715,7552 WR Hengelo (Groot Driene-Noord),Apartment H.C. Pootstraat,Bricks Twente,/apartment-for-rent/hengelo/8a82fbbd/h-c-pootstraat,https://casco-media-prod.global.ssl.fastly.net/8a82fbbd-4dbd-5b33-8601-9f17206396a6/d156282e37654128ee7427bb1038b925.jpg?width=600&auto=webp,78,2,,Upholstered,,,,7552WR,2021-08-30
25,1350,1015 ML Amsterdam (Jordaan),Studio Westerstraat,Michiel Stolker Real Estate,/studio-for-rent/amsterdam/b9e3ecc0/westerstraat,https://media.pararius.nl/image/PR0001658000/PR0001658063/image/jpeg/400x600/AmsterdamWesterstraat-6bee_1.jpg,30,1,,Upholstered,,,,1015ML,2021-08-30
26,1020,1216 HS Hilversum (Kerkelanden),Apartment Kapittelweg,Interhouse verhuurmakelaars Hilversum & Almere,/apartment-for-rent/hilversum/d376cff6/kapittelweg,https://casco-media-prod.global.ssl.fastly.net/d376cff6-d27f-5384-b281-91e04c0135f8/4eb545b30cb2fa7d82fd4bcf7cbdc5a6.jpg?width=600&auto=webp,60,2,,Upholstered,,,,1216HS,2021-08-30
27,895,1211 AS Hilversum (Langgewenstbuurt),Apartment Koninginneweg,Woonhuis O/G,/apartment-for-rent/hilversum/b43fe5bc/koninginneweg,https://casco-media-prod.global.ssl.fastly.net/b43fe5bc-4be3-59b3-b6aa-336e34c2d350/e936f2defbf7a37e2d572d39b0594eaa.jpg?width=600&auto=webp,55,2,,Upholstered,,,,1211AS,2021-08-30
28,1350,2586 BL Den Haag (Scheveningen Badplaats),Apartment Gevers Deynootweg,A&N Vastgoed,/apartment-for-rent/den-haag/c3881f3a/gevers-deynootweg,https://casco-media-prod.global.ssl.fastly.net/c3881f3a-ec69-5344-8658-54b82c91aff1/137acc01ce147eb4c379afb85f30a181.jpg?width=600&auto=webp,34,2,,Furnished,,,,2586BL,2021-08-30
29,950,7604 BR Almelo (Verspreide huizen wijk 14),Apartment Wierdensestraat 210,VerhuurPro Almelo,/apartment-for-rent/almelo/f609e90c/wierdensestraat,https://casco-media-prod.global.ssl.fastly.net/f609e90c-eb0a-5bef-9a20-86c33b817b27/994cbaa63f2911b7bcc538bc7daca883.jpg?width=600&auto=webp,130,3,1919,,,,,7604BR,2021-08-30
30,1750,3572 TC Utrecht (Wittevrouwen),Apartment Palmstraat 2,WVO Makelaars Utrecht B.V.,/apartment-for-rent/utrecht/7363b20c/palmstraat,https://casco-media-prod.global.ssl.fastly.net/7363b20c-3648-5b73-a33a-aec7712a01a4/8e4bd77ea7c15f65abe8618baf325e0b.jpg?width=600&auto=webp,65,2,1885,,,5,,3572TC,2021-08-30
31,850,6021 EZ Budel (Budel),Apartment Utrechtsestraat 17,KI-Makelaardij,/apartment-for-rent/budel/c428da57/utrechtsestraat,https://casco-media-prod.global.ssl.fastly.net/c428da57-64b0-57bd-b7d5-b26d475efc71/a7f798f0de2fd2747b403210ff949fd3.jpg?width=600&auto=webp,70,3,1966,Upholstered,,,,6021EZ,2021-08-30
32,1495,5301 EN Zaltbommel (Zaltbommel Binnenstad),Apartment Oenselsestraat,Nu-huren.nl,/apartment-for-rent/zaltbommel/85af9e3f/oenselsestraat,https://casco-media-prod.global.ssl.fastly.net/85af9e3f-4859-5e7a-955b-f00b30808ea1/af91f29ab65de7fbae8489f5c9dd9900.jpg?width=600&auto=webp,120,4,2001,Upholstered,,,,5301EN,2021-08-30
33,1349,3012 JM Rotterdam (Cool),House Jacobusstraat 199,Woonstad Rotterdam,/house-for-rent/rotterdam/51261173/jacobusstraat,https://casco-media-prod.global.ssl.fastly.net/51261173-9a98-538a-8071-136660262b16/707596cf3a4a6a49133f8f7239f87b0f.jpg?width=600&auto=webp,86,2,1873,Shell,,,,3012JM,2021-08-30
34,2100,1018 CM Amsterdam (Weesperbuurt/Plantage),Apartment Plantage Doklaan 21,Amsterdam Wonen,/apartment-for-rent/amsterdam/83184f65/plantage-doklaan,https://casco-media-prod.global.ssl.fastly.net/83184f65-c685-5cf0-9699-f64eb04542b8/3eb695088951755a41344d0c7fb59deb.jpg?width=600&auto=webp,87,3,1989,Upholstered,,,,1018CM,2021-08-30
35,1095,7511 GJ Enschede (City),Apartment Zuiderhagen,BBVastgoedbeheer,/apartment-for-rent/enschede/d99484d7/zuiderhagen,https://casco-media-prod.global.ssl.fastly.net/d99484d7-ae18-51c5-8ba4-a066caa190a0/79e2402a66f753b65c34c48b6392750f.jpg?width=600&auto=webp,69,3,,Upholstered,,,,7511GJ,2021-08-30
36,1950,2565 DT Den Haag (Bomenbuurt),Apartment Segbroeklaan,Residence Makelaars,/apartment-for-rent/den-haag/28968465/segbroeklaan,https://casco-media-prod.global.ssl.fastly.net/28968465-fe26-5d58-8597-6253a25d5e1a/0a40de7c0e43d02195e73665a15f99ab.jpg?width=600&auto=webp,90,4,1960-1970,Upholstered or furnished,,,,2565DT,2021-08-30
37,575,4815 GN Breda (Belcrum),Studio van Voorst tot Voorststraat,Stadhuis Breda,/studio-for-rent/breda/65f38ba9/van-voorst-tot-voorststraat,https://casco-media-prod.global.ssl.fastly.net/65f38ba9-1deb-53d4-b099-a610f3129b3d/b21bb1df020c0a58f791752bbb14c873.jpg?width=600&auto=webp,18,1,,Upholstered,,,,4815GN,2021-08-30
38,1600,1011 BB Amsterdam (Nieuwmarkt/Lastage),Apartment Schippersstraat,Absolute Housing,/apartment-for-rent/amsterdam/6c9390af/schippersstraat,https://casco-media-prod.global.ssl.fastly.net/6c9390af-013e-592e-920c-e63b1ce940ef/f1563bd789888ee3072ae57dc66188a3.jpg?width=600&auto=webp,50,2,1900,Upholstered or furnished,,,,1011BB,2021-08-30
39,2100,1071 PL Amsterdam (Museumkwartier),Apartment De Lairessestraat,Absolute Housing,/apartment-for-rent/amsterdam/9b32dbbd/de-lairessestraat,https://casco-media-prod.global.ssl.fastly.net/9b32dbbd-c5b5-5c81-832a-eae59aaabfda/531546d3d13800df776eb46fec4f5106.jpg?width=600&auto=webp,80,2,1918,Upholstered or furnished,,,,1071PL,2021-08-30
40,385,6828 HN Arnhem (Spijkerbuurt),Room Karel van Gelderstraat,1huis Makelaars,/room-for-rent/arnhem/207468fe/karel-van-gelderstraat,https://casco-media-prod.global.ssl.fastly.net/207468fe-25d8-5d69-8deb-26ce87a42257/03b20a16cb1033e50c076f3b1fd3c9d7.jpg?width=600&auto=webp,17,1,,Upholstered,,,,6828HN,2021-08-30
41,2250,1077 TS Amsterdam (Apollobuurt),Apartment Minervaplein 30 I,Amsterdam Housing,/apartment-for-rent/amsterdam/e7ff03a7/minervaplein,https://casco-media-prod.global.ssl.fastly.net/e7ff03a7-cbf5-5bf7-99d9-ea5ae11ff63f/ce4a6a4feb02762ab59fb19c4120781b.jpg?width=600&auto=webp,110,3,1957,Furnished,,,,1077TS,2021-08-30
42,1495,4331 LB Middelburg (Markt),House Gortstraat,Rotsvast Middelburg,/house-for-rent/middelburg/174e5665/gortstraat,https://casco-media-prod.global.ssl.fastly.net/174e5665-84fc-5a78-81d2-e8138fc73ed2/063c95ee6ac6b8e916b745203093667c.jpg?width=600&auto=webp,111,5,1738,Furnished,,,,4331LB,2021-08-30
43,1275,4811 AV Breda (Station),Apartment Menno van Coehoornstraat,Rotsvast Breda,/apartment-for-rent/breda/3900f3d3/menno-van-coehoornstraat,https://casco-media-prod.global.ssl.fastly.net/3900f3d3-976d-52d6-b1b9-caab31f4c98c/46b8edb19b0344371f0f624d06e78566.jpg?width=600&auto=webp,90,4,1906,Upholstered,,,,4811AV,2021-08-30
44,1495,3553 AJ Utrecht (Elinkwijk en omgeving),Apartment Burgemeester van Tuyllkade 44,My Housing,/apartment-for-rent/utrecht/508fd8a6/burgemeester-van-tuyllkade,https://media.pararius.nl/image/PR0001658000/PR0001658062/image/jpeg/400x600/UtrechtBurgemeestervanTuyllkade-872e_5.jpg,67,2,,Furnished,,,,3553AJ,2021-08-30
45,3500,5582 HL Waalre (Voldijn),House Laarstraat,Best Intermediair Vastgoed Makelaardij,/house-for-rent/waalre/236f4145/laarstraat,https://casco-media-prod.global.ssl.fastly.net/236f4145-ab76-5652-be92-20c0213098bb/9d84277e612e27f9653592756ce4ee00.jpg?width=600&auto=webp,275,6,1900,,,,950 m²,5582HL,2021-08-30
46,825,5632 DA Eindhoven (Eckart),Apartment Orionstraat,HouseHunting Eindhoven,/apartment-for-rent/eindhoven/8eb8713d/orionstraat,https://casco-media-prod.global.ssl.fastly.net/8eb8713d-0b62-5499-b55b-3e4c2b5825dd/c34342d2731e615bc4482d7bd8834b99.jpg?width=600&auto=webp,80,3,1974,Shell,,,,5632DA,2021-08-30
47,1730,1072 GL Amsterdam (Nieuwe Pijp),Apartment Ceintuurbaan 300 1,Grand Relocation,/apartment-for-rent/amsterdam/e18382e1/ceintuurbaan,https://casco-media-prod.global.ssl.fastly.net/e18382e1-da6c-5775-ae55-5bb62079d327/649abb8e350753cf23d553a71e1c6b31.jpg?width=600&auto=webp,73,2,1918,Upholstered,,,,1072GL,2021-08-30
48,1850,1019 LH Amsterdam (Oostelijk Havengebied),Apartment KNSM-laan 685,Expat Rentals,/apartment-for-rent/amsterdam/af08f558/knsm-laan,https://casco-media-prod.global.ssl.fastly.net/af08f558-eb78-5f6d-afff-13e502afc6d3/c2b659268a1ca8a660d0ab200bc21ea1.jpg?width=600&auto=webp,106,3,1990,Upholstered or furnished,,,,1019LH,2021-08-30
49,1850,1076 DP Amsterdam (Stadionbuurt),Apartment Afroditekade,Match&Rent,/apartment-for-rent/amsterdam/9f6bd7ca/afroditekade,https://casco-media-prod.global.ssl.fastly.net/9f6bd7ca-a9c6-5e85-945d-c13d3dfaba37/18149ddc6295edc8c64011f5eaecb8b5.jpg?width=600&auto=webp,89,3,2000,Furnished,,,,1076DP,2021-08-30
50,1195,2316 BV Leiden (Groenoord),Apartment Pasteurstraat,123Wonen Leiden,/apartment-for-rent/leiden/54e32cd9/pasteurstraat,https://casco-media-prod.global.ssl.fastly.net/54e32cd9-7772-553e-8895-e591b01c2809/2cfac3b7028c3d3069dcbae93f1275e5.jpg?width=600&auto=webp,64,2,1905,,,15,,2316BV,2021-08-30
51,775,2274 BP Voorburg (Voorburg Noord noord),Apartment van Arembergelaan 71,Hekking NVM Makelaardij,/apartment-for-rent/voorburg/76f1f71b/van-arembergelaan,https://casco-media-prod.global.ssl.fastly.net/76f1f71b-83e0-52ef-b450-e3758a9035b1/4d5b647252a79b2b1e40ae76562f991d.jpg?width=600&auto=webp,35,2,1906-1930,,,,,2274BP,2021-08-30
52,991,3841 KZ Harderwijk (Zeebuurt-Oost),Apartment Havenspoor,Wooove,/apartment-for-rent/harderwijk/c57519bd/havenspoor,https://casco-media-prod.global.ssl.fastly.net/c57519bd-e775-530e-878e-5fe35f7ffa85/eb5bc4d042a26f0cd899bcdcc9e2a1f0.jpg?width=600&auto=webp,72,4,2019,,,,,3841KZ,2021-08-30
53,633,1824 DS Alkmaar (Huiswaard-2-Oost),Apartment Schinkelwaard,Wooove,/apartment-for-rent/alkmaar/6c2634c4/schinkelwaard,https://casco-media-prod.global.ssl.fastly.net/6c2634c4-3ffc-5b44-a8fe-48c6ce741402/771ac7bfe19d8c9a3a864b87ff722d45.jpg?width=600&auto=webp,35,1,2016,,,,,1824DS,2021-08-30
54,4500,2597 LK Den Haag (Westbroekpark),Apartment Van Lennepweg 52,Expat & Real Estate B.V.,/apartment-for-rent/den-haag/a912891f/van-lennepweg,https://casco-media-prod.global.ssl.fastly.net/a912891f-ddc9-5727-a97f-0205474a1646/a9d8fb106c26d1b53c6ef6b486987e31.jpg?width=600&auto=webp,170,4,1988,Upholstered,,,,2597LK,2021-08-30
55,1650,2518 BZ Den Haag (Zeeheldenkwartier),Apartment Piet Heinplein 31,Expat & Real Estate B.V.,/apartment-for-rent/den-haag/96f13ae8/piet-heinplein,https://casco-media-prod.global.ssl.fastly.net/96f13ae8-a13b-5d94-9513-8077f1bea896/db89130c056a3859075792bf8bb3ece9.jpg?width=600&auto=webp,85,3,1979,Furnished,,,,2518BZ,2021-08-30
56,1150,1404 ES Bussum (Hooftlaan),Apartment Brinklaan,Rotsvast Hilversum,/apartment-for-rent/bussum/c3a782af/brinklaan,https://casco-media-prod.global.ssl.fastly.net/c3a782af-bb48-5eb0-96ef-4976acd40599/aab89315ede3330ae8f934e40c1eeece.jpg?width=600&auto=webp,74,2,1912,Upholstered,,,,1404ES,2021-08-30
57,790,6162 GC Geleen (Geleen-Noord),Apartment Henri Hermanslaan,Lassoo Makelaars & Taxateurs Geleen,/apartment-for-rent/geleen/fc89adca/henri-hermanslaan,https://casco-media-prod.global.ssl.fastly.net/fc89adca-46ba-56e3-85f3-9686a5022f83/1f901d1e00bc2394b8fdcc610c583f96.jpg?width=600&auto=webp,85,3,1950,,,,,6162GC,2021-08-30
58,995,1222 HT Hilversum (Noord),Apartment Stalpaertstraat 111,Schuitema Hoekstra & Van Eck,/apartment-for-rent/hilversum/e59e05da/stalpaertstraat,https://casco-media-prod.global.ssl.fastly.net/e59e05da-820f-5662-a550-01a493dc3ad1/1eb18e1d4a73aed9530b4840efef25af.jpg?width=600&auto=webp,50,2,1952,,,,,1222HT,2021-08-30
59,1495,2518 VD Den Haag (Zeeheldenkwartier),Apartment Van Diemenstraat,Homeland Real Estate,/apartment-for-rent/den-haag/3040009c/van-diemenstraat,https://casco-media-prod.global.ssl.fastly.net/3040009c-98c0-5103-bcf0-9623f975f89f/5dbe1ec9f4d24130df395a0dfff3f121.jpg?width=600&auto=webp,85,3,,Furnished,,,,2518VD,2021-08-30
60,2000,1082 LD Amsterdam (Buitenveldert-West),Studio Arent Janszoon Ernststraat,123Wonen Amstelveen,/studio-for-rent/amsterdam/c08082ee/arent-janszoon-ernststraat,https://casco-media-prod.global.ssl.fastly.net/c08082ee-83bc-54c1-b862-a8e56d31963a/fbb1dc16968c64926652768e74d22e78.jpg?width=600&auto=webp,30,1,2015,Furnished,,,,1082LD,2021-08-30
61,1200,5644 TS Eindhoven (Genneperzijde),Apartment Boutenslaan 51,KI-Makelaardij,/apartment-for-rent/eindhoven/5894dfa6/boutenslaan,https://casco-media-prod.global.ssl.fastly.net/5894dfa6-5c1e-5290-85ac-d823db99bf3f/3dece588e5aec78611dce9d10e1fbcc3.jpg?width=600&auto=webp,70,2,1950,Upholstered,,,,5644TS,2021-08-30
62,1600,1181 JB Amstelveen (Vredeveldbuurt),Apartment Biesbosch,Rotsvast Amstelveen,/apartment-for-rent/amstelveen/395250a9/biesbosch,https://casco-media-prod.global.ssl.fastly.net/395250a9-5ee0-5bb5-9709-eb67c438f2d0/16518a45b6d722b0389ef368583e1c07.jpg?width=600&auto=webp,85,3,1966,Furnished,,,,1181JB,2021-08-30
63,920,1507 EG Zaandam (Westerspoor),Apartment Letterhout 98,Amsterdam Wonen,/apartment-for-rent/zaandam/9e3fdaa5/letterhout,https://casco-media-prod.global.ssl.fastly.net/9e3fdaa5-eb01-5fb4-9fbe-15316265743f/3151d8d00ec56c8818c76ad88305434b.jpg?width=600&auto=webp,35,2,2016,Upholstered,,,,1507EG,2021-08-30
64,1395,5644 GJ Eindhoven (Gerardusplein),Apartment Roostenlaan,Lightcity Housing,/apartment-for-rent/eindhoven/59aa7596/roostenlaan,https://casco-media-prod.global.ssl.fastly.net/59aa7596-9f97-5252-9e5a-b5181a9ff40e/5c22fd5248b16d37c8be8df1cd14c510.jpg?width=600&auto=webp,80,3,,Furnished,,,,5644GJ,2021-08-30
65,1495,5301 EN Zaltbommel (Zaltbommel Binnenstad),Apartment Oenselsestraat,Nu-huren.nl,/apartment-for-rent/zaltbommel/85af9e3f/oenselsestraat,https://casco-media-prod.global.ssl.fastly.net/85af9e3f-4859-5e7a-955b-f00b30808ea1/af91f29ab65de7fbae8489f5c9dd9900.jpg?width=600&auto=webp,120,4,2001,Upholstered,,,,5301EN,2021-08-30
66,1350,3572 AS Utrecht (Buiten Wittevrouwen),Apartment Biltstraat 347,Makelaardij Stek,/apartment-for-rent/utrecht/bde8752c/biltstraat,https://casco-media-prod.global.ssl.fastly.net/bde8752c-7e7a-5a75-83b9-1b8164ea278a/b5c156185c767619285614bb030689ab.jpg?width=600&auto=webp,60,3,1975,Upholstered,,,,3572AS,2021-08-30
67,375,7511 CJ Enschede (De Bothoven),Room Espoortstraat 163 Kamer EF,Twente Invest,/room-for-rent/enschede/152340ed/espoortstraat,https://casco-media-prod.global.ssl.fastly.net/152340ed-b906-5046-b311-30616d3ab183/1d32b2c2fa090f942122fbf0dd4d32ad.jpg?width=600&auto=webp,14,2,,Upholstered,,,,7511CJ,2021-08-30
68,1475,2013 PT Haarlem (Leidsebuurt-west),House De Clercqstraat 172,JRS Makelaars Haarlem,/house-for-rent/haarlem/509f8579/de-clercqstraat,https://casco-media-prod.global.ssl.fastly.net/509f8579-dfa1-53cc-9ffd-b269952cf93b/4a15a6c3d04bdf1b01d00bdadfdfc549.jpg?width=600&auto=webp,85,3,1906-1930,,,70,,2013PT,2021-08-30
69,1235,7544 AB Enschede (Wesselerbrink Noord-West),House Sibculobrink,NederWoon verhuurmakelaars Deventer,/house-for-rent/enschede/62c03b9a/sibculobrink,https://casco-media-prod.global.ssl.fastly.net/62c03b9a-9ccc-5c61-a586-9093f66f62d8/f9aa6312c1c4da1dfdc137c1900e2d34.jpg?width=600&auto=webp,148,5,,Upholstered,,,,7544AB,2021-08-30
70,1045,5611 AM Eindhoven (Binnenstad),Studio Nieuwe Emmasingel,Census Real Estate,/studio-for-rent/eindhoven/e5859c8f/nieuwe-emmasingel,https://casco-media-prod.global.ssl.fastly.net/e5859c8f-de96-5a0a-ba1a-ad5f02e975f4/77e1b6ecb051f48bc05a7d26fdc8713e.jpg?width=600&auto=webp,42,1,,Furnished,,,,5611AM,2021-08-30
71,1250,3052 GK Rotterdam (Schiebroek),Apartment Peppelweg,Riva Rentals,/apartment-for-rent/rotterdam/c626036f/peppelweg,https://casco-media-prod.global.ssl.fastly.net/c626036f-b78d-56cd-91ff-9bf947078359/9db780d905d9f17b458f4b686c4ac375.jpg?width=600&auto=webp,62,3,1959,Furnished,,,,3052GK,2021-08-30
72,885,4761 AH Zevenbergen (Centrum),Apartment Prins Hendrikstraat 4 a,Huizenbalie.nl,/apartment-for-rent/zevenbergen/8530a3ae/prins-hendrikstraat,https://casco-media-prod.global.ssl.fastly.net/8530a3ae-19ff-561e-8772-b78767611973/9c2ed9b02458ba11993236db68d1b47b.jpg?width=600&auto=webp,68,2,1898,Upholstered,,,,4761AH,2021-08-30
73,1490,2518 DA Den Haag (Zeeheldenkwartier),Apartment Dorus Rijkersplein 18,Huizenbalie.nl,/apartment-for-rent/den-haag/500479a1/dorus-rijkersplein,https://casco-media-prod.global.ssl.fastly.net/500479a1-fbc3-5331-ab0f-500a3ea82463/a41bc8ffa3d38d1b4cf1dd81b688901c.jpg?width=600&auto=webp,82,3,1993,Furnished,,,,2518DA,2021-08-30
