,price,address,street,agency,irl,image,Living area,Rooms,Year of construction,interior,status,garden area,plot area,postcode,date
3519,1900,1071 JX Amsterdam (Museumkwartier),Apartment Banstraat 55 II,Ter Haar Makelaars B.V.,/apartment-for-rent/amsterdam/a91a4716/banstraat,https://casco-media-prod.global.ssl.fastly.net/a91a4716-beb2-5ce3-95fc-a4275e9cb9ad/78ed1fddd7029cadcdc968fa91c003b5.jpg?width=600&auto=webp,75,2,1910,Upholstered or furnished,,,,1071JX,2021-08-30
3520,1495,5301 EN Zaltbommel (Zaltbommel Binnenstad),Apartment Oenselsestraat,Nu-huren.nl,/apartment-for-rent/zaltbommel/85af9e3f/oenselsestraat,https://casco-media-prod.global.ssl.fastly.net/85af9e3f-4859-5e7a-955b-f00b30808ea1/af91f29ab65de7fbae8489f5c9dd9900.jpg?width=600&auto=webp,120,4,2001,Upholstered,,,,5301EN,2021-08-30
3521,1349,3012 JM Rotterdam (Cool),House Jacobusstraat 199,Woonstad Rotterdam,/house-for-rent/rotterdam/51261173/jacobusstraat,https://casco-media-prod.global.ssl.fastly.net/51261173-9a98-538a-8071-136660262b16/707596cf3a4a6a49133f8f7239f87b0f.jpg?width=600&auto=webp,86,2,1873,Shell,,,,3012JM,2021-08-30
3522,1550,3077 MJ Rotterdam (Oud IJsselmonde),Apartment Piet Smitkade,BenHousing,/apartment-for-rent/rotterdam/5cdfa096/piet-smitkade,https://casco-media-prod.global.ssl.fastly.net/5cdfa096-ef2a-59be-aeec-d7fb97d698a9/fa3b2e4ec681282d2b97fa86631c8f0a.jpg?width=600&auto=webp,116,3,2003,Furnished,,,,3077MJ,2021-08-30
3523,1600,1017 AX Amsterdam (Grachtengordel-Zuid),Studio Singel,NOORESTATE,/studio-for-rent/amsterdam/32ef513a/singel,https://casco-media-prod.global.ssl.fastly.net/32ef513a-dde7-5cba-b71b-4dbaa4ee62c8/15d259c6d1fba19685ec23344abe0660.jpg?width=600&auto=webp,47,1,,Furnished,,,,1017AX,2021-08-30
3524,1900,2906 RB Capelle aan den IJssel (Molenbuurt),House Papiermolen,Rotsvast Rotterdam,/house-for-rent/capelle-aan-den-ijssel/1479be45/papiermolen,https://casco-media-prod.global.ssl.fastly.net/1479be45-440c-59e6-b752-e6af6e1fdd03/f2c7c9a0bf1c9f75216e3bbde58aa77e.jpg?width=600&auto=webp,197,8,1988,Upholstered or furnished,,,,2906RB,2021-08-30
3525,5000,3633 ER Vreeland (Vreeland Dorp),House Boterweg,Stam Vastgoed,/house-for-rent/vreeland/f56df909/boterweg,https://casco-media-prod.global.ssl.fastly.net/f56df909-68a3-5ced-868e-339af157bf1b/bfd24fd98104ebb92da3bcb339c94101.jpg?width=600&auto=webp,250,6,1898,,,,250 m²,3633ER,2021-08-30
3526,2950,2587 TK Den Haag (Belgisch Park),Apartment Haagsestraat 36,Burger van Leeuwen,/apartment-for-rent/den-haag/8e52f9ac/haagsestraat,https://casco-media-prod.global.ssl.fastly.net/8e52f9ac-c691-5a2d-a568-a1c5a8571d37/a83c227c2efc371ea52aa71682074a28.jpg?width=600&auto=webp,132,6,1922,,,19,,2587TK,2021-08-30
3527,2250,2594 AX Den Haag (Bezuidenhout-Midden),Apartment Bezuidenhoutseweg 80 J,Expat Residence,/apartment-for-rent/den-haag/2b2370f6/bezuidenhoutseweg,https://casco-media-prod.global.ssl.fastly.net/2b2370f6-dc25-54f8-9570-9b11b3fa1387/d9181df19fead510710407909a1152db.jpg?width=600&auto=webp,125,3,1975,Upholstered,,,,2594AX,2021-08-30
3528,1650,1055 TN Amsterdam (Landlust),Apartment Bestevâerstraat,City Homes,/apartment-for-rent/amsterdam/d1fa4ca3/bestevaerstraat,https://casco-media-prod.global.ssl.fastly.net/d1fa4ca3-da08-5a19-9a40-e3ac6ed044f3/16b44d96d6989f1c3115d93d6d75866e.jpg?width=600&auto=webp,60,3,,Upholstered,,,,1055TN,2021-08-30
3529,1425,6221 CJ Maastricht (Wyck),Apartment Lage Barakken,Het Hoofse Huis,/apartment-for-rent/maastricht/938a7994/lage-barakken,https://casco-media-prod.global.ssl.fastly.net/938a7994-f5e5-5ddc-8474-8a18d282e0d7/46dd7646a0b67cfc5ff1ee1d783fa9bc.jpg?width=600&auto=webp,70,3,,Furnished,,,,6221CJ,2021-08-30
3530,1775,1018 LC Amsterdam (Oostelijke Eilanden/Kadijken),Apartment Oostenburgermiddenstraat,Eefje Voogd Makelaardij,/apartment-for-rent/amsterdam/dc7b5472/oostenburgermiddenstraat,https://casco-media-prod.global.ssl.fastly.net/dc7b5472-0efa-5315-83bb-792f9bf1c5b1/a4ab82a816293f8027203530c2d2a922.jpg?width=600&auto=webp,78,3,2021,Upholstered,,,,1018LC,2021-08-30
3531,1950,1018 LC Amsterdam (Oostelijke Eilanden/Kadijken),Apartment Oostenburgermiddenstraat,Eefje Voogd Makelaardij,/apartment-for-rent/amsterdam/3c3fbe37/oostenburgermiddenstraat,https://casco-media-prod.global.ssl.fastly.net/3c3fbe37-5034-5ba6-9ab2-2eb0a70a0435/a448f9de1d000c24e734c1aca0c73bd4.jpg?width=600&auto=webp,87,3,2021,Upholstered,,,,1018LC,2021-08-30
3532,1550,1018 LC Amsterdam (Oostelijke Eilanden/Kadijken),Apartment Oostenburgermiddenstraat,Eefje Voogd Makelaardij,/apartment-for-rent/amsterdam/2478f13e/oostenburgermiddenstraat,https://casco-media-prod.global.ssl.fastly.net/2478f13e-ba02-5036-a9ce-ce447d50743e/785cf0f9951896610b4b85f44c32ac07.jpg?width=600&auto=webp,70,4,2021,Upholstered,,,,1018LC,2021-08-30
3533,1675,1018 LC Amsterdam (Oostelijke Eilanden/Kadijken),Apartment Oostenburgermiddenstraat,Eefje Voogd Makelaardij,/apartment-for-rent/amsterdam/02a21c94/oostenburgermiddenstraat,https://casco-media-prod.global.ssl.fastly.net/02a21c94-e01e-56ba-83dd-84c704a6ea8f/f8e561ba8abf5bdf95b5902ccdb54550.jpg?width=600&auto=webp,76,2,2021,Upholstered,,,,1018LC,2021-08-30
3534,1850,1018 LC Amsterdam (Oostelijke Eilanden/Kadijken),Apartment Oostenburgermiddenstraat,Eefje Voogd Makelaardij,/apartment-for-rent/amsterdam/2cbd0e0c/oostenburgermiddenstraat,https://casco-media-prod.global.ssl.fastly.net/2cbd0e0c-4896-50c9-a632-02aa3ef2e0f3/ad186ed1f2a7fe317623cc99355d569f.jpg?width=600&auto=webp,80,3,2021,Upholstered,,,,1018LC,2021-08-30
3535,2250,1018 LC Amsterdam (Oostelijke Eilanden/Kadijken),Apartment Oostenburgermiddenstraat,Eefje Voogd Makelaardij,/apartment-for-rent/amsterdam/9ab4d495/oostenburgermiddenstraat,https://casco-media-prod.global.ssl.fastly.net/9ab4d495-2a72-5a4b-979a-4653c74bacfc/9f871f4fd4ba36eab828867d465dc744.jpg?width=600&auto=webp,99,4,2021,Upholstered,,,,1018LC,2021-08-30
3536,2750,1018 LC Amsterdam (Oostelijke Eilanden/Kadijken),Apartment Oostenburgermiddenstraat,Eefje Voogd Makelaardij,/apartment-for-rent/amsterdam/fce9aced/oostenburgermiddenstraat,https://casco-media-prod.global.ssl.fastly.net/fce9aced-2036-58cd-94ff-60e521cf0a0f/6245d4871458166727f6fcad579e140a.jpg?width=600&auto=webp,105,3,2021,Upholstered,,,,1018LC,2021-08-30
3537,1350,2635 GM Den Hoorn (Den Hoorn),Apartment Drogerij,Rotsvast Delflanden,/apartment-for-rent/den-hoorn-zh/199b719b/drogerij,https://casco-media-prod.global.ssl.fastly.net/199b719b-f306-5ea7-b9e4-abe7de7b20c6/6279e2ecd589e465646c5620320cc4d9.jpg?width=600&auto=webp,72,3,,Upholstered,,,,2635GM,2021-08-30
3538,1075,3701 GT Zeist (Carré),Apartment Slotlaan 180 2,Brick Brokers,/apartment-for-rent/zeist/87313c53/slotlaan,https://casco-media-prod.global.ssl.fastly.net/87313c53-fbb5-5fd2-bd9d-0bbbb77e7423/1765f86b07f0d86c391c80d8a16005fe.jpg?width=600&auto=webp,55,2,,Upholstered,,,,3701GT,2021-08-30
3539,2250,2514 CA Den Haag (Voorhout),Apartment Maliestraat,Wobeco Housing Agency,/apartment-for-rent/den-haag/13848112/maliestraat,https://casco-media-prod.global.ssl.fastly.net/13848112-17b3-5185-b013-30200eb234e5/799f714f1dbb439a6ed0ef055c4efbcc.jpg?width=600&auto=webp,85,3,1700,Furnished,,,,2514CA,2021-08-30
3540,1250,3731 CL De Bilt (De Bilt West),Apartment Henri Dunantplein,Marktpand,/apartment-for-rent/de-bilt/9c619fc7/henri-dunantplein,https://casco-media-prod.global.ssl.fastly.net/9c619fc7-4687-5621-a6de-3e3090ddaf83/09ff74965940eb404fb5781a7e790d30.jpg?width=600&auto=webp,65,3,2021,Shell,,,,3731CL,2021-08-30
3541,1995,3024 EP Rotterdam (Schiemond),Apartment Müllerkade,Fransen Vastgoed,/apartment-for-rent/rotterdam/a9c923e2/muellerkade,https://media.pararius.nl/image/PR0001656000/PR0001656961/image/jpeg/400x600/RotterdamMullerkade-1081_1.jpg,108,3,2012,Furnished,,,,3024EP,2021-08-30
3542,4500,1054 KR Amsterdam (Overtoomse Sluis),House Saxenburgerstraat,Heeren Makelaars B.V.,/house-for-rent/amsterdam/e536a049/saxenburgerstraat,https://casco-media-prod.global.ssl.fastly.net/e536a049-868d-51d0-a7c3-b934a1b733f4/10e0e9017229003f48c9cde1ead199a4.jpg?width=600&auto=webp,150,7,1881,,,,124 m²,1054KR,2021-08-30
3543,1395,5233 VG Den Bosch (De Slagen),Apartment Eekbrouwersweg,Domica Den Bosch,/apartment-for-rent/den-bosch/27fb2a9a/eekbrouwersweg,https://casco-media-prod.global.ssl.fastly.net/27fb2a9a-7cc1-5c7a-a357-9aed486960a8/4e150f13c8a31be4524eed39f2086df4.jpg?width=600&auto=webp,100,3,2019,Upholstered,,,,5233VG,2021-08-30
3544,1350,1353 AX Almere (Centrum Almere Haven),Apartment Meerstraat,123Wonen Flevoland,/apartment-for-rent/almere/334c2e4c/meerstraat,https://casco-media-prod.global.ssl.fastly.net/334c2e4c-c213-5e49-a7b0-c72b17874e7b/a32e21dcc7abb0c2902d09d338d01720.jpg?width=600&auto=webp,77,4,1985,Upholstered,,,,1353AX,2021-08-30
3545,1275,4811 ZK Breda (City),Apartment St. Janstraat,DVB Vastgoed,/apartment-for-rent/breda/888f7cc6/st-janstraat,https://media.pararius.nl/image/PR0001656000/PR0001656953/image/jpeg/400x600/BredaStJanstraat-4b74_1.jpg,90,2,,Upholstered,,,,4811ZK,2021-08-30
3546,2650,1422 ZD Uithoorn (Legmeer),House Koekoek 14,Koops Makelaardij Amstelveen,/house-for-rent/uithoorn/3c072e44/koekoek,https://casco-media-prod.global.ssl.fastly.net/3c072e44-23dc-5b8d-a24c-324307e5d7ea/656ff067837cbe8615f4d93243069d25.jpg?width=600&auto=webp,170,5,2021,,,,148 m²,1422ZD,2021-08-30
3547,1595,4331 HP Middelburg (Damplein),Apartment Korendijk,Rotsvast Middelburg,/apartment-for-rent/middelburg/6ca70595/korendijk,https://casco-media-prod.global.ssl.fastly.net/6ca70595-ca83-5f41-9729-fd65037872b2/712e2bc22e2eb417199cc509f081ee9b.jpg?width=600&auto=webp,100,3,1722,Furnished,,,,4331HP,2021-08-30
3548,1350,3231 CM Brielle (Noord Meeuwenoord),Apartment Rochus Meeuwiszweg 202,HB Housing ,/apartment-for-rent/brielle/8765c991/rochus-meeuwiszweg,https://casco-media-prod.global.ssl.fastly.net/8765c991-e138-58e3-a81e-d16680289b7b/cbbfeaaa011b1f1fe907d043773e0a15.jpg?width=600&auto=webp,67,2,2010,Upholstered or furnished,,,,3231CM,2021-08-30
3549,1100,5508 LR Veldhoven (De Kelen),Apartment Hertgang,Rotsvast Eindhoven,/apartment-for-rent/veldhoven/2916db74/hertgang,https://casco-media-prod.global.ssl.fastly.net/2916db74-5c26-51dc-b0ac-0e801f01b2ea/83be99d1c62fb35c7a59f3377c3caafd.jpg?width=600&auto=webp,55,2,2010,Upholstered,,,,5508LR,2021-08-30
3550,1350,9727 JK Groningen (Grunobuurt),Apartment Snelliusstraat,Maxx Groningen,/apartment-for-rent/groningen/05a8a5f4/snelliusstraat,https://casco-media-prod.global.ssl.fastly.net/05a8a5f4-b715-55d1-a620-a93d29f1193a/319b78d886e335d614a9060012953470.jpg?width=600&auto=webp,77,3,1956,Shell,,,,9727JK,2021-08-30
3551,1025,9742 SM Groningen (Paddepoel-Zuid),Apartment Grote Beerstraat,Maxx Groningen,/apartment-for-rent/groningen/82f13d49/grote-beerstraat,https://casco-media-prod.global.ssl.fastly.net/82f13d49-1d6b-522d-8ba5-41e3fc336478/903443cd6fc3d50e82c7584394f047c5.jpg?width=600&auto=webp,70,2,1930,Furnished,,,,9742SM,2021-08-30
3552,1349,3012 JM Rotterdam (Cool),House Jacobusstraat 199,Woonstad Rotterdam,/house-for-rent/rotterdam/51261173/jacobusstraat,https://casco-media-prod.global.ssl.fastly.net/51261173-9a98-538a-8071-136660262b16/707596cf3a4a6a49133f8f7239f87b0f.jpg?width=600&auto=webp,86,2,1873,Shell,,,,3012JM,2021-08-30
3553,1395,5644 GJ Eindhoven (Gerardusplein),Apartment Roostenlaan,Lightcity Housing,/apartment-for-rent/eindhoven/59aa7596/roostenlaan,https://casco-media-prod.global.ssl.fastly.net/59aa7596-9f97-5252-9e5a-b5181a9ff40e/5c22fd5248b16d37c8be8df1cd14c510.jpg?width=600&auto=webp,80,3,,Furnished,,,,5644GJ,2021-08-30
3554,3000,3016 DR Rotterdam (Nieuwe Werk),Apartment Willemsplein 562,Stad en Land Makelaars,/apartment-for-rent/rotterdam/5926eba4/willemsplein,https://casco-media-prod.global.ssl.fastly.net/5926eba4-89ed-5e27-ae2d-e4f8b9fa1256/d23b1a84f936aa1538b3beaf477cc0e7.jpg?width=600&auto=webp,180,4,2001,,,17,,3016DR,2021-08-30
3555,1125,3731 GA De Bilt (De Bilt Zuid),Apartment Utrechtseweg,B&S Rental Service,/apartment-for-rent/de-bilt/da4279b1/utrechtseweg,https://casco-media-prod.global.ssl.fastly.net/da4279b1-280d-533a-aee3-7b2df3b5a1b1/6ac90d54ac557eb20f597369cad4bc5c.jpg?width=600&auto=webp,50,2,1900,Furnished,,,,3731GA,2021-08-30
3556,2050,1018 RN Amsterdam (Oostelijke Eilanden/Kadijken),Apartment Cornelis Vermuydenstraat,Valkenet Vastgoed,/apartment-for-rent/amsterdam/e066f184/cornelis-vermuydenstraat,https://casco-media-prod.global.ssl.fastly.net/e066f184-729f-5c0c-a824-272317376cec/02fe9b9853be23f23dcc23deb0269dd0.jpg?width=600&auto=webp,75,3,,Furnished,,,,1018RN,2021-08-30
3557,1250,6813 JG Arnhem (Hoogkamp),Apartment Josef Israëlslaan 58,EHR Arnhem,/apartment-for-rent/arnhem/76a6dae4/josef-israelslaan,https://casco-media-prod.global.ssl.fastly.net/76a6dae4-ce03-5584-8db5-b6ee4c431c6d/73852f827a099de9ca5e1484c21c0c83.jpg?width=600&auto=webp,60,2,1935,Furnished,,,,6813JG,2021-08-30
3558,1450,6522 DK Nijmegen (Hunnerberg),Apartment Barbarossastraat,NMG Makelaardij,/apartment-for-rent/nijmegen/c781a387/barbarossastraat,https://casco-media-prod.global.ssl.fastly.net/c781a387-8bdd-5349-ad64-f56c3d0c564e/aee006f74f085624f950b364521ce2d4.jpg?width=600&auto=webp,48,2,2017,Furnished,,,,6522DK,2021-08-30
3559,550,8445 PG Heerenveen (Nieuweschoot),Room Nikkelweg,Regent Makelaars,/room-for-rent/heerenveen/0dc21f9f/nikkelweg,https://casco-media-prod.global.ssl.fastly.net/0dc21f9f-09b4-59a0-b1b7-6668748fafe6/f4ba711f18e23d7171907bff148f4675.jpg?width=600&auto=webp,22,1,,,,,,8445PG,2021-08-30
3560,1850,1216 LE Hilversum (Kerkelanden),House Augustinushof,Stam Vastgoed,/house-for-rent/hilversum/bbcd05d3/augustinushof,https://casco-media-prod.global.ssl.fastly.net/bbcd05d3-0b52-5b45-bc50-4b7db02d274f/d9b7d8357db1d98bd2ed0af4dc7e1494.jpg?width=600&auto=webp,135,5,1967,,,,165 m²,1216LE,2021-08-30
3561,1395,5582 ZE Waalre (Aalst),Apartment Brederode,Housing Totaal,/apartment-for-rent/waalre/1977f1b7/brederode,https://casco-media-prod.global.ssl.fastly.net/1977f1b7-619b-5a1f-9a2e-02474f1d2e7e/29b274bef9efda8e64c7f2e8394efec1.jpg?width=600&auto=webp,125,3,,Upholstered,,,,5582ZE,2021-08-30
3562,3750,2553 ET Den Haag (Kraayenstein en Vroondaal),House Vroonhoevelaan,Frisia Makelaars,/house-for-rent/den-haag/4ebc24be/vroonhoevelaan,https://casco-media-prod.global.ssl.fastly.net/4ebc24be-6d76-51b4-a572-aebf73e34467/55f040bf2ae87402ce2ecd3c5fad9a77.jpg?width=600&auto=webp,215,6,2001-2010,,,,629 m²,2553ET,2021-08-30
3563,1650,1315 TB Almere (Centrum Almere Stad),Apartment Esplanade 13,Grand Relocation,/apartment-for-rent/almere/f429bc0d/esplanade,https://casco-media-prod.global.ssl.fastly.net/f429bc0d-e580-5a7b-ba36-7fa933cbd074/1ce907b8ef78c5d0cb2ce3d7b8bb8b6d.jpg?width=600&auto=webp,175,4,2015,Upholstered,,,,1315TB,2021-08-30
3564,3000,2611 LS Delft (Centrum-Oost),House Raam 77,Björnd Makelaardij,/house-for-rent/delft/3cf1c8f8/raam,https://casco-media-prod.global.ssl.fastly.net/3cf1c8f8-e79e-5d8b-aa64-fd7e6ba797c3/33ee07deb909be47a423216213ce31c2.jpg?width=600&auto=webp,188,6,2004,,,40,,2611LS,2021-08-30
3565,950,3527 CK Utrecht (Kanaleneiland-Noord),Apartment Van Heuven Goedhartlaan,Domvast,/apartment-for-rent/utrecht/b9759725/van-heuven-goedhartlaan,https://casco-media-prod.global.ssl.fastly.net/b9759725-fb5a-5902-8816-d922d53b281f/2b3ac76dc285e34604bd8b4f35fccc99.jpg?width=600&auto=webp,38,2,1959,,,,,3527CK,2021-08-30
3566,800,4251 VZ Werkendam (Vervoornepolder zuid),Apartment Raadhuisplein,Vizier Makelaardij og,/apartment-for-rent/werkendam/8b279b0b/raadhuisplein,https://casco-media-prod.global.ssl.fastly.net/8b279b0b-5ba4-588f-aff6-11552aa7c191/c6e5f7f87e46f606f0062b6afb722671.jpg?width=600&auto=webp,42,2,2021,Upholstered,,,,4251VZ,2021-08-30
3567,1890,3607 PT Maarssen (Zwanenkamp),House Zwanenkamp,Amstel Housing Utrecht,/house-for-rent/maarssen/c45e9bed/zwanenkamp,https://casco-media-prod.global.ssl.fastly.net/c45e9bed-26f5-5c5e-b4ef-8195ffa886e9/e9a90406f425a1af49d1bc8320b685f7.jpg?width=600&auto=webp,100,5,1985,,,,100 m²,3607PT,2021-08-30
3568,895,3075 ND Rotterdam (Vreewijk),Apartment Ploegstraat,Rotterdam Wonen,/apartment-for-rent/rotterdam/44716ca1/ploegstraat,https://media.pararius.nl/image/PR0001656000/PR0001656929/image/jpeg/400x600/RotterdamPloegstraat-1d4a_1.jpg,50,2,1934,Upholstered,,,,3075ND,2021-08-30
3569,795,3075 ND Rotterdam (Vreewijk),Apartment Ploegstraat,Rotterdam Wonen,/apartment-for-rent/rotterdam/c024d4cf/ploegstraat,https://media.pararius.nl/image/PR0001656000/PR0001656928/image/jpeg/400x600/RotterdamPloegstraat-1f2f_1.jpg,50,2,1934,Upholstered,,,,3075ND,2021-08-30
3570,2850,1054 HG Amsterdam (Vondelbuurt),Apartment Overtoom,Relocation Advisers B.V.,/apartment-for-rent/amsterdam/21b3d156/overtoom,https://media.pararius.nl/image/PR0001656000/PR0001656926/image/jpeg/400x600/AmsterdamOvertoom-3189_1.jpg,130,3,,Upholstered or furnished,,,,1054HG,2021-08-30
3571,1585,2011 MB Haarlem (Stationsbuurt),Apartment Prinsen Bolwerk 2 A,Interhouse verhuurmakelaars Haarlem,/apartment-for-rent/haarlem/790c7b9b/prinsen-bolwerk,https://casco-media-prod.global.ssl.fastly.net/790c7b9b-dbfc-58fb-a9a1-ad487468bdf5/6532f76056ebe3a0c12af3be424f42a3.jpg?width=600&auto=webp,77,2,1913,Upholstered,,,,2011MB,2021-08-30
3572,1200,3034 XP Rotterdam (Oud Crooswijk),Apartment Rusthoflaan 94 A01,Tweelwonen.nl Rotterdam,/apartment-for-rent/rotterdam/f7eb4a69/rusthoflaan,https://casco-media-prod.global.ssl.fastly.net/f7eb4a69-2d06-502c-a1b1-922e0ff6ab8e/e58eed717f4137083aa395f4f2d33508.jpg?width=600&auto=webp,65,2,1924,Upholstered,,,,3034XP,2021-08-30
3573,1250,3034 XP Rotterdam (Oud Crooswijk),Apartment Rusthoflaan 94 B,Tweelwonen.nl Rotterdam,/apartment-for-rent/rotterdam/885b1118/rusthoflaan,https://casco-media-prod.global.ssl.fastly.net/885b1118-b014-5a2a-a624-61dc395313c2/e58eed717f4137083aa395f4f2d33508.jpg?width=600&auto=webp,55,2,1924,Upholstered,,,,3034XP,2021-08-30
3574,800,5473 NG Heeswijk-Dinther (Hazelberg),Studio Vorstenbosseweg,HBBWonen.nu,/studio-for-rent/heeswijk-dinther/bef2c4b2/vorstenbosseweg,https://casco-media-prod.global.ssl.fastly.net/bef2c4b2-5580-5ac2-b541-db1b31980812/d87e148d3a9070dd06e9192f488cc5a2.jpg?width=600&auto=webp,38,2,,Furnished,,,,5473NG,2021-08-30
3575,1550,2563 XN Den Haag (Valkenboskwartier),Apartment Nicolaas Tulpstraat,Homeland Real Estate,/apartment-for-rent/den-haag/ff2c43f5/nicolaas-tulpstraat,https://casco-media-prod.global.ssl.fastly.net/ff2c43f5-871d-5ffb-9835-7c078f1256c0/201a7725aaf4e41fea34d38b900a141d.jpg?width=600&auto=webp,110,4,,Furnished,,,,2563XN,2021-08-30
3576,2000,2266 HC Leidschendam (Kern Stompwijk),House Doctor van Noortstraat,beHome Delft,/house-for-rent/leidschendam/3db12c49/doctor-van-noortstraat,https://media.pararius.nl/image/PR0001656000/PR0001656919/image/jpeg/400x600/LeidschendamDoctorvanNoortstraat-fff3_7.jpg,140,5,,Furnished,,,,2266HC,2021-08-30
3577,1600,4331 GJ Middelburg (Damplein),Apartment Dam,Rotsvast Middelburg,/apartment-for-rent/middelburg/8cfd74ba/dam,https://casco-media-prod.global.ssl.fastly.net/8cfd74ba-e1fe-5fcb-9de1-ad576fd504ce/9a28823636c97477c29a40235083e4a1.jpg?width=600&auto=webp,76,3,1800,Furnished,,,,4331GJ,2021-08-30
3578,1475,2012 KL Haarlem (Koninginnebuurt),Apartment Uit den Bosstraat 1 C,Weelde Wonen,/apartment-for-rent/haarlem/71785ecf/uit-den-bosstraat,https://casco-media-prod.global.ssl.fastly.net/71785ecf-3120-597c-a70a-bfd29e105dcc/88fb07b910b53d9c9b6fb559a83d4640.jpg?width=600&auto=webp,65,4,1905,,,14,,2012KL,2021-08-30
3579,670,6471 EJ Eygelshoven (Eygelshoven-Kom),Apartment Berghofstraat,HouseHunting Parkstad,/apartment-for-rent/eygelshoven/56956ad7/berghofstraat,https://casco-media-prod.global.ssl.fastly.net/56956ad7-c570-5119-9d84-dcbd0d74ff65/52bece23d9e6ac34a3f61bde0f9b4122.jpg?width=600&auto=webp,75,3,1970,Upholstered,,,,6471EJ,2021-08-30
3580,1485,2021 XM Haarlem (Generaalsbuurt),Apartment Paul Krugerstraat 41 E,Interhouse verhuurmakelaars Haarlem,/apartment-for-rent/haarlem/2db33b3b/paul-krugerstraat,https://casco-media-prod.global.ssl.fastly.net/2db33b3b-65c2-5a82-b892-18d06e3c57e6/cc11e231796aced33bc3a2404a9424c0.jpg?width=600&auto=webp,79,3,1906,Upholstered,,,,2021XM,2021-08-30
3581,995,4031 KS Ingen (Klinkenberg),House Verhuizensestraat,HouseHunting Eindhoven,/house-for-rent/ingen/55ead47a/verhuizensestraat,https://casco-media-prod.global.ssl.fastly.net/55ead47a-10ff-5b1f-9ea0-b112f908d2e5/b3946ef87b1330a0a5c713b28621afe8.jpg?width=600&auto=webp,60,2,1988,Furnished,,,,4031KS,2021-08-30
3582,1250,2517 AR Den Haag (Zeeheldenkwartier),Apartment Laan van Meerdervoort 96 B,Lutz Real Estate,/apartment-for-rent/den-haag/f69191bd/laan-van-meerdervoort,https://casco-media-prod.global.ssl.fastly.net/f69191bd-738d-54ac-8bfe-aad697a20cc6/33bd9aa541165c117a6403aac697af91.jpg?width=600&auto=webp,78,2,1932,Upholstered,,,,2517AR,2021-08-30
3583,1295,3439 ML Nieuwegein (Rijnhuizen),Apartment Wattbaan,Amstel Housing Utrecht,/apartment-for-rent/nieuwegein/fd5376fe/wattbaan,https://casco-media-prod.global.ssl.fastly.net/fd5376fe-004a-59ba-9073-478dc8a5c480/93f2422e0f6691da65c08fb9ac6541b4.jpg?width=600&auto=webp,57,2,2020,Upholstered,,,,3439ML,2021-08-30
3584,1650,1011 HS Amsterdam (Nieuwmarkt/Lastage),Apartment Groenburgwal 47 3,Van Keulen Beheer B.V.,/apartment-for-rent/amsterdam/c0776279/groenburgwal,https://media.pararius.nl/image/PR0001653000/PR0001653788/image/jpeg/400x600/AmsterdamGroenburgwal-c8e8_5.jpg,40,2,,Upholstered,,,,1011HS,2021-08-30
3585,2500,6212 CA Maastricht (Villapark),House Sint Willibrordusstraat,Star Housing,/house-for-rent/maastricht/5a43ecfd/sint-willibrordusstraat,https://casco-media-prod.global.ssl.fastly.net/5a43ecfd-2c38-5aca-b3e1-b0f3dcd8d43c/b9ce417221fccbb5e4166814b3b4070d.jpg?width=600&auto=webp,125,6,,Upholstered,,,,6212CA,2021-08-30
3586,1900,2517 JN Den Haag (Zorgvliet),Apartment R. J. Schimmelpennincklaan 2,Projekthus,/apartment-for-rent/den-haag/1aeeefc0/r-j-schimmelpennincklaan,https://casco-media-prod.global.ssl.fastly.net/1aeeefc0-e85a-542f-8a8b-b5c98051fd33/2fb2fa29c8e11ad19dfe5835b6edae97.jpg?width=600&auto=webp,80,2,,Furnished,,,,2517JN,2021-08-30
3587,1650,5658 AW Eindhoven (Zandrijk),House Zandtong,Rotsvast Eindhoven,/house-for-rent/eindhoven/94235066/zandtong,https://casco-media-prod.global.ssl.fastly.net/94235066-f917-5e52-baa4-b05ab2f920c7/cb31e9834aa8159903102dc9a44ed00f.jpg?width=600&auto=webp,110,4,,Furnished,,,,5658AW,2021-08-30
3588,1325,5011 HP Tilburg (Heikant Noord-Oost),House Griegstraat,123Wonen Tilburg,/house-for-rent/tilburg/318ff6e0/griegstraat,https://casco-media-prod.global.ssl.fastly.net/318ff6e0-72c6-5356-ae30-c2a7909785cf/02819e204da7ee7afb032bc2dd4cc4f8.jpg?width=600&auto=webp,100,4,,Shell,,50,,5011HP,2021-08-30
3589,1600,1019 HD Amsterdam (Oostelijk Havengebied),Apartment Veembroederhof,HB Housing ,/apartment-for-rent/amsterdam/9abea077/veembroederhof,https://casco-media-prod.global.ssl.fastly.net/9abea077-30fc-5989-808a-19971bd6fdaf/3881a00d96833cc128bb2759725df763.jpg?width=600&auto=webp,75,3,1991,Upholstered,,,,1019HD,2021-08-30
3590,1550,2101 HG Heemstede (Centrum),Apartment Raadhuisstraat,Rotsvast Haarlem,/apartment-for-rent/heemstede/64f4a1dd/raadhuisstraat,https://casco-media-prod.global.ssl.fastly.net/64f4a1dd-4079-5345-a209-214678894874/a65f4091630e5ec8c48270bd9a3326ef.jpg?width=600&auto=webp,100,3,,Upholstered,,,,2101HG,2021-08-30
