,price,address,street,agency,irl,image,surface-area,status,number-of-rooms,interior,construction-period,garden-surface-area,plot-size,postcode,date
0,1995,3011 XB Rotterdam (Stadsdriehoek),Apartment Boompjes,Fransen Vastgoed,/apartment-for-rent/rotterdam/b2788bae/boompjes,https://media.pararius.nl/image/PR0001658000/PR0001658268/image/jpeg/400x600/RotterdamBoompjes-39ab_11.jpg,72,,2,Furnished,,,,3011XB,2021-10-14
1,2500,2586 CR Den Haag (Scheveningen Badplaats),Apartment Gevers Deynootplein,Sonar appartementen,/apartment-for-rent/den-haag/7f14327f/gevers-deynootplein,https://casco-media-prod.global.ssl.fastly.net/7f14327f-e90a-5781-832c-58a65e9e2fef/521976143d7b7f525d9c0e806a246f9e.jpg?width=600&auto=webp,150,,4,Upholstered,,,,2586CR,2021-10-14
2,600,2342 AN Oegstgeest (Rhijngeest),Apartment Rhijngeesterstraatweg,Divorce Housing,/apartment-for-rent/oegstgeest/e35c50e6/rhijngeesterstraatweg,https://media.pararius.nl/image/PR0001659000/PR0001659162/image/jpeg/400x600/OegstgeestRhijngeesterstraatweg-2965_1.jpg,30,,2,Upholstered,,,,2342AN,2021-10-14
3,1050,5038 GV Tilburg (Bomenbuurt Midden),Apartment Boomstraat,P&D Housing,/apartment-for-rent/tilburg/6b8bc5f4/boomstraat,https://casco-media-prod.global.ssl.fastly.net/6b8bc5f4-3b29-5a4f-86d6-6ad9b7e4ddad/28d7be161374e463fa419ac0fcc34f6a.jpg?width=600&auto=webp,80,,3,Upholstered,,,,5038GV,2021-10-14
4,1050,2518 TT Den Haag (Zeeheldenkwartier),Apartment Roggeveenstraat 140,Kimmel & Co. Makelaarskantoor o.g. b.v.,/apartment-for-rent/den-haag/b2db1de5/roggeveenstraat,https://casco-media-prod.global.ssl.fastly.net/b2db1de5-3352-5fe7-ae89-c216b0491cf3/551dad2a876bda1f7b51831caa107436.jpg?width=600&auto=webp,43,,2,Upholstered,,,,2518TT,2021-10-14
5,2900,2518 VG Den Haag (Zeeheldenkwartier),Apartment Van Diemenstraat 164,Rent a Stone,/apartment-for-rent/den-haag/95c08590/van-diemenstraat,https://casco-media-prod.global.ssl.fastly.net/95c08590-3382-5410-b024-4b92c7dee36d/8fe2439f964ae311be0ac8a0d4a81e34.jpg?width=600&auto=webp,149,,6,,1900,,,2518VG,2021-10-14
6,1495,1506 CN Zaandam (Oud West),Apartment Vinkenstraat,Kuijs Reinder Kakes Zaandam,/apartment-for-rent/zaandam/eca0f467/vinkenstraat,https://casco-media-prod.global.ssl.fastly.net/eca0f467-88a2-5a78-8f03-9881c310c6fa/1cab0f4c6ac0ce8933917ad3097ff86a.jpg?width=600&auto=webp,68,,3,,2020,,,1506CN,2021-10-14
7,1600,2596 HL Den Haag (Arendsdorp),Apartment Raamweg 13 D,Mares Makelaars,/apartment-for-rent/den-haag/84df995e/raamweg,https://casco-media-prod.global.ssl.fastly.net/84df995e-331d-5c3b-83c0-17a001e07ded/b21cf07556cd3fae23a4a25f11b387ef.jpg?width=600&auto=webp,77,,2,,1914,,,2596HL,2021-10-14
8,2750,1018 ES Amsterdam (Weesperbuurt/Plantage),Apartment Amstel,Visch & Van Zeggelaar Amsterdam,/apartment-for-rent/amsterdam/5c1199ac/amstel,https://casco-media-prod.global.ssl.fastly.net/5c1199ac-9834-5341-b0ef-84dd3fd61917/f0e7eb8215d902ff927c5d09bd5df51b.jpg?width=600&auto=webp,82,,3,Furnished,,,,1018ES,2021-10-14
9,1450,1021 PR Amsterdam (IJplein/Vogelbuurt),Apartment Binnendraaierij,Visch & Van Zeggelaar Amsterdam,/apartment-for-rent/amsterdam/225b628b/binnendraaierij,https://casco-media-prod.global.ssl.fastly.net/225b628b-793c-5373-a2f4-ec025bc89eb9/752ce507c734b37eca1b648012aa5dab.jpg?width=600&auto=webp,62,,2,Upholstered,,,,1021PR,2021-10-14
10,1100,9725 JD Groningen (Herewegbuurt),House Willemstraat 52,Lucas Klamer Makelaardij,/house-for-rent/groningen/b2910031/willemstraat,https://casco-media-prod.global.ssl.fastly.net/b2910031-660c-54fd-adb3-485825f6c750/b1b142b2253acbcce0711edd16740a35.jpg?width=600&auto=webp,67,,2,,,32,,9725JD,2021-10-14
11,1500,1079 TM Amsterdam (Rijnbuurt),Apartment Trompenburgstraat 37 1,DSTRCT Amsterdam,/apartment-for-rent/amsterdam/51679c32/trompenburgstraat,https://casco-media-prod.global.ssl.fastly.net/51679c32-a679-5589-b2e5-7f493f480c25/ffa76bb1648acb079ccb44c499414c74.jpg?width=600&auto=webp,42,,3,,Before 1906,,,1079TM,2021-10-14
12,3050,3072 AP Rotterdam (Kop van Zuid),Apartment Wilhelminakade,Hello Housing,/apartment-for-rent/rotterdam/02914732/wilhelminakade,https://casco-media-prod.global.ssl.fastly.net/02914732-0cca-599c-98aa-532c40358d4b/f312a5c7e75546d30217d074640a2770.jpg?width=600&auto=webp,94,,3,Upholstered or furnished,,,,3072AP,2021-10-14
13,2359,2595 TL Den Haag (Bezuidenhout-Midden),Apartment Prinses Marijkestraat,Hello Housing,/apartment-for-rent/den-haag/1952a18b/prinses-marijkestraat,https://casco-media-prod.global.ssl.fastly.net/1952a18b-bb31-5cdc-85a8-fd837b96ca36/31d604739d6ab0b657d092204e75009c.jpg?width=600&auto=webp,102,,3,Upholstered or furnished,,,,2595TL,2021-10-14
14,2500,1181 GZ Amstelveen (Elsrijk Oost),Apartment Rembrandtweg 176,Keij & Stefels Makelaars en Taxateurs,/apartment-for-rent/amstelveen/51ffe269/rembrandtweg,https://casco-media-prod.global.ssl.fastly.net/51ffe269-2ac2-571f-9085-f483d7722b84/15b7b1cc7e83668d2fa540473de589ee.jpg?width=600&auto=webp,110,,3,Upholstered or furnished,,,,1181GZ,2021-10-14
15,1450,1017 NM Amsterdam (De Weteringschans),Apartment Lange Leidsedwarsstraat 88 B,Keij & Stefels Makelaars en Taxateurs,/apartment-for-rent/amsterdam/e1262c7f/lange-leidsedwarsstraat,https://casco-media-prod.global.ssl.fastly.net/e1262c7f-0f9d-5020-a8f9-d3c745273918/3e205046dfa7ff31ec0ed7c1b5bb37dc.jpg?width=600&auto=webp,50,,3,,Before 1906,,,1017NM,2021-10-14
16,1395,3016 DT Rotterdam (Nieuwe Werk),Apartment Gedempte Zalmhaven 408,Ooms Makelaars Woningen,/apartment-for-rent/rotterdam/dec2739c/gedempte-zalmhaven,https://casco-media-prod.global.ssl.fastly.net/dec2739c-7099-5072-8953-1adfaee28113/e8222b215f40a722c33d727f5ebf77c3.jpg?width=600&auto=webp,61,,2,,2021,,,3016DT,2021-10-14
17,1750,1078 EG Amsterdam (IJselbuurt),Apartment Churchill-laan 28 I,JLG Real Estate,/apartment-for-rent/amsterdam/e7052691/churchill-laan,https://casco-media-prod.global.ssl.fastly.net/e7052691-ca5e-5e0a-8d94-1c79ff50252e/a706def03378edeee0d209774c9a6368.jpg?width=600&auto=webp,68,,3,Upholstered,,,,1078EG,2021-10-14
18,1800,1078 EG Amsterdam (IJselbuurt),Apartment Churchill-laan 38 II,JLG Real Estate,/apartment-for-rent/amsterdam/11ab6037/churchill-laan,https://casco-media-prod.global.ssl.fastly.net/11ab6037-0fab-5404-84cc-112035f82132/8e7032e96b1b869fb20605533f3b6074.jpg?width=600&auto=webp,72,,4,Upholstered,,,,1078EG,2021-10-14
19,1000,6216 RB Maastricht (Belfort),Apartment Zeepziedersdreef 12 C,MIJN HUIS en ik,/apartment-for-rent/maastricht/c7600a28/zeepziedersdreef,https://casco-media-prod.global.ssl.fastly.net/c7600a28-30b5-5a41-b8f0-0cb833a22906/12039f4c91f7a5375ff5de441d69e9bc.jpg?width=600&auto=webp,80,,4,,1960-1970,,,6216RB,2021-10-14
20,1295,2011 EH Haarlem (Heiliglanden),House Klein Heiligland,Koops Makelaardij,/house-for-rent/haarlem/d72c05e9/klein-heiligland,https://casco-media-prod.global.ssl.fastly.net/d72c05e9-d443-5bd9-93c3-befe7ac0dcce/0fde0abba43f8d3eb0e79061b69c8590.jpg?width=600&auto=webp,50,,2,Upholstered,,,,2011EH,2021-10-14
21,2100,1071 BM Amsterdam (Museumkwartier),Apartment Pieter Cornelisz. Hooftstraat 37 1,IB Makelaars,/apartment-for-rent/amsterdam/27da6a00/pieter-cornelisz-hooftstraat,https://casco-media-prod.global.ssl.fastly.net/27da6a00-f23a-58a5-bb38-fd75549f0cb7/c01b8a73f7f10315f61f275f0013e799.jpg?width=600&auto=webp,70,,3,Upholstered or furnished,,,,1071BM,2021-10-14
22,1500,1111 AH Diemen (Centrum West),Apartment Arent Krijtsstraat 33 hs,IB Makelaars,/apartment-for-rent/diemen/747032fc/arent-krijtsstraat,https://casco-media-prod.global.ssl.fastly.net/747032fc-9b50-55fa-a179-9f2accd306c8/190ff3f79d47516037fbbe358d259d59.png?width=600&auto=webp,60,,3,Upholstered,,,,1111AH,2021-10-14
23,785,5915 CB Venlo (Jezuïtenbuurt),Apartment Leutherweg,Domica Venlo,/apartment-for-rent/venlo/9a4b9dc7/leutherweg,https://casco-media-prod.global.ssl.fastly.net/9a4b9dc7-8193-5a22-a37d-77908b4fc624/b14b5ca70f7c58720e3bf956f0908698.jpg?width=600&auto=webp,76,,3,,1925,,,5915CB,2021-10-14
24,2100,1061 MJ Amsterdam (De Kolenkit),Apartment Willem Augustinstraat,Real Estate Searchers,/apartment-for-rent/amsterdam/fd0c2a39/willem-augustinstraat,https://media.pararius.nl/image/PR0001659000/PR0001659161/image/jpeg/400x600/AmsterdamWillemAugustinstraat-0624_1.jpg,120,,4,Upholstered,,,,1061MJ,2021-10-14
25,620,6191 AA Beek (Beek),House Maastrichterlaan,Maasland Relocation,/house-for-rent/beek-lb/32d88ee4/maastrichterlaan,https://casco-media-prod.global.ssl.fastly.net/32d88ee4-f871-543e-9cbe-5708101a52ef/2fa18cd7d9aacc31c831e419d30e385c.jpg?width=600&auto=webp,25,,2,Shell,,,,6191AA,2021-10-14
26,1750,"8212 WE Lelystad (Hofstede, Plantage, Wijngaard)",Apartment Hofstede,Expats. Amsterdam Rentals,/apartment-for-rent/lelystad/a0f57057/hofstede,https://media.pararius.nl/image/PR0001659000/PR0001659160/image/jpeg/400x600/LelystadHofstede-3a56_9.jpg,101,,4,Shell,,,,8212WE,2021-10-14
27,1400,3971 NK Driebergen-Rijsenburg (Drift-Sportlaan en Bornia),Apartment Olympia 19,Guntenaar Wonen,/apartment-for-rent/driebergen-rijsenburg/b363244e/olympia,https://media.pararius.nl/image/PR0001659000/PR0001659159/image/jpeg/400x600/DriebergenRijsenburgOlympia-4e30_15.jpg,78,,3,Upholstered,,,,3971NK,2021-10-14
28,1299,1314 BL Almere (Staatsliedenwijk),Apartment Randstad 21,Zizzo BV,/apartment-for-rent/almere/8ed7f355/randstad-21,https://media.pararius.nl/image/PR0001659000/PR0001659158/image/jpeg/400x600/AlmereRandstad21-a0dc_1.jpg,142,,2,Furnished,,,,1314BL,2021-10-14
29,1270,2273 XZ Voorburg (Bovenveen noord),Apartment Prinses Beatrixlaan 555 A,Uppmark,/apartment-for-rent/voorburg/589c53f7/prinses-beatrixlaan,https://casco-media-prod.global.ssl.fastly.net/589c53f7-cec2-5bb8-ad76-be6dc4f11603/297fefa26ed96c3f509ed8d2f4c49d6f.png?width=600&auto=webp,87,,3,,2021-2030,,,2273XZ,2021-10-14
30,1220,2273 XZ Voorburg (Bovenveen noord),Apartment Prinses Beatrixlaan 554 C,Uppmark,/apartment-for-rent/voorburg/2e3672e9/prinses-beatrixlaan,https://casco-media-prod.global.ssl.fastly.net/2e3672e9-cc30-5186-8923-e69212425fb2/5a1272aed5b8878940acbc7ae105b524.png?width=600&auto=webp,81,,3,,2021-2030,,,2273XZ,2021-10-14
31,1350,2273 XZ Voorburg (Bovenveen noord),Apartment Prinses Beatrixlaan 556 B,Uppmark,/apartment-for-rent/voorburg/8e13c40a/prinses-beatrixlaan,https://casco-media-prod.global.ssl.fastly.net/8e13c40a-e54c-575c-b2a3-2e32b2ea8c2b/297fefa26ed96c3f509ed8d2f4c49d6f.png?width=600&auto=webp,97,,3,,2021-2030,,,2273XZ,2021-10-14
32,1455,6213 EG Maastricht (Wolder),Apartment Médoclaan,Star Housing,/apartment-for-rent/maastricht/fe660b22/medoclaan,https://casco-media-prod.global.ssl.fastly.net/fe660b22-952a-5320-a74a-2c1e6f9ef648/c1587e2151905c927e1ea35cb4abfa1e.jpg?width=600&auto=webp,82,,3,Upholstered,,,,6213EG,2021-10-14
33,2500,1018 AD Amsterdam (Oostelijke Eilanden/Kadijken),Apartment Entrepotdok,Out Amsterdam,/apartment-for-rent/amsterdam/54a2ff0e/entrepotdok,https://casco-media-prod.global.ssl.fastly.net/54a2ff0e-f43a-59c4-9728-fb8ab31ae838/3b775a99a836c6db83bc9515a1c7243d.jpg?width=600&auto=webp,128,,3,Furnished,,,,1018AD,2021-10-14
34,1750,1069 KE Amsterdam (Osdorp-Midden),Apartment Johan Hofmanstraat,Amsterdam Property Renting,/apartment-for-rent/amsterdam/2caf14a2/johan-hofmanstraat,https://media.pararius.nl/image/PR0001659000/PR0001659157/image/jpeg/400x600/AmsterdamJohanHofmanstraat-0e5c_12.jpg,96,,3,Furnished,,,,1069KE,2021-10-14
35,995,2512 VX Den Haag (Kortenbos),Apartment Lage Nieuwstraat,Hestya Real Estate,/apartment-for-rent/den-haag/7b1cb360/lage-nieuwstraat,https://casco-media-prod.global.ssl.fastly.net/7b1cb360-4e55-5604-9931-d07c567c7e81/3bede1bd2aa6cc1f7fa054b79b7c572a.jpg?width=600&auto=webp,38,,2,Furnished,,,,2512VX,2021-10-14
36,900,2311 HM Leiden (Levendaal-Oost),Studio Hogewoerd,RE/MAX Makelaarsgilde Leiden,/studio-for-rent/leiden/b3be7190/hogewoerd,https://media.pararius.nl/image/PR0001659000/PR0001659156/image/jpeg/400x600/LeidenHogewoerd-d11f_7.jpg,56,,1,Upholstered,,,,2311HM,2021-10-14
37,1750,1095 DW Amsterdam (Indische Buurt Oost),Apartment Th. K. van Lohuizenlaan,Kalwij Vastgoed,/apartment-for-rent/amsterdam/4e5cb225/th-k-van-lohuizenlaan,https://casco-media-prod.global.ssl.fastly.net/4e5cb225-1e37-5443-9f03-4d4082c6394a/5c354e93edd393296c614baff353e7cd.jpg?width=600&auto=webp,75,,3,Upholstered or furnished,,,,1095DW,2021-10-14
38,1090,2311 JP Leiden (Levendaal-Oost),Apartment Levendaal 120,Goedhart Makelaars en Taxateurs Leiden,/apartment-for-rent/leiden/a8692c7c/levendaal,https://media.pararius.nl/image/PR0001659000/PR0001659155/image/jpeg/400x600/LeidenLevendaal-c5fb_1.jpg,65,,3,Upholstered,,,,2311JP,2021-10-14
39,1685,1062 KS Amsterdam (Westlandgracht),Apartment Koningin Wilhelminaplein,Wooove B.V.,/apartment-for-rent/amsterdam/8d3e5c3a/koningin-wilhelminaplein,https://casco-media-prod.global.ssl.fastly.net/8d3e5c3a-d2f2-5fd9-8ff7-2b0790a6b90f/bfc823065d25536e7fc1045e3381f05a.jpg?width=600&auto=webp,100,,3,,2007,,,1062KS,2021-10-14
40,1295,6708 RC Wageningen (De Hooilanden),House Oudlaan 70,EHR Ede-Wageningen,/house-for-rent/wageningen/3eaf5eca/oudlaan,https://casco-media-prod.global.ssl.fastly.net/3eaf5eca-9458-526c-87c7-4627e9bdbd9a/2d3ea6f107dea9193be94e9de22b00ce.jpg?width=600&auto=webp,110,,6,Furnished,,,,6708RC,2021-10-14
41,1625,1054 HE Amsterdam (Vondelbuurt),Apartment Overtoom,Hausing,/apartment-for-rent/amsterdam/22722961/overtoom,https://casco-media-prod.global.ssl.fastly.net/22722961-5679-5dbd-ade7-0db903124df8/c79994c92bf7f82582c15b52efdcfa69.jpg?width=600&auto=webp,45,,1,Shell,,,,1054HE,2021-10-14
42,1600,1017 TP Amsterdam (De Weteringschans),Apartment Eerste Weteringdwarsstraat,Hausing,/apartment-for-rent/amsterdam/42b730c3/eerste-weteringdwarsstraat,https://casco-media-prod.global.ssl.fastly.net/42b730c3-64de-55f7-a17d-4a3ff5506d0a/df0b4ccb608f6f04bc153b5b12a28738.jpg?width=600&auto=webp,45,,2,Upholstered,,,,1017TP,2021-10-14
43,3250,1071 RT Amsterdam (Museumkwartier),Apartment Frans van Mierisstraat,Hausing,/apartment-for-rent/amsterdam/6b6cd91a/frans-van-mierisstraat,https://casco-media-prod.global.ssl.fastly.net/6b6cd91a-599c-5132-adfc-02fd86e4b3a1/e061ec777eceee01b753b846e1a1428b.jpg?width=600&auto=webp,70,,3,Furnished,,,,1071RT,2021-10-14
44,1850,1057 SR Amsterdam (Hoofdweg e.o.),Apartment Hudsonstraat,Hausing,/apartment-for-rent/amsterdam/5966f024/hudsonstraat,https://casco-media-prod.global.ssl.fastly.net/5966f024-e9ee-550f-80d4-e0791cc86277/7e98b4fae908c590346a77c9c6faeb3f.jpg?width=600&auto=webp,60,,3,Upholstered,,,,1057SR,2021-10-14
45,1725,1054 HE Amsterdam (Vondelbuurt),Apartment Overtoom,Hausing,/apartment-for-rent/amsterdam/38cfaaee/overtoom,https://casco-media-prod.global.ssl.fastly.net/38cfaaee-95c9-57c2-b951-bce527532a9f/e6042d62a850341fe6c6c382a045a67d.jpg?width=600&auto=webp,45,,2,Shell,,,,1054HE,2021-10-14
46,3500,1011 HS Amsterdam (Nieuwmarkt/Lastage),Apartment Groenburgwal,Hausing,/apartment-for-rent/amsterdam/442c7e25/groenburgwal,https://casco-media-prod.global.ssl.fastly.net/442c7e25-2698-5da3-b316-133a4b5c552e/214dce9d1cfc6ee6083d0cf47c7b4a63.jpg?width=600&auto=webp,125,,4,Furnished,,,,1011HS,2021-10-14
47,1600,1017 TP Amsterdam (De Weteringschans),Apartment Eerste Weteringdwarsstraat,Hausing,/apartment-for-rent/amsterdam/6175e353/eerste-weteringdwarsstraat,https://casco-media-prod.global.ssl.fastly.net/6175e353-ac55-5c4e-9b26-4044dd58f070/7e4f025eb148e81468325356f582eb9e.jpg?width=600&auto=webp,45,,2,Upholstered,,,,1017TP,2021-10-14
48,1695,1016 XM Amsterdam (Jordaan),Apartment Raamstraat,Hausing,/apartment-for-rent/amsterdam/25266147/raamstraat,https://casco-media-prod.global.ssl.fastly.net/25266147-2c33-5e3d-89fc-659da6a43d1d/164badb8cde5df9aefbb454d76ca9c02.jpg?width=600&auto=webp,45,,2,Upholstered,,,,1016XM,2021-10-14
49,1300,5615 LA Eindhoven (Schrijversbuurt),Apartment Gestelsestraat,Huisportaal.nl,/apartment-for-rent/eindhoven/ac5abaac/gestelsestraat,https://casco-media-prod.global.ssl.fastly.net/ac5abaac-a64c-53c0-b580-9cfae47b0da3/ef19d31558fd04520579b5617f3214b4.jpg?width=600&auto=webp,80,,3,,,14,,5615LA,2021-10-14
50,620,6811 MA Arnhem (Utrechtsestraat),Studio Betuwestraat,123Wonen Arnhem,/studio-for-rent/arnhem/51997cc8/betuwestraat,https://casco-media-prod.global.ssl.fastly.net/51997cc8-bca3-5fc4-9058-f99c8bf6ee5f/79613a1e688a61b8aef7c0655f2b365f.jpg?width=600&auto=webp,30,,1,,,,,6811MA,2021-10-14
51,630,6811 MA Arnhem (Utrechtsestraat),Studio Betuwestraat,123Wonen Arnhem,/studio-for-rent/arnhem/c202aa59/betuwestraat,https://casco-media-prod.global.ssl.fastly.net/c202aa59-e847-5c7d-aef6-88b951b9994a/4b3e0c5a00c62835e3ca64e8b64b7918.jpg?width=600&auto=webp,40,,2,Upholstered,,,,6811MA,2021-10-14
52,840,9934 NE Delfzijl (Steenbakkersbuurt),Apartment Vlamoven,123Wonen Arnhem,/apartment-for-rent/delfzijl/a8955c59/vlamoven,https://casco-media-prod.global.ssl.fastly.net/a8955c59-fa2b-550e-89d5-2d9c6266af8e/562b549ce75d2070d08933e2a6fb8328.jpg?width=600&auto=webp,65,,3,Shell,,,,9934NE,2021-10-14
53,5500,1012 RT Amsterdam (Burgwallen-Nieuwe Zijde),Apartment Nieuwezijds Voorburgwal,City Housing Amsterdam,/apartment-for-rent/amsterdam/0e452d30/nieuwezijds-voorburgwal,https://casco-media-prod.global.ssl.fastly.net/0e452d30-3e35-5252-96d6-cf9c1314cfc7/80e35e29d6223fe5a5435b02248a7b18.jpg?width=600&auto=webp,180,,4,Furnished,,,,1012RT,2021-10-14
54,1450,1069 NC Amsterdam (Middelveldsche Akerpolder),Apartment M. Gandhilaan,Bianca Combee Housing Service,/apartment-for-rent/amsterdam/3aeb3128/m-gandhilaan,https://casco-media-prod.global.ssl.fastly.net/3aeb3128-457b-56c7-923d-5a55bcb2786a/929e6a2fce5da87e201c8088ef1bb547.jpg?width=600&auto=webp,85,,4,,1988,,,1069NC,2021-10-14
55,2250,1016 TZ Amsterdam (Jordaan),Apartment Elandsgracht 84 3,AmsterHomes,/apartment-for-rent/amsterdam/bb231254/elandsgracht,https://casco-media-prod.global.ssl.fastly.net/bb231254-cada-5bbc-b3df-d6db55567b4e/7fb31efdde2b4751f01846bd10c9b349.jpg?width=600&auto=webp,82,,2,Upholstered,,,,1016TZ,2021-10-14
56,950,2011 NJ Haarlem (Stationsbuurt),Apartment Nieuwe Gracht,Roomservice,/apartment-for-rent/haarlem/145d63a0/nieuwe-gracht,https://media.pararius.nl/image/PR0001659000/PR0001659154/image/jpeg/400x600/HaarlemNieuweGracht-1346_1.jpg,32,,2,Upholstered,,,,2011NJ,2021-10-14
57,5500,1075 GZ Amsterdam (Willemspark),Apartment Johannes Verhulststraat 189 hs,Dutch Housing Centre BV,/apartment-for-rent/amsterdam/fe41c65c/johannes-verhulststraat,https://casco-media-prod.global.ssl.fastly.net/fe41c65c-5af0-5209-823f-341b84393d1f/3103d0cf0a7302835846048ad0703f63.jpg?width=600&auto=webp,190,,6,Upholstered,,,,1075GZ,2021-10-14
58,1500,1056 PJ Amsterdam (Van Galenbuurt),Apartment Orteliusstraat 248 1,Koops Makelaardij Amsterdam,/apartment-for-rent/amsterdam/b4091845/orteliusstraat,https://casco-media-prod.global.ssl.fastly.net/b4091845-dc99-5a82-beaf-85e5f310bf0e/9f8d17eb83bd9f74232f2000e6cbccd6.jpg?width=600&auto=webp,55,,2,Furnished,,,,1056PJ,2021-10-14
59,1750,1079 VB Amsterdam (Rijnbuurt),Apartment Gaaspstraat,Oei Housing Amsterdam - Expat Apartments,/apartment-for-rent/amsterdam/b4557e34/gaaspstraat,https://casco-media-prod.global.ssl.fastly.net/b4557e34-6238-5b65-8f46-ad23ed2bcb6f/b263d69dfb4bfdc51318e392d51d839d.jpg?width=600&auto=webp,50,,3,Furnished,,,,1079VB,2021-10-14
60,1595,2517 TV Den Haag (Sweelinckplein en omgeving),Apartment Obrechtstraat,Woonzeker Rentals,/apartment-for-rent/den-haag/53e69c77/obrechtstraat,https://casco-media-prod.global.ssl.fastly.net/53e69c77-a5b5-5d5e-9c32-527143c50bbf/447ef82ab38adae2b932f495299e071d.jpg?width=600&auto=webp,73,,2,Upholstered,,,,2517TV,2021-10-14
61,535,7413 AS Deventer (Oosterstraat),Apartment Diepenveenseweg,NederWoon verhuurmakelaars Deventer,/apartment-for-rent/deventer/4df676a8/diepenveenseweg,https://casco-media-prod.global.ssl.fastly.net/4df676a8-b9c3-5773-bb1f-7b9ff5e2e111/4c3e2260eabf2d661645257198553398.jpg?width=600&auto=webp,25,,1,Upholstered,,,,7413AS,2021-10-14
62,1300,2023 RJ Haarlem (Bomenbuurt-west),Apartment Marnixstraat,Koops Makelaardij,/apartment-for-rent/haarlem/d8596df4/marnixstraat,https://casco-media-prod.global.ssl.fastly.net/d8596df4-55db-57dc-b0a3-d6a0837f876b/221de694f219823bdd2c4dd37956683b.jpg?width=600&auto=webp,75,,2,Furnished,,,,2023RJ,2021-10-14
63,2250,1072 GD Amsterdam (Nieuwe Pijp),Apartment Ceintuurbaan,Koops Makelaardij Amsterdam,/apartment-for-rent/amsterdam/0f12d0bf/ceintuurbaan,https://casco-media-prod.global.ssl.fastly.net/0f12d0bf-0edb-58b3-afb2-bc1508825f42/ce3f03c762f87ea3aaefc24ac448ee02.jpg?width=600&auto=webp,76,,3,Upholstered,,,,1072GD,2021-10-14
64,1455,6213 EG Maastricht (Wolder),Apartment Médoclaan,Star Housing,/apartment-for-rent/maastricht/fe660b22/medoclaan,https://casco-media-prod.global.ssl.fastly.net/fe660b22-952a-5320-a74a-2c1e6f9ef648/c1587e2151905c927e1ea35cb4abfa1e.jpg?width=600&auto=webp,82,,3,Upholstered,,,,6213EG,2021-10-14
65,1250,2541 PM Den Haag (Morgenstond-Zuid),Apartment Schipborgstraat,Level 5 Rental Agency,/apartment-for-rent/den-haag/e8c43346/schipborgstraat,https://casco-media-prod.global.ssl.fastly.net/e8c43346-e91a-5d20-bada-f5454f817473/731ed3c8c0ab1dda6895523b2e296b9c.jpg?width=600&auto=webp,69,,4,,1955,,,2541PM,2021-10-14
66,1350,5283 BS Boxtel (Boxtel-Oost),Apartment Princenlant,Stoit Groep,/apartment-for-rent/boxtel/12e0cd95/princenlant,https://casco-media-prod.global.ssl.fastly.net/12e0cd95-a748-5337-aac0-6eb679b65216/6c9f01555c95e8629f15927888040cd6.jpg?width=600&auto=webp,108,,3,Furnished,,,,5283BS,2021-10-14
67,1295,1621 HT Hoorn (Binnenstad - Buurt 10 03),House Baanstraat,123Wonen Zaandam,/house-for-rent/hoorn-nh/7fc2b79a/baanstraat,https://casco-media-prod.global.ssl.fastly.net/7fc2b79a-00c7-524d-9004-fa44e94e4931/df6c5501449623a0f91b1aa1d8780859.jpg?width=600&auto=webp,72,,4,Furnished,,,,1621HT,2021-10-14
68,925,3022 VX Rotterdam (Nieuwe Westen),Apartment Van der Palmstraat,Urban Short Stay,/apartment-for-rent/rotterdam/d7967e75/van-der-palmstraat,https://media.pararius.nl/image/PR0001659000/PR0001659153/image/jpeg/400x600/RotterdamVanderPalmstraat-7bf9_3.jpg,30,,2,Furnished,,,,3022VX,2021-10-14
69,1600,1057 SE Amsterdam (Hoofdweg e.o.),Apartment Hudsonstraat 121 III,ADDRESS AMSTERDAM,/apartment-for-rent/amsterdam/851fcc87/hudsonstraat,https://casco-media-prod.global.ssl.fastly.net/851fcc87-abb4-56ae-9ffd-5fbd9965a963/43444e628b6451fc60aa328a8431d1b1.jpg?width=600&auto=webp,50,,3,Furnished,,,,1057SE,2021-10-14
70,675,3064 AB Rotterdam (Kralingseveer),Studio Buffelstraat,De Bloois Vastgoed,/studio-for-rent/rotterdam/dcc9e1e0/buffelstraat,https://casco-media-prod.global.ssl.fastly.net/dcc9e1e0-e34e-532b-963f-05d6ccff1546/d7b5df01bb01069a51f9d4f81d62b661.jpg?width=600&auto=webp,40,,1,Upholstered or furnished,,,,3064AB,2021-10-14
71,850,2596 BL Den Haag (Haagse Bos),Apartment Jan van Nassaustraat,Rent Valley,/apartment-for-rent/den-haag/0d60c444/jan-van-nassaustraat,https://casco-media-prod.global.ssl.fastly.net/0d60c444-50ec-5a4e-a13b-ea0e1a119f2f/99350f351c5588088f44f5d044de5d33.jpg?width=600&auto=webp,40,,2,Upholstered,,,,2596BL,2021-10-14
72,1150,1058 NG Amsterdam (Hoofddorppleinbuurt),Apartment Legmeerstraat 56 2,Vastgoed Unie Makelaardij ,/apartment-for-rent/amsterdam/d353a7b1/legmeerstraat,https://casco-media-prod.global.ssl.fastly.net/d353a7b1-628c-598d-ab18-8034de107e87/bf671c52d72535e75aa9373c9a286984.jpg?width=600&auto=webp,40,,1,Upholstered or furnished,,,,1058NG,2021-10-14
