,price,address,street,agency,irl,image,Living area,Rooms,interior,status,garden area,Year of construction,plot area,postcode,date
5285,1450,3012 LG Rotterdam (Cool),Studio Eendrachtsweg,Rotterdam Apartments,/studio-for-rent/rotterdam/81d2e69c/eendrachtsweg,https://casco-media-prod.global.ssl.fastly.net/81d2e69c-3190-5816-8dae-911655d53e15/3efb3d5bbe80c9c41b041b70ccb30883.jpg?width=600&auto=webp,50,1,Furnished,,,,,3012LG,2021-10-01
5286,1450,3012 LG Rotterdam (Cool),Studio Eendrachtsweg,Rotterdam Apartments,/studio-for-rent/rotterdam/2ae70ee8/eendrachtsweg,https://casco-media-prod.global.ssl.fastly.net/2ae70ee8-da5a-5ad2-8035-ac78cc2d1d17/92460202e26c48cc42154d421b291ae3.jpg?width=600&auto=webp,50,1,Furnished,,,,,3012LG,2021-10-01
5287,1850,3012 BN Rotterdam (Cool),Studio Witte de Withstraat,Rotterdam Apartments,/studio-for-rent/rotterdam/b955181c/witte-de-withstraat,https://casco-media-prod.global.ssl.fastly.net/b955181c-2b0e-545c-855e-0f4733e8e6c6/280063231dd3eb4e1416d5daed9a7b3b.jpg?width=600&auto=webp,40,1,Furnished,,,,,3012BN,2021-10-01
5288,1800,3012 BN Rotterdam (Cool),Studio Witte de Withstraat,Rotterdam Apartments,/studio-for-rent/rotterdam/e3b13f7f/witte-de-withstraat,https://casco-media-prod.global.ssl.fastly.net/e3b13f7f-a57c-5586-8314-4f0ab26f8d9a/381f51f2a538293764f04b50b88ca728.jpg?width=600&auto=webp,40,1,Furnished,,,,,3012BN,2021-10-01
5289,1350,4611 NR Bergen op Zoom (Centrum),Apartment Grote Markt,Rent Estate,/apartment-for-rent/bergen-op-zoom/614beac0/grote-markt,https://media.pararius.nl/image/PR0001417000/PR0001417418/image/jpeg/400x600/BergenopZoomGroteMarkt-515a_3.jpg,75,2,Furnished,,,,,4611NR,2021-10-01
5290,3325,3014 DA Rotterdam (Cs Kwartier),Apartment Weena,Ideaal Housing & Makelaars,/apartment-for-rent/rotterdam/84a6384d/weena,https://casco-media-prod.global.ssl.fastly.net/84a6384d-866d-50f5-b7d8-fd47353951d0/2a41a600f9b83b6485374cc607e18e5f.jpg?width=600&auto=webp,65,2,Furnished,,,,,3014DA,2021-10-01
5291,1150,6814 HJ Arnhem (Burgemeesterswijk),Studio Van Lawick van Pabststraat 42,EHR Arnhem,/studio-for-rent/arnhem/2a18c110/van-lawick-van-pabststraat,https://casco-media-prod.global.ssl.fastly.net/2a18c110-ee6c-54f4-b274-99c0983f35da/3c67297d82715e0fe9473162a2c27f23.jpg?width=600&auto=webp,25,1,Furnished,,,,,6814HJ,2021-10-01
5292,2500,1186 ZS Amstelveen (Galjoenbuurt),House Valreep 60,Amsterdam Housing,/house-for-rent/amstelveen/408f26dd/valreep,https://casco-media-prod.global.ssl.fastly.net/408f26dd-350c-5253-bcd5-e92dd0a7c8b4/4eb34996618d875ddb9738138dc81d52.jpg?width=600&auto=webp,175,6,Upholstered,,,,,1186ZS,2021-10-01
5293,3100,"3511 AZ Utrecht (Domplein, Neude, Janskerkhof)",Apartment Oudegracht,B&S Rental Service,/apartment-for-rent/utrecht/670afc14/oudegracht,https://casco-media-prod.global.ssl.fastly.net/670afc14-3910-55b4-96f2-8aa5fe766da1/e9f567424c0b49f6fe9b716e2749bcda.jpg?width=600&auto=webp,137,3,Furnished,,,,,3511AZ,2021-10-01
5294,2550,2517 JL Den Haag (Zorgvliet),Apartment Stadhoudersplantsoen 18 type 00,Tweelwonen.nl Den Haag,/apartment-for-rent/den-haag/6fb10bac/stadhoudersplantsoen,https://casco-media-prod.global.ssl.fastly.net/6fb10bac-84d6-5f4a-997d-8818c893a39b/1ce04cd31659205a74e470640ea1eb07.jpg?width=600&auto=webp,45,2,Upholstered or furnished,,,,,2517JL,2021-10-01
5295,2700,2517 JL Den Haag (Zorgvliet),Apartment Stadhoudersplantsoen 18 type 07,Tweelwonen.nl Den Haag,/apartment-for-rent/den-haag/0d5681e3/stadhoudersplantsoen,https://casco-media-prod.global.ssl.fastly.net/0d5681e3-030e-5336-a663-0c283faf983a/6df914553a00546c41c1f5a9a8121c72.jpg?width=600&auto=webp,53,2,Upholstered or furnished,,,,,2517JL,2021-10-01
5296,4150,2517 JL Den Haag (Zorgvliet),Apartment Stadhoudersplantsoen 18 type 01,Tweelwonen.nl Den Haag,/apartment-for-rent/den-haag/17e124a8/stadhoudersplantsoen,https://casco-media-prod.global.ssl.fastly.net/17e124a8-dc67-5b4e-886f-35a46d3769d4/672c2cb87f2ed73ebda0d6261de0045f.jpg?width=600&auto=webp,70,3,Upholstered or furnished,,,,,2517JL,2021-10-01
5297,2100,"3572 LL Utrecht (Huizingalaan, K. Doormanlaan en omgeving)",Apartment Huizingalaan,Tweelwonen.nl Utrecht,/apartment-for-rent/utrecht/e725622a/huizingalaan,https://casco-media-prod.global.ssl.fastly.net/e725622a-0258-533c-aba3-fdec0bedd935/6df6b510d84ddb717899af0fbbd19894.jpg?width=600&auto=webp,45,2,Furnished,,,,,3572LL,2021-10-01
5298,1000,5768 PK Meijel (Verspreide huizen Steenoven en Langstraat),House Steenoven,Domica Venlo,/house-for-rent/meijel/52a85b5d/steenoven,https://casco-media-prod.global.ssl.fastly.net/52a85b5d-9b29-5118-a2d8-a741a8126923/b167291ca91d79a18355955ed0664d0d.jpg?width=600&auto=webp,95,5,,,,,600 m²,5768PK,2021-10-01
5299,2750,4243 TM Nieuwland (Achterdijk),House Achterdijk,Vivir Wonen,/house-for-rent/nieuwland/3b302ad5/achterdijk,https://media.pararius.nl/image/PR0001277000/PR0001277769/image/jpeg/400x600/NieuwlandAchterdijk-a272_1.jpg,200,5,Furnished,,,,,4243TM,2021-10-01
5300,650,8922 BR Leeuwarden (Oldegalieën),Room Willem Sprengerstraat 45 a,SUZ Makelaars,/room-for-rent/leeuwarden/276e2e0c/willem-sprengerstraat,https://casco-media-prod.global.ssl.fastly.net/276e2e0c-9139-5b31-93cb-211a4dff56b6/b99b7a363949d50a711ce0ccef708c59.jpg?width=600&auto=webp,31,1,,,,,,8922BR,2021-10-01
5301,1400,3011 EE Rotterdam (Stadsdriehoek),Apartment Schiedamsedijk 55 D,Stad en Land Makelaars,/apartment-for-rent/rotterdam/b1726cd9/schiedamsedijk,https://casco-media-prod.global.ssl.fastly.net/b1726cd9-ac44-5ac3-aa08-67da7781d524/c1b8a6813781e8ce7965964654fa1c62.jpg?width=600&auto=webp,63,3,Furnished,        Under option    ,,,,3011EE,2021-10-01
5302,755,1217 ET Hilversum (Trompenberg-Zuid),Apartment 's-Gravelandseweg 68 6,Gooiland Makelaardij Hilversum,/apartment-for-rent/hilversum/aa36eb86/s-gravelandseweg,https://casco-media-prod.global.ssl.fastly.net/aa36eb86-0896-55fd-9357-b175e9747660/a45239ddf175ed9ade69a44b2eb151ca.jpg?width=600&auto=webp,45,2,,,,Before 1906,,1217ET,2021-10-01
5303,1600,1052 GJ Amsterdam (Frederik Hendrikbuurt),Apartment Fagelstraat 100 I,Amstelland Makelaars,/apartment-for-rent/amsterdam/9bb2eb3d/fagelstraat,https://casco-media-prod.global.ssl.fastly.net/9bb2eb3d-35d4-5b2a-a943-250805132d62/5dfbdc71854e8b86bb2cc368a5ccef36.jpg?width=600&auto=webp,65,3,Upholstered,        Under option    ,,,,1052GJ,2021-10-01
5304,750,6211 HV Maastricht (Jekerkwartier),Studio Maastrichter Heidenstraat,Residence Housing & Relocation,/studio-for-rent/maastricht/cbc5db0b/maastrichter-heidenstraat,https://casco-media-prod.global.ssl.fastly.net/cbc5db0b-8af3-5890-92f5-4ac698e49faa/60e48950d2d5a7c09d6c4469c28e8929.jpg?width=600&auto=webp,27,2,Upholstered,        Under option    ,,,,6211HV,2021-10-01
5305,1595,1057 RN Amsterdam (Hoofdweg e.o.),Apartment Van Spilbergenstraat,Visch & Van Zeggelaar Amsterdam,/apartment-for-rent/amsterdam/a2c4b6ce/van-spilbergenstraat,https://casco-media-prod.global.ssl.fastly.net/a2c4b6ce-4ec7-520a-91bc-434b11966ac6/0d4e0db8e297f70d869ed5ad407a096e.jpg?width=600&auto=webp,57,3,,,,Before 1906,,1057RN,2021-10-01
5306,1350,2613 HD Delft (Olofsbuurt),Apartment Jacob Catsstraat 84,Björnd Makelaardij,/apartment-for-rent/delft/e588b22c/jacob-catsstraat,https://casco-media-prod.global.ssl.fastly.net/e588b22c-6b29-552f-b7ad-ca08c7a04f32/6949092af1301a0aa2d5dfe8e561e07d.jpg?width=600&auto=webp,77,4,Furnished,        Under option    ,,,,2613HD,2021-10-01
5307,1250,3551 AX Utrecht (2e Daalsebuurt en omgeving),Apartment Azaleastraat 16,StartHousing,/apartment-for-rent/utrecht/b8b65841/azaleastraat,https://casco-media-prod.global.ssl.fastly.net/b8b65841-63b7-532e-aa67-fa104dd38d06/12f09ea90154084cdf687ae7a7b05bdf.jpg?width=600&auto=webp,60,2,Upholstered,        Under option    ,,,,3551AX,2021-10-01
5308,1100,7534 CZ Enschede (Eekmaat),House Schipholtstraat,Vlug Wonen,/house-for-rent/enschede/6789a728/schipholtstraat,https://casco-media-prod.global.ssl.fastly.net/6789a728-847e-5b70-93bb-5a7a1f7b63bf/a52efa0d5bce57d76f72f9c19adc7def.jpg?width=600&auto=webp,111,3,Upholstered,        Under option    ,,,,7534CZ,2021-10-01
5309,1475,1097 PC Amsterdam (Frankendael),Apartment Celsiusstraat 11 HS,Amstelland Makelaars,/apartment-for-rent/amsterdam/d2629978/celsiusstraat,https://casco-media-prod.global.ssl.fastly.net/d2629978-f1a4-5f7c-b7df-c9c2d8de3137/705fe1a8eb3923f16cbf52fb99780545.jpg?width=600&auto=webp,50,2,Upholstered or furnished,        Under option    ,,,,1097PC,2021-10-01
5310,995,7551 KP Hengelo (Weidedorp),Apartment Algonquin,Rijsterborgh Makelaars,/apartment-for-rent/hengelo/0bdaddd0/algonquin,https://casco-media-prod.global.ssl.fastly.net/0bdaddd0-541f-5161-a81c-30d3e473e100/3484827771e3a3b30441ed8cf26ec619.jpg?width=600&auto=webp,113,3,,        Under option    ,,2004,,7551KP,2021-10-01
5311,1550,1012 RD Amsterdam (Burgwallen-Nieuwe Zijde),Apartment Nieuwezijds Voorburgwal 43 E,KK Amsterdam,/apartment-for-rent/amsterdam/dd4a7db4/nieuwezijds-voorburgwal,https://casco-media-prod.global.ssl.fastly.net/dd4a7db4-472d-539c-8c95-522b28b55ac4/9621536a469a2ec28a82930a50e49aae.jpg?width=600&auto=webp,68,2,Upholstered or furnished,        Under option    ,,,,1012RD,2021-10-01
5312,1900,2596 ES Den Haag (Van Hoytemastraat en omgeving),Apartment Van Hoytemastraat,STARK Real Estate & Relocation,/apartment-for-rent/den-haag/8e838182/van-hoytemastraat,https://casco-media-prod.global.ssl.fastly.net/8e838182-6d55-588c-a56e-195bd425d93b/f82344e6bbbd9a915cbae7b16cff0ce1.jpg?width=600&auto=webp,121,4,Upholstered,,,,,2596ES,2021-10-01
5313,3500,3072 AP Rotterdam (Kop van Zuid),Apartment Wilhelminakade,IRIS Housing Rotterdam,/apartment-for-rent/rotterdam/8c05cc3f/wilhelminakade,https://media.pararius.nl/image/PR0001657000/PR0001657614/image/jpeg/400x600/RotterdamWilhelminakade-d438_3.jpg,127,3,Furnished,,,,,3072AP,2021-10-01
5314,1750,1057 ZP Amsterdam (Chassébuurt),Apartment Lodewijk Boisotstraat 14 III,De la Haye Makelaardij O.G.,/apartment-for-rent/amsterdam/c52adfff/lodewijk-boisotstraat,https://casco-media-prod.global.ssl.fastly.net/c52adfff-65b3-59a7-acd9-165703b6c615/25670c13f6fa50778169f26432eada00.jpg?width=600&auto=webp,70,3,,        Under option    ,,1910,,1057ZP,2021-10-01
5315,1675,1057 ZP Amsterdam (Chassébuurt),Apartment Lodewijk Boisotstraat 14 I,De la Haye Makelaardij O.G.,/apartment-for-rent/amsterdam/a5e12441/lodewijk-boisotstraat,https://casco-media-prod.global.ssl.fastly.net/a5e12441-dafd-503e-9259-71f8250b0912/827199ed40723011cbfe33bc94a29555.jpg?width=600&auto=webp,70,3,,        Under option    ,,1910,,1057ZP,2021-10-01
5316,1800,1056 ET Amsterdam (Geuzenbuurt),Apartment Admiraal De Ruijterweg,Von Poll Real Estate - Centrum,/apartment-for-rent/amsterdam/060dbfa6/admiraal-de-ruijterweg,https://casco-media-prod.global.ssl.fastly.net/060dbfa6-a05f-59ad-9c9a-f893a8dde1aa/5c6cc70393d2e262bb53d6e60b635cd9.jpg?width=600&auto=webp,117,4,Upholstered,,,,,1056ET,2021-10-01
5317,1800,1092 GM Amsterdam (Transvaalbuurt),Apartment Steve Bikoplein,Jansen Smit Makelaars Taxateurs,/apartment-for-rent/amsterdam/915002ec/steve-bikoplein,https://casco-media-prod.global.ssl.fastly.net/915002ec-7d6f-502c-87e6-ffea0ce14a85/e7b4a389f98a28d01b700eacfd3b2545.jpg?width=600&auto=webp,70,3,Furnished,,,,,1092GM,2021-10-01
5318,1350,1431 EB Aalsmeer (Centrum),Apartment Zijdstraat,Eveleens Makelaars,/apartment-for-rent/aalsmeer/07a0a3e6/zijdstraat,https://casco-media-prod.global.ssl.fastly.net/07a0a3e6-f8a2-5d66-b47a-890f5b5f0f85/dc284d626a3dd0d6ded1ec4e9e32d3e1.jpg?width=600&auto=webp,92,3,Upholstered,        Under option    ,,,,1431EB,2021-10-01
5319,1100,2517 AZ Den Haag (Koningsplein en omgeving),Apartment Laan van Meerdervoort,VERRA Real Estate,/apartment-for-rent/den-haag/f3390204/laan-van-meerdervoort,https://casco-media-prod.global.ssl.fastly.net/f3390204-0dff-5eaf-a420-9714c8410f1d/9da4ee77db065ca4d52ff579fa85152d.jpg?width=600&auto=webp,62,1,Furnished,        Under option    ,,,,2517AZ,2021-10-01
5320,1275,2547 AR Den Haag (Leyenburg),Apartment Veenendaalkade,Level 5 Rental Agency,/apartment-for-rent/den-haag/5ebc05bc/veenendaalkade,https://casco-media-prod.global.ssl.fastly.net/5ebc05bc-89b4-5c6a-beb2-137e884edfb2/9fc9002e66de9fa1f769438af6c61e97.png?width=600&auto=webp,106,5,,,,1951,,2547AR,2021-10-01
5321,1250,3024 AN Rotterdam (Delfshaven),Apartment Coolhaven,DPS Properties B.V.,/apartment-for-rent/rotterdam/7a86918b/coolhaven,https://casco-media-prod.global.ssl.fastly.net/7a86918b-7ff5-5207-a2ca-9fd84bc8b048/7fbae28afad8626d321681f8d77342ff.jpg?width=600&auto=webp,68,3,Upholstered,,,,,3024AN,2021-10-01
5322,973,3931 XZ Woudenberg (De Grift),Apartment Ridderhof,Wooove,/apartment-for-rent/woudenberg/c404c0a9/ridderhof,https://casco-media-prod.global.ssl.fastly.net/c404c0a9-89f7-549a-929e-ed315e0cdacd/509783ffc236b9e2e022312db6821d7e.jpg?width=600&auto=webp,52,3,,,,2019,,3931XZ,2021-10-01
5323,1800,1054 EL Amsterdam (Overtoomse Sluis),Apartment Eerste Helmersstraat 182 2,Holland Home Management,/apartment-for-rent/amsterdam/70592266/eerste-helmersstraat,https://casco-media-prod.global.ssl.fastly.net/70592266-89bb-5b69-afcc-b44ae1e1016b/bd999f31144f9d3cdcc1db3df8171bf6.jpg?width=600&auto=webp,66,3,Upholstered,,,,,1054EL,2021-10-01
5324,1600,1019 TW Amsterdam (Oostelijk Havengebied),Apartment Baron G.A. Tindalplein 173,Smit & Heinen Makelaars en Taxateurs,/apartment-for-rent/amsterdam/cff6ddc5/baron-g-a-tindalplein,https://casco-media-prod.global.ssl.fastly.net/cff6ddc5-444b-506e-ae33-a985f346b481/2103b24d882905b79710dee836ad5c4c.jpg?width=600&auto=webp,111,4,,        Under option    ,,2001,,1019TW,2021-10-01
5325,950,2585 BK Den Haag (Archipelbuurt),Apartment Burgemeester Patijnlaan 38,Steenks & Van Deelen makelaars - taxateurs,/apartment-for-rent/den-haag/694a5aa7/burgemeester-patijnlaan,https://casco-media-prod.global.ssl.fastly.net/694a5aa7-26b4-5fa7-8120-a4c0018033d1/14f15a0fec5ced3889c74e7783624068.jpg?width=600&auto=webp,47,2,Furnished,,,,,2585BK,2021-10-01
5326,1400,1094 KE Amsterdam (Indische Buurt West),Apartment Eerste Atjehstraat 99 2,KK Amsterdam,/apartment-for-rent/amsterdam/bb7a6793/eerste-atjehstraat,https://casco-media-prod.global.ssl.fastly.net/bb7a6793-f0cd-5a57-8e6e-c917accc7dfb/eacdcbe7d7d7727ae5417c46a20ac33f.jpg?width=600&auto=webp,42,2,Upholstered or furnished,        Under option    ,,,,1094KE,2021-10-01
5327,1650,1075 TB Amsterdam (Schinkelbuurt),Apartment Sluisstraat 41 3,KK Amsterdam,/apartment-for-rent/amsterdam/9981befa/sluisstraat,https://casco-media-prod.global.ssl.fastly.net/9981befa-9289-5d27-a678-97e0ab9b31f7/b2233f557e5b21eb585a189605a81baf.jpg?width=600&auto=webp,72,2,Upholstered or furnished,        Under option    ,,,,1075TB,2021-10-01
5328,1600,1079 SR Amsterdam (Rijnbuurt),Apartment Boterdiepstraat 13 I,House of Rentals,/apartment-for-rent/amsterdam/70485afa/boterdiepstraat,https://casco-media-prod.global.ssl.fastly.net/70485afa-a7a3-5bfd-acfb-4d344a9ec654/d94300611e419a15f38b44309178e572.jpg?width=600&auto=webp,55,3,Upholstered,,,,,1079SR,2021-10-01
5329,925,5612 CS Eindhoven (Hemelrijken),Apartment Woenselse Markt,Regio56 Makelaars & Huisvesting ,/apartment-for-rent/eindhoven/9ea8e948/woenselse-markt,https://casco-media-prod.global.ssl.fastly.net/9ea8e948-5cc9-52c0-997f-b5e2b1ccf18d/30b9022fd5765766fc0d1705d6eca9fa.jpg?width=600&auto=webp,45,2,Upholstered,        Under option    ,,,,5612CS,2021-10-01
5330,2050,1013 LL Amsterdam (Haarlemmerbuurt),Apartment Prinseneiland 27 C,JLG Real Estate,/apartment-for-rent/amsterdam/22c7c5db/prinseneiland,https://casco-media-prod.global.ssl.fastly.net/22c7c5db-4a8d-5506-a11c-030fac213255/595abb9b79a875662b2937c48fb107d8.jpg?width=600&auto=webp,69,3,Furnished,,,,,1013LL,2021-10-01
5331,1350,7523 CJ Enschede (Roombeek-Roomveldje),House Voortsweg,Vlug Wonen,/house-for-rent/enschede/c60371fe/voortsweg,https://casco-media-prod.global.ssl.fastly.net/c60371fe-c345-5743-a507-b1b1f2cb74a9/b09a88d809b28f9e12c91b9384c17cab.jpg?width=600&auto=webp,112,5,Upholstered,        Under option    ,,,,7523CJ,2021-10-01
5332,1700,1075 BS Amsterdam (Willemspark),Apartment Sophialaan 34 2,Grand Relocation,/apartment-for-rent/amsterdam/9d51df6c/sophialaan,https://casco-media-prod.global.ssl.fastly.net/9d51df6c-962a-5dac-aeb1-080c9f045735/6f2bb0db5ec174a5216631e8867ff4b7.jpg?width=600&auto=webp,80,3,Upholstered,        Under option    ,,,,1075BS,2021-10-01
5333,675,4811 RD Breda (Boeimeer),Studio Vredenburchstraat,Stadhuis Breda,/studio-for-rent/breda/138a33e7/vredenburchstraat,https://casco-media-prod.global.ssl.fastly.net/138a33e7-6462-5b08-bdc4-ce5f052a75c5/10364741ac65bd77fb5e7fd9e301b745.jpg?width=600&auto=webp,25,2,Upholstered,        Under option    ,,,,4811RD,2021-10-01
5334,1200,2042 LD Zandvoort (Centrum),Apartment Stationsstraat 15 ROOD,Nu Woonruimte,/apartment-for-rent/zandvoort/1b3846cd/stationsstraat,https://casco-media-prod.global.ssl.fastly.net/1b3846cd-1d38-529a-9de5-4213baf20e7a/f6d34788689bbd0ff5ded468b7a00b8c.jpg?width=600&auto=webp,70,3,Upholstered or furnished,,,,,2042LD,2021-10-01
5335,1250,3527 XE Utrecht (Transwijk-Noord),Apartment Van Bijnkershoeklaan,Level 5 Rental Agency,/apartment-for-rent/utrecht/44f2bad7/van-bijnkershoeklaan,https://casco-media-prod.global.ssl.fastly.net/44f2bad7-6658-5668-8d80-84f0b5e21465/7e03b4d0ea98b09d18b47d7f33507151.jpg?width=600&auto=webp,76,4,,        Under option    ,,1960,,3527XE,2021-10-01
5336,1250,2992 HC Barendrecht (Bijdorp),Apartment Van Ravesteyndreef 63,RE/MAX Totaal Makelaars,/apartment-for-rent/barendrecht/5ec0e243/van-ravesteyndreef,https://casco-media-prod.global.ssl.fastly.net/5ec0e243-fa5a-53a9-81ae-24fab01c6900/9dcd27ffd2eb24bf43765a213d1e48a0.jpg?width=600&auto=webp,55,2,Upholstered,        Under option    ,,,,2992HC,2021-10-01
5337,2950,1071 KZ Amsterdam (Museumkwartier),Apartment Alexander Boersstraat,Dames van Vermeer,/apartment-for-rent/amsterdam/3882d06e/alexander-boersstraat,https://casco-media-prod.global.ssl.fastly.net/3882d06e-baff-57e8-83e3-facc75be276b/282fad3a11f8dc10f44b0a785cccf042.jpg?width=600&auto=webp,110,4,,,30,,,1071KZ,2021-10-01
5338,1850,1093 SL Amsterdam (Dapperbuurt),Apartment Zeeburgerdijk 37 1,JLG Real Estate,/apartment-for-rent/amsterdam/e4cd1988/zeeburgerdijk,https://casco-media-prod.global.ssl.fastly.net/e4cd1988-f343-5f31-8dc5-fb722aa05ddf/2bc57e3292b0b9ef7afe497ec7d2a831.jpg?width=600&auto=webp,65,3,Furnished,,,,,1093SL,2021-10-01
5339,1950,1017 CJ Amsterdam (Grachtengordel-Zuid),Apartment Herengracht,Van Maarschalkerwaart Makelaars,/apartment-for-rent/amsterdam/46f37638/herengracht,https://casco-media-prod.global.ssl.fastly.net/46f37638-4265-5e73-826c-6c26d8deb38e/8bb8376936afd7c23950ad2097a9dbda.jpg?width=600&auto=webp,80,3,Furnished,,,,,1017CJ,2021-10-01
5340,1375,2333 BS Leiden (Pesthuiswijk),Apartment Dankmeijerpad,VERRA Real Estate,/apartment-for-rent/leiden/bc973e47/dankmeijerpad,https://casco-media-prod.global.ssl.fastly.net/bc973e47-46a1-5e83-8a0f-1fca435407e1/863027e700c05acae5b998af04e86fbd.jpg?width=600&auto=webp,70,3,Upholstered,        Under option    ,,,,2333BS,2021-10-01
5341,1400,"1102 SR Amsterdam (Bijlmer Centrum (D,F,H))",Apartment Anna Blamansingel 26,KK Amsterdam,/apartment-for-rent/amsterdam/1f3d1d22/anna-blamansingel,https://casco-media-prod.global.ssl.fastly.net/1f3d1d22-b48b-59c9-bda3-608d143fe65e/b133f7714b08cf45ce9bc00564c8a1c9.jpg?width=600&auto=webp,55,2,Upholstered or furnished,        Under option    ,,,,1102SR,2021-10-01
5342,1350,2545 AE Den Haag (Morgenstond-West),Apartment Dedemsvaartweg 204,Lutz Real Estate,/apartment-for-rent/den-haag/1f2e7e82/dedemsvaartweg,https://casco-media-prod.global.ssl.fastly.net/1f2e7e82-c9a5-5d4d-befa-590ba37bc43d/c8a6d4f12bc5f15c68cc8aff5f7ce2cf.jpg?width=600&auto=webp,81,3,Upholstered,        Under option    ,,,,2545AE,2021-10-01
5343,1250,1314 WE Almere (Centrum Almere Stad),Apartment Olof Palmehof,Hestia Housing Holland ,/apartment-for-rent/almere/e49f0027/olof-palmehof,https://casco-media-prod.global.ssl.fastly.net/e49f0027-98aa-5ee4-bc10-c9bfbeec77a6/5c9b3ae10ef2822824fab875999f21fd.jpg?width=600&auto=webp,86,3,Upholstered,        Under option    ,,,,1314WE,2021-10-01
5344,1700,1071 VW Amsterdam (Museumkwartier),Apartment Cornelis Anthoniszstraat 56 II,Amsterdam Housing,/apartment-for-rent/amsterdam/6779ffac/cornelis-anthoniszstraat,https://casco-media-prod.global.ssl.fastly.net/6779ffac-500f-5994-9cc6-e02f40792add/dcd35be337bf7543fb714cee833ffe55.jpg?width=600&auto=webp,65,3,Furnished,,,,,1071VW,2021-10-01
5345,1595,3023 KP Rotterdam (Nieuwe Westen),Apartment Hooidrift,Perfectrent,/apartment-for-rent/rotterdam/a09bdbf2/hooidrift,https://casco-media-prod.global.ssl.fastly.net/a09bdbf2-09aa-5bc7-b0bb-d30bb83df17a/96c17a1e4e8d872300a5f9cf977fde62.jpg?width=600&auto=webp,95,3,Upholstered,,,,,3023KP,2021-10-01
5346,850,2628 AA Delft (Zeeheldenbuurt),Studio Scheepmakerij,Reedijk Real Estate,/studio-for-rent/delft/092a5012/scheepmakerij,https://casco-media-prod.global.ssl.fastly.net/092a5012-e3d2-5392-b1b2-f1e712240312/77325fc2143e8a9b72753645d7a1172d.jpg?width=600&auto=webp,30,2,Upholstered,        Under option    ,,,,2628AA,2021-10-01
5347,850,5705 AP Helmond (Annabuurt en Suytkade),Apartment St. Annaplein 4,KI-Makelaardij,/apartment-for-rent/helmond/8b1d7837/st-annaplein,https://casco-media-prod.global.ssl.fastly.net/8b1d7837-5003-5c10-b066-044dc92f3ecd/060120a5858dc10b484dd35ccd575d54.jpg?width=600&auto=webp,80,3,,        Under option    ,,1955,,5705AP,2021-10-01
5348,500,7544 WD Enschede (Wesselerbrink Noord-Oost),Apartment Berghuizenbrink 25 1,VerhuurPro Almelo,/apartment-for-rent/enschede/1ebafc45/berghuizenbrink,https://casco-media-prod.global.ssl.fastly.net/1ebafc45-4d20-5ce9-aaf9-bff64cc563cd/acd72d88ee2adad6e314072e87edb8bb.jpg?width=600&auto=webp,25,1,,        Under option    ,,1960,,7544WD,2021-10-01
5349,1340,1062 KR Amsterdam (Westlandgracht),Apartment Koningin Wilhelminaplein,Wooove B.V.,/apartment-for-rent/amsterdam/61ee37f2/koningin-wilhelminaplein,https://casco-media-prod.global.ssl.fastly.net/61ee37f2-c3e2-58d2-8553-9531c70ee0d4/4a745de838d43427484efb710df59b1b.jpg?width=600&auto=webp,64,2,,,,2016,,1062KR,2021-10-01
5350,650,"5331 KB Kerkdriel (Verspreide huizen Kerkdriel, Berm en Hoorzik)",House Maasbandijk,Nu-huren.nl,/house-for-rent/kerkdriel/c0fb80cd/maasbandijk,https://casco-media-prod.global.ssl.fastly.net/c0fb80cd-b536-5806-b30a-96df2ab8a05f/1043aaede0851daf1878062a55735967.jpg?width=600&auto=webp,60,3,Upholstered,        Under option    ,,,,5331KB,2021-10-01
5351,1650,1076 XS Amsterdam (Stadionbuurt),Apartment Olympiakade 26 I,Dutch Housing Centre BV,/apartment-for-rent/amsterdam/6f17187a/olympiakade,https://casco-media-prod.global.ssl.fastly.net/6f17187a-fd9e-5e12-991a-357718539c4a/a44d2725770380397a0d891bbe356b95.jpg?width=600&auto=webp,42,2,Furnished,,,,,1076XS,2021-10-01
5352,1800,1067 EH Amsterdam (Geuzenveld),Apartment Wigbolt Ripperdastraat 48,JLG Real Estate,/apartment-for-rent/amsterdam/e59e160f/wigbolt-ripperdastraat,https://casco-media-prod.global.ssl.fastly.net/e59e160f-c887-5193-a54c-c35ee861d00b/b0dc1f1b8dea2a5fe6b04a091664e427.jpg?width=600&auto=webp,93,4,Furnished,,,,,1067EH,2021-10-01
5353,2250,1074 HP Amsterdam (Oude Pijp),Apartment Amsteldijk 6 I,JLG Real Estate,/apartment-for-rent/amsterdam/adadb87e/amsteldijk,https://casco-media-prod.global.ssl.fastly.net/adadb87e-8445-5c6f-bb93-5da23df0e62c/2f7aaa0c95e58d1a672add80498092b3.jpg?width=600&auto=webp,85,3,Upholstered,,,,,1074HP,2021-10-01
5354,2150,1053 WC Amsterdam (Kinkerbuurt),Apartment Kwakersstraat 15,JLG Real Estate,/apartment-for-rent/amsterdam/abf08dee/kwakersstraat,https://casco-media-prod.global.ssl.fastly.net/abf08dee-ac9b-5ced-abe8-3cd5de341549/a7ad96d9d79d49f9abbb0ca9c482d600.jpg?width=600&auto=webp,76,3,Upholstered,,,,,1053WC,2021-10-01
