,price,address,street,agency,irl,image,Living area,Rooms,interior,status,garden area,Year of construction,plot area,postcode,date
329,1295,3707 VB Zeist (Lyceumkwartier),Apartment Van Tetslaan,VGW Housing,/apartment-for-rent/zeist/b6b7989a/van-tetslaan,https://casco-media-prod.global.ssl.fastly.net/b6b7989a-c701-5fd7-9b23-0f57c1f0b045/96f55afd009d1958f8d8cee73ce6b799.jpg?width=600&auto=webp,75,3,Upholstered,,,,,3707VB,2021-10-01
330,400,2275 BG Voorburg (Voorburg West zuid),Apartment Prinses Mariannelaan,Immovita,/apartment-for-rent/voorburg/f59fb2eb/prinses-mariannelaan,https://casco-media-prod.global.ssl.fastly.net/f59fb2eb-bae2-5e44-9bbb-4a7c11b4c6d3/da1d5649810324eaae7e35acbe7db173.jpg?width=600&auto=webp,16,1,Upholstered,,,,,2275BG,2021-10-01
331,1950,2517 BD Den Haag (Zeeheldenkwartier),Apartment Laan van Meerdervoort,NumberXII Exclusive Real Estate,/apartment-for-rent/den-haag/682d0216/laan-van-meerdervoort,https://casco-media-prod.global.ssl.fastly.net/682d0216-999c-5287-9f46-a77367cc12dd/8ef525a1b7c1b205a2f486447bd62f30.jpg?width=600&auto=webp,103,3,Furnished,,,,,2517BD,2021-10-01
332,875,2042 BG Zandvoort (Brederode- Gerkestraat e.o.),Apartment Brederodestraat,Rental Valley,/apartment-for-rent/zandvoort/c32e4bfb/brederodestraat,https://casco-media-prod.global.ssl.fastly.net/c32e4bfb-a475-5190-afd7-659827f68a1a/9c5ddca464810ca0f3dbd48456f02ffb.jpg?width=600&auto=webp,30,1,Upholstered or furnished,,,,,2042BG,2021-10-01
333,1225,2042 BG Zandvoort (Brederode- Gerkestraat e.o.),Apartment Brederodestraat,Rental Valley,/apartment-for-rent/zandvoort/56262444/brederodestraat,https://casco-media-prod.global.ssl.fastly.net/56262444-59bf-5584-b4aa-301ae856c7fc/7030804875655180de12b807003eee2c.jpg?width=600&auto=webp,90,2,Upholstered or furnished,,,,,2042BG,2021-10-01
334,825,2042 BG Zandvoort (Brederode- Gerkestraat e.o.),Apartment Brederodestraat,Rental Valley,/apartment-for-rent/zandvoort/e03b91f1/brederodestraat,https://casco-media-prod.global.ssl.fastly.net/e03b91f1-e038-5ebe-9cc8-91cbbe182b08/a11fbd8e8fc70a416d1e3661cf59c16b.jpg?width=600&auto=webp,21,1,Upholstered or furnished,,,,,2042BG,2021-10-01
335,688,5224 AP Den Bosch (De Schutskamp),Apartment Helftheuvelpassage 12 P,Intermij Makelaars b.v.,/apartment-for-rent/den-bosch/bddca602/helftheuvelpassage,https://casco-media-prod.global.ssl.fastly.net/bddca602-2a5c-5c42-bbc9-dbaec1f799a1/19a06de2beb4ba246126c0ed8d7658c0.jpg?width=600&auto=webp,27,1,Upholstered,,,,,5224AP,2021-10-01
336,1350,3941 GS Doorn (Doorn-Centrum),Apartment Vossenweg,Houserenting4all.nl,/apartment-for-rent/doorn/814a5f5c/vossenweg,https://casco-media-prod.global.ssl.fastly.net/814a5f5c-8e5e-5c5a-ae72-0750812469eb/0bdc899986133c8f6fed66790d990d42.jpg?width=600&auto=webp,105,3,Upholstered,,,,,3941GS,2021-10-01
337,1275,1081 ER Amsterdam (Buitenveldert-West),Apartment Bolestein 770,LIV Residential,/apartment-for-rent/amsterdam/89973d2f/bolestein,https://casco-media-prod.global.ssl.fastly.net/89973d2f-8c93-5a5a-b184-4789da2603fe/d114abe84aa215735489ec057591761b.jpg?width=600&auto=webp,48,2,Upholstered,,,,,1081ER,2021-10-01
338,1300,4818 RL Breda (Boeimeer),Apartment Boeimeerhof,Rotsvast Breda,/apartment-for-rent/breda/aa78380b/boeimeerhof,https://casco-media-prod.global.ssl.fastly.net/aa78380b-cc7b-52af-84e0-872d6c68bc40/04bb378a63f92e4051ca7409942c1e8f.jpg?width=600&auto=webp,92,3,Upholstered,,,,,4818RL,2021-10-01
339,1650,9714 AV Groningen (Professorenbuurt),Apartment Singelweg,Groningse Panden Beheer B.V.,/apartment-for-rent/groningen/8854867d/singelweg,https://media.pararius.nl/image/PR0001658000/PR0001658739/image/jpeg/400x600/GroningenSingelweg-8556_1.jpg,116,3,Furnished,,,,,9714AV,2021-10-01
340,1500,1061 DM Amsterdam (De Kolenkit),Apartment Jan van Schaffelaarplantsoen 27 C,The Rental Agency Amsterdam,/apartment-for-rent/amsterdam/96210931/jan-van-schaffelaarplantsoen,https://casco-media-prod.global.ssl.fastly.net/96210931-8a86-534b-baa4-8f2f74c7eabc/ae677b51745bf75c92e3b8b2f76cf0a8.jpg?width=600&auto=webp,85,3,Furnished,,,,,1061DM,2021-10-01
341,1600,1072 HL Amsterdam (Oude Pijp),Apartment Dusartstraat,Rebid,/apartment-for-rent/amsterdam/a33ca8e0/dusartstraat,https://casco-media-prod.global.ssl.fastly.net/a33ca8e0-c3b0-5601-8cb9-940afe9f6899/0fa985a3edb8dc0e13846c451423fdb5.jpg?width=600&auto=webp,40,3,,,,1896,,1072HL,2021-10-01
342,1050,5623 BB Eindhoven (Rapenland),Apartment Dr Cuyperslaan,Brick Vastgoed,/apartment-for-rent/eindhoven/2570b1d5/dr-cuyperslaan,https://media.pararius.nl/image/PR0001658000/PR0001658738/image/jpeg/400x600/EindhovenDrCuyperslaan-744a_2.jpg,40,2,Upholstered,,,,,5623BB,2021-10-01
343,1095,2316 ST Leiden (Noorderkwartier),Apartment Mauritsstraat,Xpat Xpert,/apartment-for-rent/leiden/6e7c39f1/mauritsstraat,https://casco-media-prod.global.ssl.fastly.net/6e7c39f1-197c-5409-abba-b4c5e60465ef/068f4940c275fa4d6ce5c9ef765bdc67.jpg?width=600&auto=webp,35,2,Furnished,,,,,2316ST,2021-10-01
344,1575,5611 KJ Eindhoven (Bergen),Apartment Grote Berg,HouseHunting Eindhoven,/apartment-for-rent/eindhoven/66961f02/grote-berg,https://casco-media-prod.global.ssl.fastly.net/66961f02-e5b4-53a7-9ec3-3df46e0a2fa4/271cc9f53446a02ff80fcbf0365fd7c9.jpg?width=600&auto=webp,110,3,Furnished,,,,,5611KJ,2021-10-01
345,1750,1057 VA Amsterdam (Hoofdweg e.o.),Apartment Columbusplein 24 2,Urban Homies,/apartment-for-rent/amsterdam/4abc2a31/columbusplein,https://casco-media-prod.global.ssl.fastly.net/4abc2a31-c23f-5e69-9bc7-7b93f72a056a/19e0010650817262bb73a8e432ec0b0e.jpg?width=600&auto=webp,55,3,Furnished,,,,,1057VA,2021-10-01
346,895,2573 BC Den Haag (Oostbroek-Zuid),Apartment Nijkerklaan 62,Wooncompany Den Haag,/apartment-for-rent/den-haag/40fb45aa/nijkerklaan,https://casco-media-prod.global.ssl.fastly.net/40fb45aa-cce2-5d2f-bb27-ae1fd5a54210/c246d637ad6d1adc53e1e04a297a69e8.jpg?width=600&auto=webp,79,2,Upholstered,,,,,2573BC,2021-10-01
347,950,5751 LZ Deurne (Deurne-Centrum),Apartment Raadhuisstraat,Jaspers Wooncomfort,/apartment-for-rent/deurne/82780167/raadhuisstraat,https://casco-media-prod.global.ssl.fastly.net/82780167-28d8-5fa3-971b-d67cd159c6c1/d3f16f52f32b043e48e13f17d92d2eea.jpg?width=600&auto=webp,80,4,Shell,,,,,5751LZ,2021-10-01
348,1595,1079 JR Amsterdam (Rijnbuurt),Apartment Vechtstraat,Interhouse verhuurmakelaars Amsterdam,/apartment-for-rent/amsterdam/1535c85c/vechtstraat,https://casco-media-prod.global.ssl.fastly.net/1535c85c-151f-5f59-a71c-cd0f166d424f/364fa4c14875a1f595a4cd8289f8338c.jpg?width=600&auto=webp,55,3,Furnished,,,,,1079JR,2021-10-01
349,945,3022 SH Rotterdam (Nieuwe Westen),Apartment Tidemanstraat 4,Rent2You,/apartment-for-rent/rotterdam/4e41ceb0/tidemanstraat,https://casco-media-prod.global.ssl.fastly.net/4e41ceb0-1519-5cca-8703-d81a46ccb463/149bee72579c40f1f9ede350742c01be.jpg?width=600&auto=webp,60,2,,,,1950,,3022SH,2021-10-01
350,875,6833 HS Arnhem (Groene Weide),Apartment Huissensestraat,1huis Makelaars,/apartment-for-rent/arnhem/afffa76f/huissensestraat,https://casco-media-prod.global.ssl.fastly.net/afffa76f-13cd-5955-9f00-5311486fc95e/248793281f98cb2ffbf34375e2710adc.jpg?width=600&auto=webp,70,3,Upholstered,,,,,6833HS,2021-10-01
351,1900,1016 CS Amsterdam (Jordaan),Apartment Leidsegracht 94 A-3,Makelaarshuis Amsterdam - Zaanstad,/apartment-for-rent/amsterdam/f4d63be7/leidsegracht,https://casco-media-prod.global.ssl.fastly.net/f4d63be7-7689-5fbc-af8a-fd3692d0cdac/d057453586b5a413a866acdac6c2fdde.jpg?width=600&auto=webp,69,2,Upholstered or furnished,,,,,1016CS,2021-10-01
352,1850,2036 RK Haarlem (De Burgen),Apartment Engelenburg 297,Lokaal Makelaardij,/apartment-for-rent/haarlem/c2fd717a/engelenburg,https://casco-media-prod.global.ssl.fastly.net/c2fd717a-5b8b-52e7-8434-beb3614217e9/c711072ae7668b318c31f1ac03f1a428.jpg?width=600&auto=webp,95,4,Upholstered,,,,,2036RK,2021-10-01
353,1600,6413 SN Heerlen (Heerlerheide Kom),House Netelstraat 5,Wooncheckpunt Makelaars,/house-for-rent/heerlen/027420ee/netelstraat,https://casco-media-prod.global.ssl.fastly.net/027420ee-a482-5493-b0cd-ed7e06f4415b/73413dd89ece2ca4ee053c56e635049b.jpg?width=600&auto=webp,152,11,,,90,,,6413SN,2021-10-01
354,1495,2803 LH Gouda (Boerhaavekwartier),Apartment Anna van Hensbeeksingel 36,ViaDaan,/apartment-for-rent/gouda/b39aa06f/anna-van-hensbeeksingel,https://casco-media-prod.global.ssl.fastly.net/b39aa06f-abd9-543e-8159-07c7e840c503/fb2741dd1c57071ccd4ef5f836f60263.jpg?width=600&auto=webp,108,3,Upholstered,,,,,2803LH,2021-10-01
355,875,5623 LT Eindhoven (Generalenbuurt),Studio Generaal Coenderslaan,Budget Housing,/studio-for-rent/eindhoven/cb56ffe5/generaal-coenderslaan,https://media.pararius.nl/image/PR0001658000/PR0001658737/image/jpeg/400x600/EindhovenGeneraalCoenderslaan-ae03_1.jpg,28,1,Upholstered,,,,,5623LT,2021-10-01
356,1900,1216 CK Hilversum (Het Rode Dorp),House Heidestraat,Stam Vastgoed,/house-for-rent/hilversum/634c9062/heidestraat,https://casco-media-prod.global.ssl.fastly.net/634c9062-3e0c-57c2-a49b-3df150a33d17/747485d008ac82705083276cbf49e58f.jpg?width=600&auto=webp,109,4,Upholstered,,,,,1216CK,2021-10-01
357,1950,1061 BK Amsterdam (De Kolenkit),Apartment Leeuwendalersweg 683,HousingNet,/apartment-for-rent/amsterdam/4b411cb6/leeuwendalersweg,https://casco-media-prod.global.ssl.fastly.net/4b411cb6-91bd-5ad4-a41c-85e65f3861a3/4fc58d218891e67b93683b37f8aadb83.jpg?width=600&auto=webp,108,3,Upholstered or furnished,,,,,1061BK,2021-10-01
358,1250,2587 CR Den Haag (Belgisch Park),Apartment Amsterdamsestraat,Woonzeker Rentals,/apartment-for-rent/den-haag/6dae0123/amsterdamsestraat,https://casco-media-prod.global.ssl.fastly.net/6dae0123-b387-5c86-994d-7cb4323aaf39/0c9a587a2e64edb8dde4b5d42e9c7db0.jpg?width=600&auto=webp,67,1,Upholstered,,,,,2587CR,2021-10-01
359,785,6041 HM Roermond (Binnenstad),Apartment Mariagardestraat,OMNI HOUSE,/apartment-for-rent/roermond/d865f21d/mariagardestraat,https://casco-media-prod.global.ssl.fastly.net/d865f21d-4a84-5002-abe2-2d5979f7e133/c04772632c49e7d0304675380d69dec9.jpg?width=600&auto=webp,50,2,Furnished,,,,,6041HM,2021-10-01
360,1850,1181 EN Amstelveen (Randwijck Oost),Apartment Goereesepad,First Class Housing,/apartment-for-rent/amstelveen/09d915d5/goereesepad,https://casco-media-prod.global.ssl.fastly.net/09d915d5-4b32-5cce-a14b-1c91a296aaac/cb30492cbf6618e9dbb6bdfb5694970f.jpg?width=600&auto=webp,80,3,Furnished,,,,,1181EN,2021-10-01
361,1350,9713 TN Groningen (Florabuurt),Apartment Resedastraat,V-Amsterdam,/apartment-for-rent/groningen/a17d78a1/resedastraat,https://casco-media-prod.global.ssl.fastly.net/a17d78a1-f366-575f-8b52-64b29cfdb675/d7ed546d4b6e6d6d3300ff97522f4603.jpg?width=600&auto=webp,71,3,Upholstered,,,,,9713TN,2021-10-01
362,1700,1056 PG Amsterdam (Van Galenbuurt),Apartment Orteliusstraat 218 3,Makelaardij Prins van Wijngaarden,/apartment-for-rent/amsterdam/a7c93ae0/orteliusstraat,https://casco-media-prod.global.ssl.fastly.net/a7c93ae0-24f7-57d1-b547-f5bad6bb56fb/2a9d83112503a46c59b9065b3a82e624.jpg?width=600&auto=webp,52,3,,,,1927,,1056PG,2021-10-01
363,750,2611 PM Delft (Centrum-Zuidwest),Apartment Achterom,Reedijk Real Estate,/apartment-for-rent/delft/d8cb2160/achterom,https://casco-media-prod.global.ssl.fastly.net/d8cb2160-5f74-55c5-a673-849c139cb4fb/eea42019420d24c0a0d6e102f17e1130.jpg?width=600&auto=webp,25,2,Upholstered,,,,,2611PM,2021-10-01
364,1395,2011 HT Haarlem (Binnenstad),Apartment Frankestraat,Koops Makelaardij,/apartment-for-rent/haarlem/f9c56f72/frankestraat,https://casco-media-prod.global.ssl.fastly.net/f9c56f72-8683-5c8f-84a3-44bf0bfdb28b/cd9c9fce8f81f67cdb1ac613127e9b0e.jpg?width=600&auto=webp,55,2,Upholstered,,,,,2011HT,2021-10-01
365,1850,1078 LZ Amsterdam (Scheldebuurt),Apartment Jekerstraat,Alcoco.nl,/apartment-for-rent/amsterdam/60d0dac6/jekerstraat,https://casco-media-prod.global.ssl.fastly.net/60d0dac6-0519-573d-9343-ab14e645ccb2/bc6142603e63a7d130d5da7235b90bed.jpg?width=600&auto=webp,75,4,Furnished,,,,,1078LZ,2021-10-01
366,1300,5673 BV Nuenen (Nuenen-Oost),House Donkervoort 35,Brick Vastgoed,/house-for-rent/nuenen/1d0514ff/donkervoort,https://media.pararius.nl/image/PR0001658000/PR0001658736/image/jpeg/400x600/NuenenDonkervoort-0b51_11.jpg,110,4,Upholstered,,,,,5673BV,2021-10-01
367,1150,2171 KN Sassenheim (Vliegeniersbuurt),Apartment Arend 105,Living Today,/apartment-for-rent/sassenheim/e28eb35c/arend,https://casco-media-prod.global.ssl.fastly.net/e28eb35c-3e6e-5f94-a5f4-4d3abe5ecb75/9ae75fed5d0250230ca998884f638b82.jpg?width=600&auto=webp,71,3,Shell,,,,,2171KN,2021-10-01
368,800,7316 EH Apeldoorn (De Parken),House Graaf Van Lijndenlaan,123Wonen Apeldoorn,/house-for-rent/apeldoorn/cd134541/graaf-van-lijndenlaan,https://casco-media-prod.global.ssl.fastly.net/cd134541-ed6d-5cfb-a790-582e697790cd/44b51ed35b7109fdd5d3c3737b8aa0a8.jpg?width=600&auto=webp,60,2,Upholstered,,,,,7316EH,2021-10-01
369,440,6826 PK Arnhem (Presikhaaf III),Room De Houtmanstraat,BM Vastgoed,/room-for-rent/arnhem/ec1b7d15/de-houtmanstraat,https://casco-media-prod.global.ssl.fastly.net/ec1b7d15-db07-5511-90e1-b627ecd156d6/b09e34f87ca2bcec1f9e24c99c6cebbd.jpg?width=600&auto=webp,18,1,Upholstered,,,,,6826PK,2021-10-01
370,1195,3012 BA Rotterdam (Cool),Apartment Schiedamsesingel,Perfectrent,/apartment-for-rent/rotterdam/77274cb0/schiedamsesingel,https://casco-media-prod.global.ssl.fastly.net/77274cb0-7a13-5b0a-8f17-3e0bfe7c9111/25d9fa88d1476f649abff52ee8c6638c.jpg?width=600&auto=webp,55,2,Upholstered,,,,,3012BA,2021-10-01
371,650,7513 BL Enschede (Horstlanden-Stadsweide),Apartment Parkstraat,HouseHunting Enschede,/apartment-for-rent/enschede/c7517bc6/parkstraat,https://casco-media-prod.global.ssl.fastly.net/c7517bc6-e753-5701-9aad-49ee97e4d58c/aed406ca4ffa2275bbb0ce3b1751e66e.jpg?width=600&auto=webp,40,2,Upholstered,,,,,7513BL,2021-10-01
372,1750,1064 WN Amsterdam (Slotervaart Noord),Apartment Singerstraat 30,Amsterdam Housing,/apartment-for-rent/amsterdam/fb0bf3c5/singerstraat,https://casco-media-prod.global.ssl.fastly.net/fb0bf3c5-5981-5f6a-9f19-2278e8013d45/2dd2ae2e5f8ecacd1b10f0bda3331f05.jpg?width=600&auto=webp,75,3,Furnished,,,,,1064WN,2021-10-01
373,2150,1082 JM Amsterdam (Buitenveldert-West),Apartment Van Nijenrodeweg 835,Amsterdam Housing,/apartment-for-rent/amsterdam/fbcfdd27/van-nijenrodeweg,https://casco-media-prod.global.ssl.fastly.net/fbcfdd27-0ef2-55dc-b2a7-37d244063bdf/c73d8fb4c35e2d07696b884898e28ebb.jpg?width=600&auto=webp,87,4,Upholstered,,,,,1082JM,2021-10-01
374,1300,1261 HA Blaricum (Blaricum-Dorp),House Tweede Molenweg,Stam Vastgoed,/house-for-rent/blaricum/2595ebc5/tweede-molenweg,https://casco-media-prod.global.ssl.fastly.net/2595ebc5-4af1-5d1c-a1fe-62903dca7939/13f68a6fd8616217cfdfd6acf00163ac.jpg?width=600&auto=webp,35,1,Upholstered or furnished,,,,,1261HA,2021-10-01
375,2500,2586 CR Den Haag (Scheveningen Badplaats),Apartment Gevers Deynootplein,Sonar appartementen,/apartment-for-rent/den-haag/7f14327f/gevers-deynootplein,https://casco-media-prod.global.ssl.fastly.net/7f14327f-e90a-5781-832c-58a65e9e2fef/521976143d7b7f525d9c0e806a246f9e.jpg?width=600&auto=webp,150,4,Upholstered,,,,,2586CR,2021-10-01
376,765,3117 DS Schiedam (Schrijversbuurt),House Hofje van Belois 18,Vereniging Hendrick de Keyser,/house-for-rent/schiedam/b038fd57/hofje-van-belois,https://casco-media-prod.global.ssl.fastly.net/b038fd57-34fe-5fc6-b2bb-c991622bce75/779cc26264b7e3fc6f2c84f528f1c39d.jpg?width=600&auto=webp,48,2,Shell,,,,,3117DS,2021-10-01
377,1200,9725 AH Groningen (Herewegbuurt),Apartment Hereweg,Havos Vastgoed,/apartment-for-rent/groningen/2c43319b/hereweg,https://media.pararius.nl/image/PR0001658000/PR0001658735/image/jpeg/400x600/GroningenHereweg-6536_4.jpg,40,2,Furnished,,,,,9725AH,2021-10-01
378,5250,2594 AC Den Haag (Bezuidenhout-West),Apartment Bezuidenhoutseweg 95 E,Lutz Real Estate,/apartment-for-rent/den-haag/12688bdd/bezuidenhoutseweg,https://casco-media-prod.global.ssl.fastly.net/12688bdd-9c2c-5efa-8745-8127ae28f9bc/ee7ecebd3c1cee465f83a8fd826ba448.jpg?width=600&auto=webp,234,5,Furnished,,,,,2594AC,2021-10-01
379,1050,5502 AL Veldhoven (Zeelst),Apartment Heuvel,HouseHunting Eindhoven,/apartment-for-rent/veldhoven/673686ab/heuvel,https://casco-media-prod.global.ssl.fastly.net/673686ab-802b-5ace-9f9b-8026cc847659/b65a478d1408645286451ffc33d9f16b.jpg?width=600&auto=webp,30,2,Furnished,,,,,5502AL,2021-10-01
380,1350,"3532 EJ Utrecht (Nieuw Engeland, Th. a. Kempisplantsoen en omgeving)",Apartment Johan de Meesterstraat,Domvast,/apartment-for-rent/utrecht/b90f5147/johan-de-meesterstraat,https://casco-media-prod.global.ssl.fastly.net/b90f5147-97e1-5977-b902-7b0603916fbd/15202ec3005eba7c33e1e64f951e0a14.jpg?width=600&auto=webp,58,2,Upholstered,,,,,3532EJ,2021-10-01
381,1025,3553 CN Utrecht (Elinkwijk en omgeving),Apartment Ampèrestraat,Domvast,/apartment-for-rent/utrecht/6376606d/amperestraat,https://casco-media-prod.global.ssl.fastly.net/6376606d-6188-598e-860b-b24746158737/35e6334d3ba61ec464aca0c40a93b0e9.jpg?width=600&auto=webp,45,2,Upholstered,,,,,3553CN,2021-10-01
382,800,2517 BR Den Haag (Koningsplein en omgeving),Apartment Conradkade,Immovita,/apartment-for-rent/den-haag/208cb9fc/conradkade,https://casco-media-prod.global.ssl.fastly.net/208cb9fc-19ca-5404-9707-e1468f03c3b6/8c4162cbf44e0221f5f07551bb10f45b.jpg?width=600&auto=webp,41,2,Upholstered,,,,,2517BR,2021-10-01
383,1695,2011 KN Haarlem (Stationsbuurt),Apartment Jansweg 42 C,Van der Schaaf & Kooijmans NVM Makelaars ,/apartment-for-rent/haarlem/c1f54879/jansweg,https://casco-media-prod.global.ssl.fastly.net/c1f54879-ddbe-5ea1-ad36-7dbc973f24a9/86f9f634c5e8dc9e0ddf7557472dd6c2.jpg?width=600&auto=webp,83,3,Upholstered,,,,,2011KN,2021-10-01
384,3500,3072 AP Rotterdam (Kop van Zuid),Apartment Wilhelminakade,IRIS Housing Rotterdam,/apartment-for-rent/rotterdam/8c05cc3f/wilhelminakade,https://media.pararius.nl/image/PR0001657000/PR0001657614/image/jpeg/400x600/RotterdamWilhelminakade-d438_3.jpg,127,3,Furnished,,,,,3072AP,2021-10-01
385,1700,1071 VW Amsterdam (Museumkwartier),Apartment Cornelis Anthoniszstraat 56 II,Amsterdam Housing,/apartment-for-rent/amsterdam/6779ffac/cornelis-anthoniszstraat,https://casco-media-prod.global.ssl.fastly.net/6779ffac-500f-5994-9cc6-e02f40792add/dcd35be337bf7543fb714cee833ffe55.jpg?width=600&auto=webp,65,3,Furnished,,,,,1071VW,2021-10-01
386,1750,1012 VG Amsterdam (Burgwallen-Nieuwe Zijde),Apartment Singel 103 2,Van Huis Uit Makelaars,/apartment-for-rent/amsterdam/9b3ff777/singel,https://casco-media-prod.global.ssl.fastly.net/9b3ff777-4917-5438-9a18-8b9c94614086/e14628b39d1b3fb5dd8f223b0924b79b.jpg?width=600&auto=webp,65,2,Furnished,,,,,1012VG,2021-10-01
387,1750,1431 LB Aalsmeer (Centrum),Apartment Drie Kolommenplein,Eveleens Makelaars,/apartment-for-rent/aalsmeer/714343bc/drie-kolommenplein,https://casco-media-prod.global.ssl.fastly.net/714343bc-e10b-51e9-95c6-4fadffa656a4/807292844bc515bc698a7745926fafa6.png?width=600&auto=webp,125,3,Upholstered,,,,,1431LB,2021-10-01
388,1695,2587 WH Den Haag (Belgisch Park),Apartment Palaceplein,Wobeco Housing Agency,/apartment-for-rent/den-haag/8afb93ce/palaceplein,https://casco-media-prod.global.ssl.fastly.net/8afb93ce-a7e1-5c39-91c9-b2ed74e002dd/b85662f746e19dcb190b736d0aedad65.jpg?width=600&auto=webp,90,3,Furnished,,,,,2587WH,2021-10-01
389,1526,1112 ZC Diemen (Holland Park),Apartment Jan Duikerhof 126,Uppmark,/apartment-for-rent/diemen/603aa103/jan-duikerhof,https://casco-media-prod.global.ssl.fastly.net/603aa103-f51e-521b-8101-020d269168d1/d59e34a4c1a436e98459934ae2db9a7d.jpg?width=600&auto=webp,92,4,,,,2019,,1112ZC,2021-10-01
390,812,3014 AL Rotterdam (Oude Westen),Apartment West-Kruiskade,Rent2You,/apartment-for-rent/rotterdam/99b7fdcb/west-kruiskade,https://casco-media-prod.global.ssl.fastly.net/99b7fdcb-7457-5e0b-9e7a-b4412548a08b/6bdf5940e0deae75fcc1a17f84e1af88.jpg?width=600&auto=webp,30,2,Furnished,,,,,3014AL,2021-10-01
391,1500,9731 KG Groningen (Van Starkenborgh),House Henk Plenterlaan,Rotsvast Groningen,/house-for-rent/groningen/c2d249e3/henk-plenterlaan,https://casco-media-prod.global.ssl.fastly.net/c2d249e3-dd0d-5878-9fcf-c284dbca31b3/fc49ee1795b52e448f73775537392bb2.png?width=600&auto=webp,124,6,Furnished,,,,,9731KG,2021-10-01
392,600,7513 EJ Enschede (Veldkamp-Getfert-West),Apartment Haaksbergerstraat,HouseHunting Enschede,/apartment-for-rent/enschede/b0921b3b/haaksbergerstraat,https://casco-media-prod.global.ssl.fastly.net/b0921b3b-e886-5a16-87b2-8ab9f97f39bd/73827c9fe865ae4a10122f8df2e7c5bc.jpg?width=600&auto=webp,18,1,Upholstered,,,,,7513EJ,2021-10-01
393,650,7513 EJ Enschede (Veldkamp-Getfert-West),Apartment Haaksbergerstraat,HouseHunting Enschede,/apartment-for-rent/enschede/91fbb5be/haaksbergerstraat,https://casco-media-prod.global.ssl.fastly.net/91fbb5be-10fc-5bda-8daa-4ce117151933/b3662c5b1f25c7db78a21bf5618bb692.jpg?width=600&auto=webp,18,1,Upholstered,,,,,7513EJ,2021-10-01
394,1250,7512 AZ Enschede (Getfert),Apartment Zuiderspoorstraat 103,ViaDaan,/apartment-for-rent/enschede/78b5b52e/zuiderspoorstraat,https://casco-media-prod.global.ssl.fastly.net/78b5b52e-6189-5098-96c1-265fa00043cb/862db23a899b4f1b519845e81d78ca7e.jpg?width=600&auto=webp,83,3,Upholstered or furnished,,,,,7512AZ,2021-10-01
395,1300,3011 XM Rotterdam (Stadsdriehoek),Apartment Jufferstraat,Riva Rentals,/apartment-for-rent/rotterdam/076fccf2/jufferstraat,https://casco-media-prod.global.ssl.fastly.net/076fccf2-b7db-54d4-b604-4bd1528f5466/677664c7bf205d380fe7399c53af188a.jpg?width=600&auto=webp,65,3,Upholstered,,,,,3011XM,2021-10-01
396,1150,4381 RN Vlissingen (Scheldestraat e.o.),House Aagje Dekenstraat,Rotsvast Middelburg,/house-for-rent/vlissingen/299dca2f/aagje-dekenstraat,https://casco-media-prod.global.ssl.fastly.net/299dca2f-b3ec-5c42-b6ab-3d72ef7456b5/93fd0bd81e8d3c6ff4bd57c8a004f27f.jpg?width=600&auto=webp,120,4,Furnished,,,,,4381RN,2021-10-01
397,490,8261 HS Kampen (Binnenstad Kampen),Studio Voorstraat,Maxx Zwolle,/studio-for-rent/kampen/710d62ef/voorstraat,https://casco-media-prod.global.ssl.fastly.net/710d62ef-a99b-5a77-8ff8-db93f89b647e/0a8ab8ade03a895c5aabf0264b62e5a1.jpg?width=600&auto=webp,23,1,Shell,,,,,8261HS,2021-10-01
398,380,8012 WN Zwolle (Oud-Assendorp),Room Molenweg,Maxx Zwolle,/room-for-rent/zwolle/833f98ac/molenweg,https://casco-media-prod.global.ssl.fastly.net/833f98ac-c1a1-5fec-9c5c-fe2caeea230c/1712c75dd2c89211ee3de2133f36b4c4.jpg?width=600&auto=webp,15,1,Shell,,,,,8012WN,2021-10-01
399,1300,3566 MG Utrecht (Poldergebied Overvecht),House Gageldijk,Maxx Zwolle,/house-for-rent/utrecht/7e1f275e/gageldijk,https://casco-media-prod.global.ssl.fastly.net/7e1f275e-3b26-5490-a9c2-5c6b2fbd5c09/e79657412f221e6c563c0b2eccf44683.jpg?width=600&auto=webp,100,3,Shell,,,,,3566MG,2021-10-01
400,1150,4812 XT Breda (Tuinzigt),Apartment Vijfhagen,Rotsvast Breda,/apartment-for-rent/breda/51ac6c03/vijfhagen,https://casco-media-prod.global.ssl.fastly.net/51ac6c03-5344-5b12-91a9-52ceee929d89/de718c41d3d926b7a514846ff7c26e65.jpg?width=600&auto=webp,64,2,Upholstered,,,,,4812XT,2021-10-01
401,1375,2593 ZP Den Haag (Bezuidenhout-Oost),Apartment Joan Maetsuyckerstraat,Homeland Real Estate,/apartment-for-rent/den-haag/b94e0f10/joan-maetsuyckerstraat,https://casco-media-prod.global.ssl.fastly.net/b94e0f10-1478-5179-a74d-604ef1654c61/d7556661a76cbee0c9523ea75ebb3f1a.jpg?width=600&auto=webp,82,3,Furnished,,,,,2593ZP,2021-10-01
