,price,address,street,agency,irl,image,surface-area,status,number-of-rooms,interior,construction-period,garden-surface-area,plot-size,postcode,date
20,275,1211 LX Hilversum (Centrum),Room Kapelstraat 31 kamer 5,Brick Brokers,/room-for-rent/hilversum/31a88f01/kapelstraat,https://casco-media-prod.global.ssl.fastly.net/31a88f01-bc41-5d39-b248-558779d83b5a/9f6deaa92c6518b5313a8acbad16fc5f.jpg?width=600&auto=webp,8,,1,Upholstered,,,,1211LX,2021-10-25
21,1520,1012 MB Amsterdam (Burgwallen-Nieuwe Zijde),Apartment Nieuwendijk 53 I,Expat Rentals,/apartment-for-rent/amsterdam/5292540a/nieuwendijk,https://casco-media-prod.global.ssl.fastly.net/5292540a-544e-5247-b43c-b9085ecf88ca/7e1dc996819e43d33beee45e657ce38f.jpg?width=600&auto=webp,72,,2,Furnished,,,,1012MB,2021-10-25
22,2500,2514 KE Den Haag (Willemspark),Apartment Prinses Mariestraat 4,The Hague Real Estate Services,/apartment-for-rent/den-haag/5bceefbf/prinses-mariestraat,https://casco-media-prod.global.ssl.fastly.net/5bceefbf-9b77-5bc7-9dbe-b5909bdde49c/4f38edf8949ac0cdbb6e5ecead7d8ef0.jpg?width=600&auto=webp,122,,3,Furnished,,,,2514KE,2021-10-25
23,2000,2594 AC Den Haag (Bezuidenhout-West),Apartment Bezuidenhoutseweg 95 A,The Hague Real Estate Services,/apartment-for-rent/den-haag/c39e0518/bezuidenhoutseweg,https://casco-media-prod.global.ssl.fastly.net/c39e0518-b52c-539c-b436-4abf34c931f6/3ed42fc137881f5ffaafd0187d3a9479.jpg?width=600&auto=webp,75,,2,Upholstered or furnished,,,,2594AC,2021-10-25
24,1300,3531 AL Utrecht (Leidseweg en omgeving),Apartment Krugerstraat,VGW Housing,/apartment-for-rent/utrecht/ef68af59/krugerstraat,https://casco-media-prod.global.ssl.fastly.net/ef68af59-d3fe-518c-8605-734ee357c675/59d0b9bfff012001f8bcfed5ae918627.jpg?width=600&auto=webp,70,,2,Upholstered,,,,3531AL,2021-10-25
25,975,3522 AE Utrecht (Rivierenwijk),Apartment Croesestraat,VGW Housing,/apartment-for-rent/utrecht/da276149/croesestraat,https://casco-media-prod.global.ssl.fastly.net/da276149-8cff-5c35-9ab2-1f55853e110f/23592d8e8e4a106079d1a6d063d8d015.jpg?width=600&auto=webp,45,,2,Upholstered,,,,3522AE,2021-10-25
26,1200,3826 GR Amersfoort (Hogesteeg),Apartment Baak van Katwijk,Interhouse verhuurmakelaars Amersfoort,/apartment-for-rent/amersfoort/eabcd528/baak-van-katwijk,https://casco-media-prod.global.ssl.fastly.net/eabcd528-2750-5ecb-8bfd-7e239bae761b/d5a5c636620e1e2faf1646a41f8a1aa7.jpg?width=600&auto=webp,66,,3,Upholstered,,,,3826GR,2021-10-25
27,1195,4811 PE Breda (Boeimeer),Apartment Godevaert Montensstraat,Select-a-House.nl,/apartment-for-rent/breda/dacf8396/godevaert-montensstraat,https://casco-media-prod.global.ssl.fastly.net/dacf8396-5de4-567a-aded-eba01e1e6969/f4af2d55e5689757e44d17102be6907e.jpg?width=600&auto=webp,63,,2,Furnished,,,,4811PE,2021-10-25
28,1200,2273 DE Voorburg (Bovenveen noord),Apartment Prinses Irenelaan 220,Expat Residence,/apartment-for-rent/voorburg/c3ae1c40/prinses-irenelaan,https://casco-media-prod.global.ssl.fastly.net/c3ae1c40-7fa7-5745-8615-ff01d44a6dbf/8c588a694adbf40bf3e78e8df7d01b46.jpg?width=600&auto=webp,70,,4,Upholstered,,,,2273DE,2021-10-25
29,2300,1187 VK Amstelveen (Schrijversbuurt),House Marianne Philipslaan 22,Amsterdam Housing,/house-for-rent/amstelveen/987cad77/marianne-philipslaan,https://casco-media-prod.global.ssl.fastly.net/987cad77-f92d-5f10-9581-7c4133becae7/2d23b4a3635437fd0a448c7d2483635c.jpg?width=600&auto=webp,140,,5,Furnished,,,,1187VK,2021-10-25
30,800,4817 JX Breda (Brabantpark),Apartment Wilhelminasingel,Van Der Huizen,/apartment-for-rent/breda/9d30f80b/wilhelminasingel,https://casco-media-prod.global.ssl.fastly.net/9d30f80b-de32-5e34-8d7d-a6ce66c9a31e/e10c80ad692321b655d6694a2c2839bd.jpg?width=600&auto=webp,35,,2,Upholstered,,,,4817JX,2021-10-25
31,2100,3022 BB Rotterdam (Nieuwe Westen),House Burgemeester Meineszlaan 51,Rent a Stone,/house-for-rent/rotterdam/be3aff07/burgemeester-meineszlaan,https://casco-media-prod.global.ssl.fastly.net/be3aff07-edac-5c14-a6cb-10327ea2d74f/024272a4f769844a8b052320a2fb45ad.jpg?width=600&auto=webp,140,,4,Furnished,,,,3022BB,2021-10-25
32,3750,1071 HC Amsterdam (Museumkwartier),House Willemsparkweg,Expathousing.com (Amsterdam),/house-for-rent/amsterdam/ad6110ab/willemsparkweg,https://casco-media-prod.global.ssl.fastly.net/ad6110ab-ddf7-593b-92a1-68d1038ff48a/25c7b4d1f4a1c33b367f7928c5e3469b.jpg?width=600&auto=webp,139,,4,Upholstered,,,,1071HC,2021-10-25
33,1595,3071 AE Rotterdam (Kop van Zuid - Entrepot),Apartment Eric Kropstraat,Max Rental,/apartment-for-rent/rotterdam/542278b2/eric-kropstraat,https://casco-media-prod.global.ssl.fastly.net/542278b2-3526-563f-af1e-91ec1d8e44f9/50e04e7296d6aead607d838c467b688e.jpg?width=600&auto=webp,100,,3,Upholstered or furnished,,,,3071AE,2021-10-25
34,2000,2555 TL Den Haag (Bohemen en Meer en Bos),Apartment Dotterbloemlaan 83,Expat Residence,/apartment-for-rent/den-haag/22d2dda9/dotterbloemlaan,https://casco-media-prod.global.ssl.fastly.net/22d2dda9-dc19-5587-a036-f75de0dedc89/a2c2ae343fcaa62442956493558a591f.jpg?width=600&auto=webp,97,,4,Upholstered,,,,2555TL,2021-10-25
35,2100,1015 DV Amsterdam (Jordaan),Apartment Prinsengracht,Boelen Makelaardij,/apartment-for-rent/amsterdam/4bf24959/prinsengracht,https://casco-media-prod.global.ssl.fastly.net/4bf24959-0914-5479-9f2b-5704d0a8409c/33cf943b7baf8ec2aea0079dd4c8b98b.jpg?width=600&auto=webp,97,,3,,1660,,,1015DV,2021-10-25
36,750,6221 BG Maastricht (Wyck),House Wilhelminasingel,Maasland Relocation,/house-for-rent/maastricht/e4612405/wilhelminasingel,https://casco-media-prod.global.ssl.fastly.net/e4612405-9f9b-5c6a-933d-4e4666fedcc1/3fdd4526b44125efd3a087546ef08c58.jpg?width=600&auto=webp,31,,2,Shell,,,,6221BG,2021-10-25
37,290,6214 RB Maastricht (Mariaberg),Room Pastoor Wijnenweg,Maasland Relocation,/room-for-rent/maastricht/bb57acbe/pastoor-wijnenweg,https://casco-media-prod.global.ssl.fastly.net/bb57acbe-ca05-5bfb-9ac2-4339be3837a1/bb3fc086fbd3afb8ee97935c53e69e97.jpg?width=600&auto=webp,16,,2,Shell,,,,6214RB,2021-10-25
38,670,6211 EM Maastricht (Binnenstad),House Hoenderstraat,Maasland Relocation,/house-for-rent/maastricht/c34522af/hoenderstraat,https://casco-media-prod.global.ssl.fastly.net/c34522af-5721-5c60-b90e-1f08560ed84b/65c4553ca6d9df65b1e6f564f50ee3d6.jpg?width=600&auto=webp,40,,2,Shell,,,,6211EM,2021-10-25
39,800,6211 SJ Maastricht (Statenkwartier),House Batterijstraat,Maasland Relocation,/house-for-rent/maastricht/0e6b9b39/batterijstraat,https://casco-media-prod.global.ssl.fastly.net/0e6b9b39-2db9-562f-8e10-ed8491495002/edfab7c6226bf76c6cc1d6dcb9b09c10.jpg?width=600&auto=webp,38,,2,Shell,,,,6211SJ,2021-10-25
40,550,6131 HK Sittard (Sittard-Centrum),House Putstraat,Maasland Relocation,/house-for-rent/sittard/ecd3a91b/putstraat,https://casco-media-prod.global.ssl.fastly.net/ecd3a91b-9130-5d9c-b2db-cc73a5b670c7/19c78efa64708de420dcdef3e5d82121.jpg?width=600&auto=webp,40,,2,Shell,,,,6131HK,2021-10-25
41,400,8932 PJ Leeuwarden (Huizum-Bornia),Room Tadingastraat,Maxx Leeuwarden,/room-for-rent/leeuwarden/b13764fc/tadingastraat,https://casco-media-prod.global.ssl.fastly.net/b13764fc-a31c-55e9-a232-7443bdb9642d/e83a226b94e3198f3dab8772ab469f53.jpg?width=600&auto=webp,20,,1,Shell,,,,8932PJ,2021-10-25
42,1850,1018 SP Amsterdam (Weesperbuurt/Plantage),Apartment Plantage Parklaan 5 II,Dutch Housing Centre BV,/apartment-for-rent/amsterdam/8341ad02/plantage-parklaan,https://casco-media-prod.global.ssl.fastly.net/8341ad02-171a-544c-824d-de9109d53649/378b88b1984ed3118d41dd7f8e233a3a.jpg?width=600&auto=webp,64,,1,Furnished,,,,1018SP,2021-10-25
43,1950,1081 EK Amsterdam (Buitenveldert-West),Apartment Bolestein 592,Renthouse Vastgoed,/apartment-for-rent/amsterdam/341b85f7/bolestein,https://media.pararius.nl/image/PR0001659000/PR0001659366/image/jpeg/400x600/AmsterdamBolestein-62f8_1.jpg,93,,3,Furnished,,,,1081EK,2021-10-25
44,1850,1059 WC Amsterdam (Westlandgracht),Apartment De Lierhof,King Housing,/apartment-for-rent/amsterdam/d3812f06/de-lierhof,https://media.pararius.nl/image/PR0001659000/PR0001659365/image/jpeg/400x600/AmsterdamDeLierhof-50df_1.jpg,95,,3,Furnished,,,,1059WC,2021-10-25
45,1495,4854 CH Bavel (Bavel),House Lange Vore,123Wonen Breda,/house-for-rent/bavel/32492b60/lange-vore,https://casco-media-prod.global.ssl.fastly.net/32492b60-4289-51c7-9d7c-403ec5b6367d/b205ee5d158277463bf14e79a986fbe6.jpg?width=600&auto=webp,140,,4,Furnished,,,,4854CH,2021-10-25
46,1295,2565 EW Den Haag (Bloemenbuurt-Oost),Apartment Goudenregenstraat,Karens Real Estate,/apartment-for-rent/den-haag/09493543/goudenregenstraat,https://casco-media-prod.global.ssl.fastly.net/09493543-1dc0-545c-8a0f-473fafbcc5d6/042e0698ab78a3fad00daa7ae198b091.png?width=600&auto=webp,78,,3,Upholstered,,,,2565EW,2021-10-25
47,1400,6812 AD Arnhem (Klingelbeek),Apartment Utrechtseweg 193 1,'t Mauritshuis Makelaars,/apartment-for-rent/arnhem/340eaff4/utrechtseweg,https://casco-media-prod.global.ssl.fastly.net/340eaff4-14a8-563e-9bb1-3b7757a5850c/6ae42ebe27040782f3842f007ef30c93.jpg?width=600&auto=webp,69,,3,Upholstered,,,,6812AD,2021-10-25
48,900,5704 ED Helmond (Brouwhuis-West),Apartment Biesbosch,Jaspers Wooncomfort,/apartment-for-rent/helmond/1c8a5bd1/biesbosch,https://casco-media-prod.global.ssl.fastly.net/1c8a5bd1-a366-5b2e-97fb-656f3acc845e/00f99cf525200b64171fbad4e8fb5cbc.jpg?width=600&auto=webp,78,,3,Shell,,,,5704ED,2021-10-25
49,694,7311 JT Apeldoorn (Binnenstad),Apartment Hoofdstraat 21 6,Cityside Apartments,/apartment-for-rent/apeldoorn/8c4bde12/hoofdstraat,https://casco-media-prod.global.ssl.fastly.net/8c4bde12-9835-5e81-a16d-f6607e40e84a/5c7c9d239dc95ec8a458adcc10db1fc2.jpg?width=600&auto=webp,44,,2,Upholstered,,,,7311JT,2021-10-25
50,672,6811 EB Arnhem (Markt),Apartment Broerenstraat 39 N,Cityside Apartments,/apartment-for-rent/arnhem/18ce8fb1/broerenstraat,https://casco-media-prod.global.ssl.fastly.net/18ce8fb1-3b2a-5357-9189-1a63b9f3099a/dfc4ae0bf344d3862b426abcc589c77d.jpg?width=600&auto=webp,41,,1,Upholstered,,,,6811EB,2021-10-25
51,1675,2101 HG Heemstede (Centrum),Apartment Raadhuisstraat 26 A,Nu Woonruimte,/apartment-for-rent/heemstede/519784d5/raadhuisstraat,https://casco-media-prod.global.ssl.fastly.net/519784d5-5fb1-517a-8ef1-d616f7935c2d/42f4eb6697f323858eae5b1296326cbc.jpg?width=600&auto=webp,140,,4,Upholstered,,,,2101HG,2021-10-25
52,545,5212 RD Den Bosch (De Muntel),Room Geldersedam,Nu-huren.nl,/room-for-rent/den-bosch/921e0946/geldersedam,https://casco-media-prod.global.ssl.fastly.net/921e0946-822f-5fa2-b722-3ca61ad6c65b/35d0649b6a0da6250f15dfbb22dec10e.jpg?width=600&auto=webp,18,,2,Upholstered,,,,5212RD,2021-10-25
53,425,7551 CN Hengelo (Binnenstad-Centrum),Room Stationsplein,HouseHunting Enschede,/room-for-rent/hengelo/e5709e90/stationsplein,https://casco-media-prod.global.ssl.fastly.net/e5709e90-5429-51c3-ba22-773446cb3162/261b6458e311cbe93a3c56e58d1454e9.jpg?width=600&auto=webp,16,,1,Upholstered,,,,7551CN,2021-10-25
54,1025,7511 HA Enschede (City),Apartment Langestraat,HouseHunting Enschede,/apartment-for-rent/enschede/9a2a417a/langestraat,https://casco-media-prod.global.ssl.fastly.net/9a2a417a-dfb4-5813-8ae5-f866e90e1d11/751eb9f667bf40875a6b556f5f41d29f.jpg?width=600&auto=webp,95,,3,Upholstered,,,,7511HA,2021-10-25
55,360,7551 CP Hengelo (Binnenstad-Centrum),Room Stationsplein,HouseHunting Enschede,/room-for-rent/hengelo/cff26b31/stationsplein,https://casco-media-prod.global.ssl.fastly.net/cff26b31-a4df-5159-8d6b-fcfcef2c3f6d/64941ac0158baa6b8652705d002643eb.jpg?width=600&auto=webp,10,,1,Upholstered,,,,7551CP,2021-10-25
56,1795,1628 XN Hoorn (Kersenboogerd-Zuid - Buurt 33 06),House Breitnerhof,Verhuur Vastgoed,/house-for-rent/hoorn-nh/bad8573b/breitnerhof,https://casco-media-prod.global.ssl.fastly.net/bad8573b-b675-5e14-b168-b8b57bf054be/ac71f1ccbf2e9bbe064d34f4a2d2686d.jpg?width=600&auto=webp,124,,4,,,54,,1628XN,2021-10-25
57,675,7511 HC Enschede (City),Apartment Langestraat,HouseHunting Enschede,/apartment-for-rent/enschede/5ee1b045/langestraat,https://casco-media-prod.global.ssl.fastly.net/5ee1b045-ee5e-5599-a4af-0418b01d70cf/9c3aa377fd84e2512acaede61f9f914d.jpg?width=600&auto=webp,35,,1,Upholstered,,,,7511HC,2021-10-25
58,695,7545 GJ Enschede (Boswinkel-De Braker),Apartment Haaksbergerstraat,HouseHunting Enschede,/apartment-for-rent/enschede/87137b63/haaksbergerstraat,https://casco-media-prod.global.ssl.fastly.net/87137b63-37f4-5321-b6e6-b6e2afefe99f/9df60ca5fda8089b423341ce25dceac9.jpg?width=600&auto=webp,35,,1,Upholstered,,,,7545GJ,2021-10-25
59,400,7512 CL Enschede (Getfert),Room Kuipersdijk,HouseHunting Enschede,/room-for-rent/enschede/cd46a992/kuipersdijk,https://casco-media-prod.global.ssl.fastly.net/cd46a992-338a-59fe-a65b-7451bb024b8d/a8b8b5e1d062e92328ed14725af0fc02.jpg?width=600&auto=webp,14,,1,Upholstered,,,,7512CL,2021-10-25
60,675,7556 TT Hengelo (Tichelwerk),Apartment Sparweg,HouseHunting Enschede,/apartment-for-rent/hengelo/169698e5/sparweg,https://casco-media-prod.global.ssl.fastly.net/169698e5-784c-5452-b61c-fbb32c718051/bc29b288b5ac3e76abe978b88f2b5fed.jpg?width=600&auto=webp,52,,2,Upholstered,,,,7556TT,2021-10-25
61,995,5211 SV Den Bosch (Binnenstad-Centrum),Apartment Orthenstraat,Nu-huren.nl,/apartment-for-rent/den-bosch/967c4cdb/orthenstraat,https://casco-media-prod.global.ssl.fastly.net/967c4cdb-4d04-555b-9981-6b1b9a631d1c/98cfca0f34037d9b01160fcb59d626f3.jpg?width=600&auto=webp,75,,3,Upholstered,,,,5211SV,2021-10-25
62,1650,3037 XK Rotterdam (Liskwartier),Apartment Schieveenstraat 35,4NUL Vastgoed,/apartment-for-rent/rotterdam/08516793/schieveenstraat,https://casco-media-prod.global.ssl.fastly.net/08516793-3dba-5620-8efd-43045faa750c/bbad704ac79c2540199a4cf282df7f52.jpg?width=600&auto=webp,101,,3,Upholstered,,,,3037XK,2021-10-25
63,1395,2492 JR Den Haag (De Velden),Apartment Simon Carmiggelthof,Expathousing.com (Amsterdam),/apartment-for-rent/den-haag/b134d3fa/simon-carmiggelthof,https://casco-media-prod.global.ssl.fastly.net/b134d3fa-d953-5157-9abe-28e10096eb56/2b3109d9d65615a1c54165b2acfea451.jpg?width=600&auto=webp,92,,3,Furnished,,,,2492JR,2021-10-25
64,1195,2024 JX Haarlem (Sinnevelt),Apartment Van Collemstraat 20 II,Roomservice,/apartment-for-rent/haarlem/ddd78000/van-collemstraat,https://media.pararius.nl/image/PR0001659000/PR0001659361/image/jpeg/400x600/HaarlemVanCollemstraat-85a3_29.jpg,74,,4,Upholstered,,,,2024JX,2021-10-25
65,1175,2012 XH Haarlem (Rozenprieel-zuid),Apartment De Keijstraat,Roomservice,/apartment-for-rent/haarlem/7b1d4c57/de-keijstraat,https://media.pararius.nl/image/PR0001659000/PR0001659360/image/jpeg/400x600/HaarlemDeKeijstraat-e5fc_1.jpg,48,,2,Upholstered,,,,2012XH,2021-10-25
66,1345,2011 CP Haarlem (Burgwal),Apartment Antoniestraat,Roomservice,/apartment-for-rent/haarlem/e0bd48d9/antoniestraat,https://media.pararius.nl/image/PR0001659000/PR0001659359/image/jpeg/400x600/HaarlemAntoniestraat-9655_1.jpg,70,,2,Upholstered,,,,2011CP,2021-10-25
67,1650,1676 GM Twisk (Twisk Centrum),House Dorpsweg 192 B,Expat Housing Services,/house-for-rent/twisk/0ca6c226/dorpsweg,https://casco-media-prod.global.ssl.fastly.net/0ca6c226-01da-5ab1-8e9b-8513925978c7/806150e3ba6b1a8e3dd260c3fc4cf5a7.jpg?width=600&auto=webp,100,,3,Upholstered or furnished,,,,1676GM,2021-10-25
68,1350,1506 BJ Zaandam (Russische buurt),Apartment Damkade,Hendriks Housing,/apartment-for-rent/zaandam/7f4ba40a/damkade,https://casco-media-prod.global.ssl.fastly.net/7f4ba40a-3d53-5fb2-85c8-e9136456a864/6e2e988015aada7661a71da811f8445c.jpg?width=600&auto=webp,85,,2,Upholstered,,,,1506BJ,2021-10-25
69,2000,1188 BK Amstelveen (Hemellichamenbuurt),House Eenhoorn 6,B2 Makelaars,/house-for-rent/amstelveen/04786a93/eenhoorn,https://casco-media-prod.global.ssl.fastly.net/04786a93-fd42-5cc9-948d-dd4a41a2574f/fe136d284805d62cc9437bc341c6d230.jpg?width=600&auto=webp,120,,4,,,50,,1188BK,2021-10-25
70,750,6441 XB Brunssum (Lemmender),Apartment Henri Dunantstraat 67,MIJN HUIS en ik,/apartment-for-rent/brunssum/8a62e4de/henri-dunantstraat,https://casco-media-prod.global.ssl.fastly.net/8a62e4de-931f-5405-abfd-9a1521722899/42bde73b103389805972f62f60d8a4df.png?width=600&auto=webp,92,,5,,1969,,,6441XB,2021-10-25
71,800,2041 KJ Zandvoort (Boulevard Noord),Apartment Dr Smitstraat 8 II,Lokaal Makelaardij,/apartment-for-rent/zandvoort/1ec7ce35/dr-smitstraat,https://casco-media-prod.global.ssl.fastly.net/1ec7ce35-f9af-5df2-b154-1b2b187da3f4/d9a68d48892ea4c2c0769bd4ed68bbac.jpg?width=600&auto=webp,25,,1,Furnished,,,,2041KJ,2021-10-25
72,1475,6718 HN Ede (De Bossen),House Ambtsbos,Kronenburg Living,/house-for-rent/ede/6f3884e9/ambtsbos,https://casco-media-prod.global.ssl.fastly.net/6f3884e9-b425-580b-8a91-6d441758227d/1cd362faef7c23fcc667bb0550d9c26a.jpg?width=600&auto=webp,120,,6,Upholstered,,,,6718HN,2021-10-25
73,2995,5036 ZH Tilburg (Koolhoven Oost),House Zundertstraat,123Wonen Tilburg,/house-for-rent/tilburg/d2dffc08/zundertstraat,https://casco-media-prod.global.ssl.fastly.net/d2dffc08-e95d-562f-bbda-5d5323a89a02/2515e30c0887012f76706196f18f394f.jpg?width=600&auto=webp,201,,5,Furnished,,,,5036ZH,2021-10-25
74,2150,1075 BE Amsterdam (Willemspark),Apartment Prins Hendriklaan,Out Amsterdam,/apartment-for-rent/amsterdam/da3dd270/prins-hendriklaan,https://casco-media-prod.global.ssl.fastly.net/da3dd270-ea6b-5fe5-b87e-95fdf5ab8f41/ef6c99a1393f9df824d37708a756d05c.jpg?width=600&auto=webp,90,,4,Upholstered,,,,1075BE,2021-10-25
