,price,address,street,agency,irl,image,surface-area,status,number-of-rooms,interior,construction-period,garden-surface-area,plot-size,postcode,date
0,1500,5658 GD Eindhoven (Grasrijk),House Grasveld,Budget Housing,/house-for-rent/eindhoven/65dcec99/grasveld,https://media.pararius.nl/image/PR0001658000/PR0001658661/image/jpeg/400x600/EindhovenGrasveld-f57c_1.jpg,100,,3,Furnished,,,,5658GD,2021-10-25
1,2700,1186 XD Amstelveen (Punterbuurt),House Turfschip,HouseHunting SchipholRegio & Haarlem e.o.,/house-for-rent/amstelveen/cdb8587a/turfschip,https://casco-media-prod.global.ssl.fastly.net/cdb8587a-1797-52f8-a343-4597d17ad3ef/4d7c0676d45c7bc5b37106452f2b4b77.jpg?width=600&auto=webp,180,,5,Furnished,,,,1186XD,2021-10-25
2,885,2011 GW Haarlem (Heiliglanden),Studio Gedempte Oude Gracht,LW23,/studio-for-rent/haarlem/7c2f1c7e/gedempte-oude-gracht,https://casco-media-prod.global.ssl.fastly.net/7c2f1c7e-a0ba-5c90-9984-1170a8575ca3/89c58140a9f1a0e7e55b5dc06ad073e5.jpg?width=600&auto=webp,26,,1,Upholstered,,,,2011GW,2021-10-25
3,1200,2011 BX Haarlem (Burgwal),Apartment Lange Herenvest,LW23,/apartment-for-rent/haarlem/887e100d/lange-herenvest,https://casco-media-prod.global.ssl.fastly.net/887e100d-c990-5fde-b3a4-71fa3a3036bc/fdf8552e1595c382f228f1e9c9db6eec.jpg?width=600&auto=webp,48,,2,Upholstered,,,,2011BX,2021-10-25
4,950,2011 RV Haarlem (Bakenes),Studio Jansstraat,LW23,/studio-for-rent/haarlem/1be37e15/jansstraat,https://casco-media-prod.global.ssl.fastly.net/1be37e15-95e9-5b8f-ae54-78475bef7594/b659b31f1537cb7c1461e7c26fb3c019.jpg?width=600&auto=webp,35,,1,Upholstered,,,,2011RV,2021-10-25
5,825,2011 ZJ Haarlem (Vijfhoek),Studio Raamvest,LW23,/studio-for-rent/haarlem/6bec8eda/raamvest,https://casco-media-prod.global.ssl.fastly.net/6bec8eda-c7bf-5204-92e9-4f81a300d5e6/43f4f9a1f5622c69dc17b04cc2580c47.jpg?width=600&auto=webp,27,,1,Upholstered,,,,2011ZJ,2021-10-25
6,1065,2011 GD Haarlem (Vijfhoek),Apartment Gierstraat,LW23,/apartment-for-rent/haarlem/cce211bc/gierstraat,https://casco-media-prod.global.ssl.fastly.net/cce211bc-4492-5f12-a422-abd4a0771643/e4f9aaa9a744b61b66c9553b7a03c329.jpg?width=600&auto=webp,45,,2,Upholstered,,,,2011GD,2021-10-25
7,1150,2011 GD Haarlem (Vijfhoek),Apartment Gierstraat,LW23,/apartment-for-rent/haarlem/7eb81add/gierstraat,https://casco-media-prod.global.ssl.fastly.net/7eb81add-8e47-501c-9b66-6693fe59d9c3/7e8ab22fff33243384fa27fabe8a0b14.jpg?width=600&auto=webp,50,,2,Upholstered,,,,2011GD,2021-10-25
8,1575,2596 XZ Den Haag (Nassaubuurt),Apartment Mesdagstraat,Home Sweet Home,/apartment-for-rent/den-haag/49b8ef19/mesdagstraat,https://media.pararius.nl/image/PR0001659000/PR0001659367/image/jpeg/400x600/DenHaagMesdagstraat-1a3a_1.jpg,100,,3,Upholstered,,,,2596XZ,2021-10-25
9,2000,1058 AG Amsterdam (Westindische Buurt),Apartment Baarsjesweg,Hausing,/apartment-for-rent/amsterdam/03760daf/baarsjesweg,https://casco-media-prod.global.ssl.fastly.net/03760daf-3697-5568-a9dc-ee46b0a95f9d/c327c9c236fc3a9804f82dcd418af27e.jpg?width=600&auto=webp,65,,3,Upholstered,,,,1058AG,2021-10-25
10,1550,1017 TP Amsterdam (De Weteringschans),Apartment Eerste Weteringdwarsstraat,Hausing,/apartment-for-rent/amsterdam/5b66dbd6/eerste-weteringdwarsstraat,https://casco-media-prod.global.ssl.fastly.net/5b66dbd6-8d6e-56dd-b97f-e89bb514886d/7e4f025eb148e81468325356f582eb9e.jpg?width=600&auto=webp,45,,2,Upholstered,,,,1017TP,2021-10-25
11,2995,1071 RT Amsterdam (Museumkwartier),Apartment Frans van Mierisstraat,Hausing,/apartment-for-rent/amsterdam/7b70a311/frans-van-mierisstraat,https://casco-media-prod.global.ssl.fastly.net/7b70a311-150b-53a9-a428-32303f73e7c9/e061ec777eceee01b753b846e1a1428b.jpg?width=600&auto=webp,70,,3,Furnished,,,,1071RT,2021-10-25
12,2100,1058 AG Amsterdam (Westindische Buurt),Apartment Baarsjesweg,Hausing,/apartment-for-rent/amsterdam/281645bb/baarsjesweg,https://casco-media-prod.global.ssl.fastly.net/281645bb-57f9-5b8c-9732-e08c50898103/da3eb50b0bfc0e28dc314e31908761fb.jpg?width=600&auto=webp,65,,3,Upholstered,,,,1058AG,2021-10-25
13,2150,1075 ET Amsterdam (Willemspark),Apartment Valeriusstraat,Hausing,/apartment-for-rent/amsterdam/1f5569ba/valeriusstraat,https://casco-media-prod.global.ssl.fastly.net/1f5569ba-a90e-59ce-8b92-4c3e7dadc36b/2837807f22df1ef2f604850cf50d084d.jpg?width=600&auto=webp,85,,2,Upholstered,,,,1075ET,2021-10-25
14,995,2613 EP Delft (Olofsbuurt),Apartment Singelstraat,Reedijk Real Estate,/apartment-for-rent/delft/88fa4d26/singelstraat,https://casco-media-prod.global.ssl.fastly.net/88fa4d26-e977-5e03-a2e6-bcdfc714e92c/9559620101f5311724143706f12953cf.jpg?width=600&auto=webp,40,,2,Upholstered,,,,2613EP,2021-10-25
15,2750,1059 BV Amsterdam (Hoofddorppleinbuurt),Apartment Generaal Vetterstraat 2,Amsterdam Housing,/apartment-for-rent/amsterdam/20eb281c/generaal-vetterstraat,https://casco-media-prod.global.ssl.fastly.net/20eb281c-05d3-51b9-afb5-0e8437b60a4c/df35ff161bb31b360d5370c6ea149d5b.jpg?width=600&auto=webp,143,,5,Upholstered or furnished,,,,1059BV,2021-10-25
16,695,2562 AM Den Haag (Valkenboskwartier),Room Beeklaan 98 KAMER 2,Riemersma Real Estate,/room-for-rent/den-haag/2fad1a03/beeklaan,https://casco-media-prod.global.ssl.fastly.net/2fad1a03-809c-576b-8aad-2c35132f94e5/e5837485f4cd3293171531b652751bd0.jpg?width=600&auto=webp,20,,1,Furnished,,,,2562AM,2021-10-25
17,1595,5583 EW Waalre (Ekenrooi),House Dr. Hein Hoebenlaan,Interhouse verhuurmakelaars Eindhoven,/house-for-rent/waalre/b7f6c777/dr-hein-hoebenlaan,https://casco-media-prod.global.ssl.fastly.net/b7f6c777-293d-52f1-8a34-6448ef2911d7/ec775890fb17221dda8efcdbd7a6b3df.jpg?width=600&auto=webp,106,,4,Upholstered,,,,5583EW,2021-10-25
18,490,7522 NM Enschede (Drienerveld-U.T.),Studio De Veldmaat,Spots4you,/studio-for-rent/enschede/fe26b088/de-veldmaat,https://casco-media-prod.global.ssl.fastly.net/fe26b088-e62f-5f2d-8d50-179736d88e41/befed8e31b99793ebf30205dc2b7fde7.jpg?width=600&auto=webp,23,,2,Shell,,,,7522NM,2021-10-25
19,1450,9722 EK Groningen (Coendersborg),Apartment Helper Brink,HouseHunting Groningen,/apartment-for-rent/groningen/1220592f/helper-brink,https://casco-media-prod.global.ssl.fastly.net/1220592f-c995-5b1d-b9e9-3318ec9ed09f/1c8dfac6c33af0cf8b77e6920b32987c.jpg?width=600&auto=webp,100,,3,Upholstered,,,,9722EK,2021-10-25
