,price,address,street,agency,irl,Living area,Rooms,Year of construction,interior,status,plot area,garden area,postcode,date
128,1600,9712 LK Groningen (Hortusbuurt-Ebbingekwartier),Apartment Boterdiep,Compas Vastgoed,/apartment-for-rent/groningen/cff261bf/boterdiep,73,3,1949,,,,,9712LK,2021-08-23
129,3000,1098 KV Amsterdam (Middenmeer),Apartment Wethouder Frankeweg,Out Amsterdam,/apartment-for-rent/amsterdam/efb2d4b5/wethouder-frankeweg,150,4,,Furnished,,,,1098KV,2021-08-23
130,1595,2313 RN Leiden (Professorenwijk-West),Apartment Kapteynstraat,Rent2day Real Estate,/apartment-for-rent/leiden/47967b5b/kapteynstraat,85,4,1930,Upholstered,,,,2313RN,2021-08-23
131,1800,1082 GN Amsterdam (Buitenveldert-West),Apartment Sandenburch,Amstel Vastgoed,/apartment-for-rent/amsterdam/d3c99572/sandenburch,80,3,1967,Furnished,,,,1082GN,2021-08-23
132,1290,1017 VP Amsterdam (Grachtengordel-Zuid),Apartment Utrechtsestraat,Michiel Stolker Real Estate,/apartment-for-rent/amsterdam/366e9493/utrechtsestraat,24,2,,Furnished,,,,1017VP,2021-08-23
133,4500,1181 VX Amstelveen (Stadshart),Apartment Stroombaan 25,Amsterdam Housing,/apartment-for-rent/amstelveen/0007828a/stroombaan,180,5,2018,Upholstered or furnished,,,,1181VX,2021-08-23
134,1400,5652 VM Eindhoven (Lievendaal),House Krabbestraat,Rotsvast Eindhoven,/house-for-rent/eindhoven/39ecfec1/krabbestraat,110,4,,Upholstered,,,,5652VM,2021-08-23
135,1650,2225 KD Katwijk (Midden),Apartment Willy Sluiterstraat 71,Tameling Verhuur,/apartment-for-rent/katwijk/6c9989b7/willy-sluiterstraat,95,4,1973,Upholstered or furnished,,,,2225KD,2021-08-23
136,2000,2224 RB Katwijk (Witte Hek),House Rederijstraat 1,Tameling Verhuur,/house-for-rent/katwijk/062ecd98/rederijstraat,40,5,2014,,,137 m²,,2224RB,2021-08-23
137,535,6222 AG Maastricht (Nazareth),Room Meerssenerweg,Woonmanagement Maastricht,/room-for-rent/maastricht/61c2d728/meerssenerweg,26,1,,Upholstered,,,,6222AG,2021-08-23
138,382,6211 HB Maastricht (Binnenstad),Room Bredestraat,Woonmanagement Maastricht,/room-for-rent/maastricht/9c6b3804/bredestraat,12,1,,Shell,,,,6211HB,2021-08-23
139,1700,6224 JD Maastricht (Wyckerpoort),Apartment Scharnerweg,Woonmanagement Maastricht,/apartment-for-rent/maastricht/0cf4c3b4/scharnerweg,86,4,,Upholstered,,,,6224JD,2021-08-23
140,570,6224 JG Maastricht (Wittevrouwenveld),Apartment Scharnerweg,Woonmanagement Maastricht,/apartment-for-rent/maastricht/1a671b37/scharnerweg,50,1,,Shell,,,,6224JG,2021-08-23
141,975,3114 GD Schiedam (Noletbuurt),Apartment Hoofdstraat,Interhouse verhuurmakelaars Rotterdam,/apartment-for-rent/schiedam/cc4e56a8/hoofdstraat,60,2,1926,Shell,,,,3114GD,2021-08-23
142,970,2905 TX Capelle aan den IJssel (Wormerhoek),House Wormerhoek 14 N,iResidence,/house-for-rent/capelle-aan-den-ijssel/0031b348/wormerhoek,68,1,,Upholstered,,,,2905TX,2021-08-23
143,12500,1077 AV Amsterdam (Apollobuurt),Apartment Apollolaan 187 3,Makelaarskantoor Carla van den Brink,/apartment-for-rent/amsterdam/b11c5b0b/apollolaan,260,7,1930,Upholstered or furnished,,,,1077AV,2021-08-23
144,1450,1015 MP Amsterdam (Jordaan),Apartment Westerstraat,Michiel Stolker Real Estate,/apartment-for-rent/amsterdam/9caa4c50/westerstraat,45,2,,Furnished,,,,1015MP,2021-08-23
145,1150,1106 CX Amsterdam (Gein),Apartment Vleutenstraat,Domica Amsterdam,/apartment-for-rent/amsterdam/237d81e6/vleutenstraat,65,2,1990,Furnished,,,,1106CX,2021-08-23
146,1725,1063 MC Amsterdam (Slotermeer-Noordoost),Apartment Cornelis van Rijplantsoen,Expathousing.com (Amsterdam) ,/apartment-for-rent/amsterdam/7c29f888/cornelis-van-rijplantsoen,90,3,,Furnished,,,,1063MC,2021-08-23
147,2150,1072 BD Amsterdam (Oude Pijp),Apartment Eerste Jacob van Campenstraat,By Ruth,/apartment-for-rent/amsterdam/a830f569/eerste-jacob-van-campenstraat,60,3,,Furnished,,,,1072BD,2021-08-23
148,1300,2564 PZ Den Haag (Eykenduinen),Apartment Goudreinetstraat,Woonzeker Rentals,/apartment-for-rent/den-haag/f7a13ceb/goudreinetstraat,82,2,,Furnished,,,,2564PZ,2021-08-23
149,750,1502 BL Zaandam (Rosmolenbuurt),Apartment Oostzijde,Kuijs Reinder Kakes Amsterdam,/apartment-for-rent/zaandam/de3a0f55/oostzijde,28,1,1930,,,,,1502BL,2021-08-23
150,1050,5504 HA Veldhoven (Veldhoven),Apartment Dorpstraat,Stoit Groep,/apartment-for-rent/veldhoven/676c7a76/dorpstraat,50,2,2015,Furnished,,,,5504HA,2021-08-23
151,1226,2521 CK Den Haag (Laakhaven-West),Apartment Waldorpstraat,NumberXII Exclusive Real Estate,/apartment-for-rent/den-haag/16fa82b4/waldorpstraat,75,3,2016,Upholstered,,,,2521CK,2021-08-23
152,1075,2713 AE Zoetermeer (Driemanspolder),Apartment Willemstraat,Dutch Brickx Real Estate Den Haag e.o.,/apartment-for-rent/zoetermeer/c29dae94/willemstraat,63,2,,Furnished,,,,2713AE,2021-08-23
153,2800,1017 DP Amsterdam (Grachtengordel-Zuid),Apartment Keizersgracht,Michiel Stolker Real Estate,/apartment-for-rent/amsterdam/526d46da/keizersgracht,95,2,,Upholstered,,,,1017DP,2021-08-23
154,1095,2011 HS Haarlem (Bakenes),Apartment Lombardsteeg,LW23,/apartment-for-rent/haarlem/321635dc/lombardsteeg,47,2,,Upholstered,,,,2011HS,2021-08-23
155,580,3811 LK Amersfoort (Stadhuisplein),Room Hellestraat,NederWoon verhuurmakelaars Amersfoort,/room-for-rent/amersfoort/d3019db4/hellestraat,18,1,,Shell,,,,3811LK,2021-08-23
156,1500,2551 BP Den Haag (Waldeck-Noord),Apartment Landréstraat 1009,Avenir Vastgoed,/apartment-for-rent/den-haag/ac8ef1db/landrestraat,125,4,1965,Upholstered,,,,2551BP,2021-08-23
157,1195,5681 PX Best (Buitengebied),Apartment Klaverhoekseweg,Huurinc Housing,/apartment-for-rent/best/90fdfbf6/klaverhoekseweg,70,1,,Furnished,,,,5681PX,2021-08-23
158,1225,2513 CD Den Haag (Kortenbos),Apartment Prinsestraat,The Real Estate Company,/apartment-for-rent/den-haag/3ad44220/prinsestraat,77,2,1937,Upholstered,,,,2513CD,2021-08-23
159,1650,1058 XN Amsterdam (Westindische Buurt),Apartment Nepveustraat,HB Housing ,/apartment-for-rent/amsterdam/d84ba7e6/nepveustraat,69,3,1930,Upholstered,,,,1058XN,2021-08-23
160,3000,1098 KV Amsterdam (Middenmeer),Apartment Wethouder Frankeweg,Out Amsterdam,/apartment-for-rent/amsterdam/efb2d4b5/wethouder-frankeweg,150,4,,Furnished,,,,1098KV,2021-08-23
161,1650,1011 HS Amsterdam (Nieuwmarkt/Lastage),Apartment Groenburgwal 47 3,Van Keulen Beheer B.V.,/apartment-for-rent/amsterdam/c0776279/groenburgwal,40,2,,Upholstered,,,,1011HS,2021-08-23
162,1700,1011 VK Amsterdam (Nieuwmarkt/Lastage),Apartment Rapenburgerstraat 73 C6,Parker & Williams Real Estate Services,/apartment-for-rent/amsterdam/6892d694/rapenburgerstraat,55,2,2018,Upholstered,,,,1011VK,2021-08-23
163,1195,2021 HH Haarlem (Frans Halsbuurt),Apartment Schoterstraat 2 008,Wolf Rentals,/apartment-for-rent/haarlem/decc8de6/schoterstraat,40,2,,Furnished,,,,2021HH,2021-08-23
164,995,2565 KH Den Haag (Bomenbuurt),Apartment Acaciastraat,Parkstone,/apartment-for-rent/den-haag/4ed30ae8/acaciastraat,25,1,,Furnished,,,,2565KH,2021-08-23
165,1550,1187 DA Amstelveen (Kastelenbuurt),House Jane Addamslaan 110,Stienstra,/house-for-rent/amstelveen/a0ac6c1f/jane-addamslaan,130,5,2008,,,,62,1187DA,2021-08-23
166,700,2801 BA Gouda (Nieuwe Park Oost),Studio Spoorstraat 7,Living Today,/studio-for-rent/gouda/9e4ffbde/spoorstraat,41,1,,Upholstered,,,,2801BA,2021-08-23
167,1315,5223 XS Den Bosch (Deuteren),Apartment Heerendonklaan,Housedby,/apartment-for-rent/den-bosch/a68f51f1/heerendonklaan,110,3,1996,Upholstered,,,,5223XS,2021-08-23
168,1550,1015 SE Amsterdam (Jordaan),Apartment Derde Egelantiersdwarsstraat,Amstel Vastgoed,/apartment-for-rent/amsterdam/3654d456/derde-egelantiersdwarsstraat,40,3,1931-1944,Furnished,,,,1015SE,2021-08-23
169,1600,1058 SR Amsterdam (Hoofddorppleinbuurt),Apartment Vogelenzangstraat,Park Real Estate,/apartment-for-rent/amsterdam/ddf5f618/vogelenzangstraat,50,2,,Furnished,,,,1058SR,2021-08-23
170,1650,1171 KB Badhoevedorp (Badhoevedorp Antoniushoeve),Apartment Windestraat,BIC Makelaardij,/apartment-for-rent/badhoevedorp/0d0b6e7d/windestraat,106,4,2011-2020,Upholstered,,,,1171KB,2021-08-23
171,1450,2275 AB Voorburg (Voorburg West zuid),Apartment Westeinde 27,The Hague Real Estate Services,/apartment-for-rent/voorburg/5ad98094/westeinde,95,3,1922,Furnished,,,,2275AB,2021-08-23
172,3250,1073 EJ Amsterdam (Oude Pijp),Apartment Ceintuurbaan,Van Huis Uit Makelaars,/apartment-for-rent/amsterdam/63576214/ceintuurbaan,166,4,1895,Upholstered,,,,1073EJ,2021-08-23
173,1150,1312 AL Almere (Staatsliedenwijk),Apartment Prinsenpad 19,ViaDaan,/apartment-for-rent/almere/4628ff46/prinsenpad,78,3,1986,Upholstered,,,,1312AL,2021-08-23
174,745,9041 VG Berltsum (Berltsum Noord),Apartment Kleasterdyk 12 A,ViaDaan,/apartment-for-rent/berltsum/f6cc3086/kleasterdyk,70,2,2019,Shell,,,,9041VG,2021-08-23
175,1395,2312 ZC Leiden (Transvaalbuurt),Apartment Paul Krugerstraat 20,ViaDaan,/apartment-for-rent/leiden/a5a56997/paul-krugerstraat,42,2,1902,,,,8,2312ZC,2021-08-23
176,860,3077 BN Rotterdam (Oud IJsselmonde),Studio Kasteelweg,Rotterdam Apartments,/studio-for-rent/rotterdam/c3f21cb6/kasteelweg,20,1,1864,Furnished,,,,3077BN,2021-08-23
177,1125,1941 KG Beverwijk (Meerplein),House Graaf Janstraat 24,Leliveld Vastgoed,/house-for-rent/beverwijk/20be7f09/graaf-janstraat,59,2,,Upholstered,,,,1941KG,2021-08-23
178,650,5041 RR Tilburg (Theresia West),Apartment Burgemeester Brokxlaan,De Huissleutel,/apartment-for-rent/tilburg/e4585873/burgemeester-brokxlaan,39,2,,Upholstered,,,,5041RR,2021-08-23
179,505,8019 AX Zwolle (Veerallee),Room Prinses Julianastraat,Maxx Zwolle,/room-for-rent/zwolle/45792c2e/prinses-julianastraat,17,1,,Shell,,,,8019AX,2021-08-23
180,875,2035 VA Haarlem (Romolenpolder-oost),House Surinameweg 11 A49,iResidence,/house-for-rent/haarlem/8834302a/surinameweg,50,2,,,,,,2035VA,2021-08-23
181,995,3082 AS Rotterdam (Oud Charlois),Apartment Wolphaertsbocht 84 F,Ooms Makelaars Woningen,/apartment-for-rent/rotterdam/2e2233f3/wolphaertsbocht,95,2,2006,,,,,3082AS,2021-08-23
182,1600,1082 GA Amsterdam (Buitenveldert-West),Apartment Overvoorde,Heeren Makelaars B.V.,/apartment-for-rent/amsterdam/d166adfc/overvoorde,68,3,1962,Upholstered,,,,1082GA,2021-08-23
183,925,5613 DT Eindhoven (Lakerlopen),Apartment Tongelresestraat,Lightcity Housing,/apartment-for-rent/eindhoven/576c2d55/tongelresestraat,38,2,1919,Upholstered,,,,5613DT,2021-08-23
184,2050,4836 AM Breda (Mastbos),Apartment Huisdreef,Brick's Makelaardij,/apartment-for-rent/breda/9d49daf1/huisdreef,130,4,,Upholstered,,,,4836AM,2021-08-23
185,1950,3523 TH Utrecht (Oud Hoograven-Noord),House Hoogravenseweg,Peek & Pompe Makelaars,/house-for-rent/utrecht/cb3b8217/hoogravenseweg,103,5,1931,,,102 m²,,3523TH,2021-08-23
186,1100,1221 CL Hilversum (Geuzenbuurt),Apartment Larenseweg 157 26,Huizenbalie.nl,/apartment-for-rent/hilversum/6085fc1d/larenseweg,60,2,1975,Upholstered,,,,1221CL,2021-08-23
187,1850,3512 TD Utrecht (Breedstraat en Plompetorengracht en omgeving),Apartment Loeff Berchmakerstraat 28,VVZ - Vastgoed Verhuur Zwolle,/apartment-for-rent/utrecht/e5227bcd/loeff-berchmakerstraat,110,2,,Furnished,,,35,3512TD,2021-08-23
188,440,3512 TD Utrecht (Breedstraat en Plompetorengracht en omgeving),Room Loeff Berchmakerstraat 34 BS,VVZ - Vastgoed Verhuur Zwolle,/room-for-rent/utrecht/8eeb94be/loeff-berchmakerstraat,20,1,,Shell,,,,3512TD,2021-08-23
189,415,8021 CT Zwolle (Dieze-Centrum),Room Diezerplein 39 A 5,VVZ - Vastgoed Verhuur Zwolle,/room-for-rent/zwolle/e20afcb8/diezerplein,16,1,,Shell,,,,8021CT,2021-08-23
190,2200,1082 TA Amsterdam (Buitenveldert-West),Apartment Wedderborg 8,Nosa Vastgoed,/apartment-for-rent/amsterdam/a1f50722/wedderborg,85,4,,Upholstered or furnished,,,90,1082TA,2021-08-23
191,895,8917 AC Leeuwarden (Rengerspark),Apartment Dekamastraat 22,Fryslân Homes,/apartment-for-rent/leeuwarden/110a60c0/dekamastraat,75,3,1986,,,,,8917AC,2021-08-23
192,1100,3816 MN Amersfoort (Randenbroekerweg),Apartment Van der Glashof 7,ViaDaan,/apartment-for-rent/amersfoort/1f0480a1/van-der-glashof,60,2,2000,Upholstered,,,,3816MN,2021-08-23
193,3000,1098 KV Amsterdam (Middenmeer),Apartment Wethouder Frankeweg,Out Amsterdam,/apartment-for-rent/amsterdam/efb2d4b5/wethouder-frankeweg,150,4,,Furnished,,,,1098KV,2021-08-23
194,1550,1058 KV Amsterdam (Hoofddorppleinbuurt),Apartment Warmondstraat 131 1,The Rental Agency Amsterdam,/apartment-for-rent/amsterdam/8ca308af/warmondstraat,50,2,1931,Furnished,,,,1058KV,2021-08-23
195,1495,2551 EG Den Haag (Waldeck-Zuid),Apartment Louis Davidsstraat 235,Avenir Vastgoed,/apartment-for-rent/den-haag/54f426aa/louis-davidsstraat,82,3,1967,Upholstered,,,,2551EG,2021-08-23
196,895,3511 RM Utrecht (Wijk C),Apartment Lange Koestraat 33 C,Your-House,/apartment-for-rent/utrecht/498197b5/lange-koestraat,32,1,1900,,,,,3511RM,2021-08-23
197,785,1078 TT Amsterdam (IJselbuurt),Room Holendrechtstraat,Humij B.V.,/room-for-rent/amsterdam/eefb0860/holendrechtstraat,22,1,,Furnished,,,,1078TT,2021-08-23
198,1850,1017 WB Amsterdam (De Weteringschans),Apartment Utrechtsedwarsstraat,The Perfect House,/apartment-for-rent/amsterdam/fbec472d/utrechtsedwarsstraat,60,2,,Furnished,,,25,1017WB,2021-08-23
199,950,1335 HG Almere (Indischebuurt),Apartment Pontianakstraat,JJV Vastgoedbeheer,/apartment-for-rent/almere/055f252a/pontianakstraat,45,2,,Upholstered,,,,1335HG,2021-08-23
200,2000,3514 BH Utrecht (Lauwerecht),Apartment Gruttersdijk 30 G,Stadsdaemes onroerend goed ,/apartment-for-rent/utrecht/d9cf3709/gruttersdijk,76,3,2000,Upholstered,,,,3514BH,2021-08-23
201,1125,1317 JZ Almere (Waterwijk),Apartment Walvisplein,Bahay Makelaardij,/apartment-for-rent/almere/cfd6fddd/walvisplein,50,2,,Upholstered,,,,1317JZ,2021-08-23
202,1295,6228 ED Maastricht (De Heeg),House Camphaag,Mr and Ms Rent,/house-for-rent/maastricht/f4f2b246/camphaag,130,6,1980,Upholstered,,,,6228ED,2021-08-23
203,2000,3738 VK Maartensdijk (Maartensdijk Kern),House Prinses Irenelaan,Karin van der Willigen Makelaardij,/house-for-rent/maartensdijk/3db156dc/prinses-irenelaan,117,5,1958,,,297 m²,,3738VK,2021-08-23
204,610,6211 RR Maastricht (Statenkwartier),House Capucijnenstraat,Maasland Relocation,/house-for-rent/maastricht/393810ff/capucijnenstraat,24,2,,Shell,,,,6211RR,2021-08-23
205,615,6211 KR Maastricht (Binnenstad),House Lenculenstraat,Maasland Relocation,/house-for-rent/maastricht/9b324d70/lenculenstraat,36,2,,Shell,,,,6211KR,2021-08-23
206,2500,1017 AC Amsterdam (Grachtengordel-Zuid),Apartment Amstel,Hausing,/apartment-for-rent/amsterdam/b45cdd92/amstel,85,3,1744,Upholstered or furnished,,,,1017AC,2021-08-23
207,1500,1016 AM Amsterdam (Grachtengordel-West),Apartment Gasthuismolensteeg,NOORESTATE,/apartment-for-rent/amsterdam/9eb8c1c0/gasthuismolensteeg,70,2,,Upholstered,,,,1016AM,2021-08-23
208,1350,5611 EX Eindhoven (Binnenstad),Apartment Molenveld,Stones Housing,/apartment-for-rent/eindhoven/9be47326/molenveld,84,3,,Upholstered or furnished,,,,5611EX,2021-08-23
209,1395,3083 CX Rotterdam (Zuidplein),Apartment Zuidplein 448,Wonen Hartje - ,/apartment-for-rent/rotterdam/e8136d56/zuidplein,88,3,1991,Upholstered,,,,3083CX,2021-08-23
210,1450,3645 AS Vinkeveen (Vinkeveen Plassengebied),House Plaswijk,123Wonen Amstelveen,/house-for-rent/vinkeveen/2a262d4b/plaswijk,85,3,,Furnished,,,600,3645AS,2021-08-23
211,2450,2012 GR Haarlem (Koninginnebuurt),Apartment Koninginneweg,123Wonen Haarlem,/apartment-for-rent/haarlem/bc4efe19/koninginneweg,100,4,,Upholstered,,,,2012GR,2021-08-23
212,1500,2011 HP Haarlem (Binnenstad),Apartment Warmoesstraat 26 G,Nu Woonruimte,/apartment-for-rent/haarlem/025192da/warmoesstraat,45,2,1880,Upholstered or furnished,,,,2011HP,2021-08-23
213,1695,5046 ED Tilburg (Sint Pieterspark),Apartment Sint Janstraat 13,Swan Short Stay,/apartment-for-rent/tilburg/ea0d8325/sint-janstraat,80,3,2018,Furnished,,,,5046ED,2021-08-23
214,1600,1058 CN Amsterdam (Westindische Buurt),Apartment Van Walbeeckstraat,Immen Vastgoed,/apartment-for-rent/amsterdam/bedc843b/van-walbeeckstraat,64,2,1935,Furnished,,,,1058CN,2021-08-23
215,955,2595 HL Den Haag (Bezuidenhout-Midden),Apartment De Carpentierstraat,Karens Real Estate,/apartment-for-rent/den-haag/0c00fca3/de-carpentierstraat,43,2,1900,Upholstered,,,,2595HL,2021-08-23
216,1650,2012 AJ Haarlem (Rozenprieel-zuid),House Weversstraat 20,J.J. van der Heide Beheer B.V.,/house-for-rent/haarlem/a921f729/weversstraat,75,3,,Furnished,,,,2012AJ,2021-08-23
217,1150,2563 PS Den Haag (Heesterbuurt),Apartment Lavendelstraat,Karens Real Estate,/apartment-for-rent/den-haag/c7320ed7/lavendelstraat,72,4,1930,Upholstered,,,,2563PS,2021-08-23
218,760,2582 GH Den Haag (Statenkwartier),Apartment Statenlaan,Karens Real Estate,/apartment-for-rent/den-haag/33f88e44/statenlaan,22,1,2019,Upholstered,,,,2582GH,2021-08-23
219,995,5025 HV Tilburg (Afrikaanderbuurt West),House Stellenboschlaan,De Huissleutel,/house-for-rent/tilburg/26d7cbcc/stellenboschlaan,45,2,,Upholstered,,,,5025HV,2021-08-23
220,1500,1060 RG Amsterdam (Middelveldsche Akerpolder),Apartment Ladogameerhof 270,The Rental Agency Amsterdam,/apartment-for-rent/amsterdam/80f688b3/ladogameerhof,86,3,2000,Furnished,,,,1060RG,2021-08-23
221,1750,1072 VV Amsterdam (Oude Pijp),Apartment Gerard Doustraat,Dames van Vermeer,/apartment-for-rent/amsterdam/e841aa10/gerard-doustraat,50,2,1890,,,,,1072VV,2021-08-23
222,1326,2517 SK Den Haag (Stadhoudersplantsoen),Apartment Stadhoudersplantsoen,Frisia Makelaars,/apartment-for-rent/den-haag/829f02ec/stadhoudersplantsoen,93,3,2021,,,,,2517SK,2021-08-23
223,1368,2517 SK Den Haag (Stadhoudersplantsoen),Apartment Stadhoudersplantsoen,Frisia Makelaars,/apartment-for-rent/den-haag/f28660b5/stadhoudersplantsoen,93,3,2021,,,,,2517SK,2021-08-23
224,2500,1015 DL Amsterdam (Grachtengordel-West),Apartment Prinsengracht 69 A,27 Huis Makelaars,/apartment-for-rent/amsterdam/c259b83f/prinsengracht,100,2,1991,Upholstered,,,,1015DL,2021-08-23
225,3000,1098 KV Amsterdam (Middenmeer),Apartment Wethouder Frankeweg,Out Amsterdam,/apartment-for-rent/amsterdam/efb2d4b5/wethouder-frankeweg,150,4,,Furnished,,,,1098KV,2021-08-23
226,1363,2517 SK Den Haag (Stadhoudersplantsoen),Apartment Stadhoudersplantsoen,Frisia Makelaars,/apartment-for-rent/den-haag/51ccf7b7/stadhoudersplantsoen,93,3,2021,,,,,2517SK,2021-08-23
227,1452,2517 SK Den Haag (Stadhoudersplantsoen),Apartment Stadhoudersplantsoen,Frisia Makelaars,/apartment-for-rent/den-haag/533c94cc/stadhoudersplantsoen,92,3,2021,,,,,2517SK,2021-08-23
228,870,3065 SC Rotterdam ('s-Gravenland),Apartment 's-Gravenweg 671 C,Ooms Makelaars Woningen,/apartment-for-rent/rotterdam/8152867e/s-gravenweg,53,2,2018,,,,,3065SC,2021-08-23
229,895,3082 XP Rotterdam (Oud Charlois),Apartment Zegenstraat 67 B,Ooms Makelaars Woningen,/apartment-for-rent/rotterdam/2dd41b9b/zegenstraat,50,2,1936,,,,30,3082XP,2021-08-23
230,875,3701 GW Zeist (Carré),Apartment Slotlaan 280 C,Greeven Makelaardij o.g.,/apartment-for-rent/zeist/6a99d3dc/slotlaan,50,2,1970,,,,20,3701GW,2021-08-23
231,1950,1182 HJ Amstelveen (Patrimonium),Apartment Amsterdamseweg 148 A,Rappange Makelaardij,/apartment-for-rent/amstelveen/134a292c/amsterdamseweg,120,4,1945-1959,Upholstered,,,,1182HJ,2021-08-23
232,1310,1018 VJ Amsterdam (Weesperbuurt/Plantage),Apartment Nieuwe Kerkstraat 115 I,Keij & Stefels Makelaars en Taxateurs,/apartment-for-rent/amsterdam/57c3c4e3/nieuwe-kerkstraat,65,2,1962,,,,,1018VJ,2021-08-23
233,1300,1079 TD Amsterdam (Rijnbuurt),Apartment Eemsstraat 47 H,Rappange Makelaardij,/apartment-for-rent/amsterdam/02fce2ae/eemsstraat,52,2,1931-1944,Upholstered,,,,1079TD,2021-08-23
234,1350,1011 AH Amsterdam (Nieuwmarkt/Lastage),Apartment Prins Hendrikkade 103 2,Makelaardij Prins van Wijngaarden,/apartment-for-rent/amsterdam/64e53df1/prins-hendrikkade,35,1,1879,,,,,1011AH,2021-08-23
235,1575,2518 JX Den Haag (Sweelinckplein en omgeving),Apartment Waldeck Pyrmontkade,Residence Makelaars,/apartment-for-rent/den-haag/e1613b01/waldeck-pyrmontkade,78,3,1896,,,,,2518JX,2021-08-23
236,1495,2593 RX Den Haag (Bezuidenhout-Oost),Apartment Loudonstraat,Residence Makelaars,/apartment-for-rent/den-haag/769c524a/loudonstraat,87,4,1927,,,,45,2593RX,2021-08-23
237,1825,1059 TP Amsterdam (Hoofddorppleinbuurt),Apartment Westlandgracht 225 3,JLG Real Estate,/apartment-for-rent/amsterdam/5962a270/westlandgracht,75,4,1931-1944,Furnished,,,,1059TP,2021-08-23
238,1450,3024 EA Rotterdam (Schiemond),Apartment Lloydstraat 168,Velthaak en Keijzer Makelaars,/apartment-for-rent/rotterdam/61b180b2/lloydstraat,105,1,1913,Upholstered,,,,3024EA,2021-08-23
239,1850,1053 LB Amsterdam (Da Costabuurt),Apartment Bilderdijkstraat,Van Maarschalkerwaart Makelaars,/apartment-for-rent/amsterdam/68005c8f/bilderdijkstraat,55,3,1971-1980,,,,,1053LB,2021-08-23
240,2000,1071 AZ Amsterdam (Museumkwartier),Apartment Van Baerlestraat,Van Maarschalkerwaart Makelaars,/apartment-for-rent/amsterdam/04e29426/van-baerlestraat,140,5,1906-1930,,,,,1071AZ,2021-08-23
241,4500,1071 EW Amsterdam (Museumkwartier),Apartment Van Eeghenstraat 53 A,Broersma Makelaardij,/apartment-for-rent/amsterdam/38b7016e/van-eeghenstraat,154,4,Before 1906,Furnished,,,,1071EW,2021-08-23
242,1450,2611 SL Delft (In de Veste),Apartment Zuiderstraat 262,Björnd Makelaardij,/apartment-for-rent/delft/8dd721b4/zuiderstraat,85,3,1981-1990,,,,19,2611SL,2021-08-23
243,2695,1016 NX Amsterdam (Jordaan),Apartment Rozenstraat 4 II,Prinsen Residence International,/apartment-for-rent/amsterdam/59f9dc4e/rozenstraat,100,4,Before 1906,Upholstered,,,,1016NX,2021-08-23
244,815,3814 CC Amersfoort (Columbusweg),Apartment Hogeweg 35 H,Cityside Apartments,/apartment-for-rent/amersfoort/58722a26/hogeweg,39,1,2018,Upholstered,,,,3814CC,2021-08-23
245,975,3511 PN Utrecht (Lange Nieuwstraat en omgeving),Apartment Oudegracht,CF Makelaardij,/apartment-for-rent/utrecht/f5f9518e/oudegracht,40,2,,Upholstered,,,,3511PN,2021-08-23
246,1500,1015 PX Amsterdam (Jordaan),Apartment Egelantiersstraat,Aham Vastgoed,/apartment-for-rent/amsterdam/7c257554/egelantiersstraat,40,2,,Upholstered,,,,1015PX,2021-08-23
247,1450,1081 GS Amsterdam (Buitenveldert-West),Apartment Rupelmonde 97,The Brick Club,/apartment-for-rent/amsterdam/d41acc44/rupelmonde,40,2,1985,Furnished,,,,1081GS,2021-08-23
248,1195,2581 RZ Den Haag (Geuzenkwartier),Apartment Douzastraat,Expata,/apartment-for-rent/den-haag/7cb9e049/douzastraat,79,3,1913,Upholstered,,,,2581RZ,2021-08-23
