,postcode,latitude,longitude,Straat,Netnummer,Postcodenummer,Buurt,Wijk,Plaats,Gemeente,Provincie,Straten
0,3028XG,51.917692692093,4.4198660023085,Hekbootstraat 19 - 25 ,010,3028,Oud Mathenesse,Delfshaven,Rotterdam,Rotterdam,Zuid-Holland,
1,1431BR,52.270576669876,4.7473358713118,Helling 1 - 41 ,0297,1431,Centrum,Wijk 00 Aalsmeer,Aalsmeer,Aalsmeer,Noord-Holland,
2,1013HC,52.381284709262,4.8876061409992,Brouwersgracht 180 - 194 ,020,1013,Haarlemmerbuurt West,Haarlemmerbuurt,Amsterdam,Amsterdam,Noord-Holland,
3,1057RM,52.367372972256,4.8515729645276,Van Spilbergenstraat 98 - 118 ,020,1057,Orteliusbuurt Midden,Hoofdweg e.o.,Amsterdam,Amsterdam,Noord-Holland,
4,2574EK,52.060368339487,4.2898385537087,Soestdijksekade 936 - 958 ,070,2574,Oostbroek-Zuid,Wijk 31 Rustenburg en Oostbroek,Den Haag,'s-Gravenhage,Zuid-Holland,
5,1061VX,52.366858288616,4.8406520658433,Derkinderenstraat 90 - 220 ,020,1061,Overtoomse Veld Noord,Overtoomse Veld,Amsterdam,Amsterdam,Noord-Holland,
6,2563AA,52.080237901726,4.2807956705419,Laan van Meerdervoort 211 - 231 ,070,2563,Sweelinckplein en omgeving,Wijk 11 Duinoord,Den Haag,'s-Gravenhage,Zuid-Holland,
7,1082SV,52.334081589494,4.8737994700028,Wedderborg 1 - 47 ,020,1082,Gelderlandpleinbuurt,Buitenveldert-West,Amsterdam,Amsterdam,Noord-Holland,
8,3314CV,51.795994653858,4.6575382271123,Zuidendijk 189 - 225 ,078,3314,Zuidendijk,Wijk 03 Oud Krispijn,Dordrecht,Dordrecht,Zuid-Holland,
9,2311SB,52.157018619294,4.4893122507508,Zuidendijk 189 - 225 ,071,2311,Pieterswijk,Binnenstad-Zuid,Leiden,Leiden,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
10,1071GD,52.35587669901,4.8682195936988,Van Eeghenstraat 185 - 199 ,020,1071,Cornelis Schuytbuurt,Museumkwartier,Amsterdam,Amsterdam,Noord-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
11,2597GD,52.105053107307,4.329123083244,Cees Laseurlaan 165 - 205 ,070,2597,Duinzigt,Wijk 04 Benoordenhout,Den Haag,'s-Gravenhage,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
12,2513RW,52.078334743979,4.2949662005947,Helmersstraat 57 - 107 ,070,2513,Zeeheldenkwartier,Wijk 22 Zeeheldenkwartier,Den Haag,'s-Gravenhage,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
13,3062KC,51.921185146627,4.5142150693102,Polanenstraat 2 - 16 ,010,3062,Kralingen Oost,Kralingen-Crooswijk,Rotterdam,Rotterdam,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
14,2132DL,52.303591311055,4.6927074398915,Marktlaan 1 - 31 ,023,2132,Hoofddorp Zuid,Hoofddorp,Hoofddorp,Haarlemmermeer,Noord-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
15,2713GN,52.051922038841,4.4808572460391,Stadhoudersring 392 - 460 ,079,2713,Driemanspolder,Centrum,Zoetermeer,Zoetermeer,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
16,3811JW,52.158134729961,5.3948170448046,Oliesteeg 1 - 36 ,033,3811,Coninckstraat,Wijk 01 Stadskern,Amersfoort,Amersfoort,Utrecht,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
17,2351AK,52.150251815747,4.5233625298842,Hoofdstraat 24 - 40 ,071,2351,Kerkwijk,Wijk 00,Leiderdorp,Leiderdorp,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
18,3706BW,52.098918186747,5.2140134741893,Bachlaan 59 - 109 ,030,3706,Mooi Zeist,Wijk 02 Zeist-Noord,Zeist,Zeist,Utrecht,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
19,1971DM,52.461575214,4.6268134288738,Gjertsenstraat 1 - 20 ,0255,1971,Lagersbuurt,Wijk 01 IJmuiden-Noord,IJmuiden,Velsen,Noord-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
20,6211PW,50.849177578434,5.6822658843067,Herdenkingsplein 2 - 12 ,043,6211,Kommelkwartier,Wijk 00 Centrum,Maastricht,Maastricht,Limburg,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
21,5658GE,51.438136996611,5.4162445740428,Grasmier 1 - 36 ,040,5658,Grasrijk,Wijk 16 Stadsdeel Strijp,Eindhoven,Eindhoven,Noord-Brabant,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
22,1016BC,52.368481888756,4.8871257060839,Herengracht 371 - 395 ,020,1016,Leidsegracht Noord,Grachtengordel-West,Amsterdam,Amsterdam,Noord-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
23,1012PZ,52.374563968971,4.8923781470917,Blaeu Erf 5 - 12 ,020,1012,Nieuwe Kerk e.o.,Burgwallen-Nieuwe Zijde,Amsterdam,Amsterdam,Noord-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
24,3014GM,51.920452926123,4.471293046434,Westersingel 1 - 10 ,010,3014,Cool,Rotterdam Centrum,Rotterdam,Rotterdam,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
25,2521CJ,52.061080370933,4.3109580737011,Waldorpstraat 215 - 507 ,070,2521,Laakhaven-West,Wijk 38 Laakkwartier en Spoorwijk,Den Haag,'s-Gravenhage,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
26,2522EG,52.060578212789,4.3285777974007,Lorentzplein 62 - 69 ,070,2522,Noordpolderbuurt,Wijk 38 Laakkwartier en Spoorwijk,Den Haag,'s-Gravenhage,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
27,3052SR,51.950881695491,4.470861060514,Wilgenplaslaan 370 - 416 ,010,3052,Schiebroek,Hillegersberg-Schiebroek,Rotterdam,Rotterdam,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
28,4819BE,51.575945027914,4.7727764433308,Boeimeerlaan 2 - 24 ,076,4819,Boeimeer,Breda Zuid,Breda,Breda,Noord-Brabant,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
29,6541NV,51.845506067403,5.8464494140567,Zwaluwstraat 153 - 191 ,024,6541,Biezen,Wijk 03 Nijmegen-Oud-West,Nijmegen,Nijmegen,Gelderland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
30,1181TZ,52.307198461164,4.8536084787758,Heemraadschapslaan 1 - 59 ,020,1181,Elsrijk West,Elsrijk,Amstelveen,Amstelveen,Noord-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
31,3073BZ,51.890283939722,4.4974824594335,Lange Hilleweg 220 - 462 ,010,3073,Bloemhof,Feijenoord,Rotterdam,Rotterdam,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
32,7514BH,52.224497408926,6.8920062783481,Deurningerstraat 2 - 20 ,053,7514,"Lasonder, Zeggelt",Wijk 00 Binnensingelgebied,Enschede,Enschede,Overijssel,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
33,1186XP,52.280664919945,4.8668258744694,Turfschip 110 - 142 ,020,1186,Punterbuurt,"Waardhuizen, Middenhoven",Amstelveen,Amstelveen,Noord-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
34,1106KH,52.296603195958,4.9666719678814,Millingenhof 107 - 123 ,020,1106,Reigersbos Noord,Holendrecht/Reigersbos,Amsterdam,Amsterdam,Noord-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
35,6702AE,51.964897288989,5.6552066131213,Troelstraweg 7 - 43 ,0317,6702,Nude-buurt,Nude,Wageningen,Wageningen,Gelderland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
36,5507MZ,51.425204582429,5.3694931891349,Blauwe Kei 22 - 37 ,040,5507,Oerle,Wijk 02 Oerle,Veldhoven,Veldhoven,Noord-Brabant,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
37,3708HP,52.072812058485,5.2621318427172,Anna Paulownalaan 141 - 160 ,030,3708,Kerckebosch,"Wijk 04 Zeist-Oost, Zeister Bos en omgeving",Zeist,Zeist,Utrecht,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
38,1816ND,52.629372381375,4.7205715792573,Aert de Gelderlaan 182 - 216 ,072,1816,De Hoef III en IV,West,Alkmaar,Alkmaar,Noord-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
39,3051EV,51.943806181743,4.4761399333729,Willem de Rijkestraat 1 - 68 ,010,3051,Hillegersberg Zuid,Hillegersberg-Schiebroek,Rotterdam,Rotterdam,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
40,3111PK,51.918162743035,4.3961728922463,Oude Sluis 3 - 19 ,010,3111,Brandersbuurt,Wijk 02 Tussen Havens en Grachten,Schiedam,Schiedam,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
41,5211XH,51.692368834501,5.3034725736586,Oude Sluis 3 - 19 ,073,5211,Binnenstad-Centrum,Binnenstad,'s-Hertogenbosch,'s-Hertogenbosch,Noord-Brabant,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
42,1053NX,52.363944273638,4.8608795537173,Lootsstraat 4 - 24 ,020,1053,Lootsbuurt,Van Lennepbuurt,Amsterdam,Amsterdam,Noord-Holland,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
43,1325TZ,52.357559747616,5.2413803375603,Fellinilaan 384 - 426 ,036,1325,Filmwijk,Wijk 02 Almere Stad,Almere,Almere,Flevoland,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
44,1079HE,52.341959315957,4.9071286547935,Rijnstraat 183 - 205 ,020,1079,Rijnbuurt Oost,Rijnbuurt,Amsterdam,Amsterdam,Noord-Holland,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
45,6846ZC,51.953715354761,5.8511336230313,Helenastraat 3 - 99 ,026,6846,Schuytgraaf-Centrum,Schuytgraaf,Arnhem,Arnhem,Gelderland,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
46,1091TM,52.35044696142,4.9134059176776,Overamstelstraat 19 - 131 ,020,1091,Weesperzijde Midden/Zuid,Weesperzijde,Amsterdam,Amsterdam,Noord-Holland,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
47,2561TS,52.076311755251,4.2777992398364,Daguerrestraat 179 - 201 ,070,2561,Valkenboskwartier,Wijk 20 Valkenboskwartier,Den Haag,'s-Gravenhage,Zuid-Holland,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
48,5212VB,51.695868806104,5.3053596030633,Citadellaan 57 - 105 ,073,5212,De Muntel,Muntel / Vliert,'s-Hertogenbosch,'s-Hertogenbosch,Noord-Brabant,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
49,2315KW,52.160310928061,4.5072863103253,Munnikenstraat 79 - 97 ,071,2315,De Waard,Binnenstad-Noord,Leiden,Leiden,Zuid-Holland,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
50,1066RC,52.345606806072,4.8106857366422,Belgiëplein 1 - 111 ,020,1066,Belgiëplein e.o.,Sloter-/Riekerpolder,Amsterdam,Amsterdam,Noord-Holland,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
51,2801VA,52.010919980655,4.7047573639614,Nonnenwater 1 - 20 ,0182,2801,Raam e.o.,Binnenstad,Gouda,Gouda,Zuid-Holland,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
52,5038TT,51.55458469882,5.0789111045876,Lange Schijfstraat 80 - 135 ,013,5038,Sint Anna Noord,Sint Anna,Tilburg,Tilburg,Noord-Brabant,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
53,4813ED,51.576671277451,4.7406783047019,Dreef 1 - 49 ,076,4813,Princenhage,Breda West,Breda,Breda,Noord-Brabant,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
54,1315BV,52.368267885054,5.2168616452704,Koperslagerhof 22 - 34 ,036,1315,Centrum Almere Stad,Wijk 02 Almere Stad,Almere,Almere,Flevoland,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
55,2312VT,52.160729250869,4.4955926035257,Koperslagerhof 22 - 34 ,071,2312,Marewijk,Binnenstad-Noord,Leiden,Leiden,Zuid-Holland,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
56,5612HD,51.450808466774,5.465113301396,Boschdijk 259 - 295 ,040,5612,Limbeek-Noord,Wijk 14 Stadsdeel Woensel-Zuid,Eindhoven,Eindhoven,Noord-Brabant,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
57,5038AD,51.555486642285,5.0827940951261,Heuvelstraat 105 - 159 ,013,5038,Binnenstad West,Binnenstad,Tilburg,Tilburg,Noord-Brabant,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
58,2515AB,52.075647304527,4.3272742608183,Maasstraat 255 - 309 ,070,2515,Rivierenbuurt-Noord,Wijk 27 Stationsbuurt,Den Haag,'s-Gravenhage,Zuid-Holland,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
59,5038HK,51.559903416894,5.0749190777951,Buxusplaats 5 - 151 ,013,5038,Bomenbuurt Oost,Noordhoek,Tilburg,Tilburg,Noord-Brabant,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
60,1171VN,52.340432890334,4.7800218660975,Einsteinlaan 1 - 47 ,020,1171,Badhoevedorp West,Badhoevedorp,Badhoevedorp,Haarlemmermeer,Noord-Holland,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
61,9743AD,53.228609249301,6.5335757599876,Friesestraatweg 203 - 219 ,050,9743,Friesestraatweg,Nieuw-West,Groningen,Groningen,Groningen,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
62,2282HS,52.047098037562,4.3336771947033,Jacob van Offwegenlaan 44 - 78 ,070,2282,Rembrandtkwartier,Wijk 02,Rijswijk,Rijswijk,Zuid-Holland,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
63,5611XK,51.439277946369,5.4726940297488,Lichtstraat 488 - 600 ,040,5611,Witte Dame,Wijk 11 Stadsdeel Centrum,Eindhoven,Eindhoven,Noord-Brabant,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
64,4707CR,51.520252287832,4.4735652763084,Lindenburg 1 - 127 ,0165,4707,Langdonk-Oost,Wijk 05 Langdonk,Roosendaal,Roosendaal,Noord-Brabant,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
65,2562CX,52.074902945907,4.2831765035971,Regentesselaan 159 - 199 ,070,2562,Rond de Energiecentrale,Wijk 21 Regentessekwartier,Den Haag,'s-Gravenhage,Zuid-Holland,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
66,5213AP,51.69629731369,5.3245420830236,Graafseweg 178 - 198 ,073,5213,Graafsebuurt-Noord,Graafsepoort,'s-Hertogenbosch,'s-Hertogenbosch,Noord-Brabant,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
67,1811LW,52.632585503563,4.7508750313893,Pieterstraat 1 - 18 ,072,1811,Binnenstad-West,Centrum,Alkmaar,Alkmaar,Noord-Holland,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
68,5014MG,51.571163959686,5.0941612784086,Van Goorstraat 2 - 36 ,013,5014,Hoefstraat Zuid,Groeseind-Hoefstraat,Tilburg,Tilburg,Noord-Brabant,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
69,5629MP,51.485921404096,5.4740541206096,Shakespearelaan 1 - 56 ,040,5629,Blixembosch-Oost,Wijk 15 Stadsdeel Woensel-Noord,Eindhoven,Eindhoven,Noord-Brabant,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
70,1073VD,52.354032937539,4.9003322411705,Sint Willibrordusstraat 56 - 78 ,020,1073,Van der Helstpleinbuurt,Nieuwe Pijp,Amsterdam,Amsterdam,Noord-Holland,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
71,9725LB,53.207770704792,6.571763231489,Fongersplaats 27 - 41 ,050,9725,Rivierenbuurt,Oud-Zuid,Groningen,Groningen,Groningen,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
72,1071CG,52.359350832301,4.876911025307,Pieter Cornelisz. Hooftstraat 144 - 154 ,020,1071,Concertgebouwbuurt,Museumkwartier,Amsterdam,Amsterdam,Noord-Holland,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
73,2023EM,52.393923234433,4.6322260329417,Jelgersmastraat 1 - 23 ,023,2023,Kleverpark-noord,Ter Kleefkwartier,Haarlem,Haarlem,Noord-Holland,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
74,1054AC,52.365302310434,4.878359256294,Nassaukade 370 - 377 ,020,1054,Helmersbuurt Oost,Helmersbuurt,Amsterdam,Amsterdam,Noord-Holland,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
75,1271CE,52.296868696964,5.2295336414613,Naarderstraat 1 - 42 ,035,1271,Westereng,Wijk 01 Westereng,Huizen,Huizen,Noord-Holland,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
76,5331KJ,51.77462340121,5.315598319816,Hoorzik 21 - 45 ,0418,5331,"Verspreide huizen Kerkdriel, Berm en Hoorzik",Wijk 00 Kerkdriel,Kerkdriel,Maasdriel,Gelderland,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
77,8033CC,52.536389855375,6.1099988938687,Baaksebeek 2 - 36 ,038,8033,Aalanden-Oost,Wijk 31 Aalanden,Zwolle,Zwolle,Overijssel,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
78,1021JC,52.385537626084,4.9180923071816,Meeuwenlaan 167 - 185 ,020,1021,Vogelbuurt Zuid,IJplein/Vogelbuurt,Amsterdam,Amsterdam,Noord-Holland,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
79,1073XW,52.357074483607,4.8942635764767,Tweede Jacob van Campenstraat 86 - 102 ,020,1073,Gerard Doubuurt,Oude Pijp,Amsterdam,Amsterdam,Noord-Holland,"
Duizenddraadsteeg 1 - 6 

Dullebakkersteeg 5 - 9 

Van der Werfstraat 29 - 41 

"
80,7511JG,52.220903189662,6.8922621320633,Tweede Jacob van Campenstraat 86 - 102 ,053,7511,City,Wijk 00 Binnensingelgebied,Enschede,Enschede,Overijssel,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
81,2014CK,52.3780221852,4.6134054081389,Lorentzkade 360 - 390 ,023,2014,Zeeheldenbuurt,Houtvaartkwartier,Haarlem,Haarlem,Noord-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
82,2225EV,52.202620427647,4.4030513890618,Voorstraat 102 - 116 ,071,2225,Midden,Katwijk aan Zee,Katwijk,Katwijk,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
83,6531HK,51.83072565265,5.8452441633468,Groenestraat 245 - 277 ,024,6531,Hazenkamp,Wijk 05 Nijmegen-Midden,Nijmegen,Nijmegen,Gelderland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
84,2133KG,52.314872526724,4.6667834920632,Stoholm 167 - 225 ,023,2133,Hoofddorp Bornholm West,Hoofddorp,Hoofddorp,Haarlemmermeer,Noord-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
85,1057RP,52.368421510015,4.8510982583534,Van Spilbergenstraat 140 - 160 ,020,1057,Orteliusbuurt Midden,Hoofdweg e.o.,Amsterdam,Amsterdam,Noord-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
86,3132WD,51.915535617912,4.3231315290995,van der Werffstraat 52 - 90 ,010,3132,Wetering,Westwijk,Vlaardingen,Vlaardingen,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
87,5014LV,51.569429064101,5.087806098248,Groeseindstraat 49 - 99 ,013,5014,Sint Pieterspark,Groeseind-Hoefstraat,Tilburg,Tilburg,Noord-Brabant,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
88,3037BH,51.936320734927,4.4716709315316,Bergselaan 141 - 153 ,010,3037,Liskwartier,Noord,Rotterdam,Rotterdam,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
89,1181AW,52.317182241427,4.8604163896462,Hendrik van Borsselenkade 1 - 14 ,020,1181,Randwijck West,Randwijck,Amstelveen,Amstelveen,Noord-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
90,3038TC,51.935869466319,4.4645829307534,Borgesiusstraat 31 - 45 ,010,3038,Bergpolder,Noord,Rotterdam,Rotterdam,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
91,3011PT,51.922255301196,4.4920274967254,Hoogstraat 56 - 100 ,010,3011,Stadsdriehoek,Rotterdam Centrum,Rotterdam,Rotterdam,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
92,1098NM,52.352664245409,4.9420824222043,Faradaystraat 1 - 12 ,020,1098,Middenmeer Zuid,Middenmeer,Amsterdam,Amsterdam,Noord-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
93,7543CT,52.206620594361,6.8736606560977,Frederikastraat 51 - 93 ,053,7543,Boswinkel-De Braker,Wijk 02 Boswinkel - Stadsveld,Enschede,Enschede,Overijssel,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
94,6224DD,50.844575787634,5.719411568855,Dokter Nevenstraat 1 - 5 ,043,6224,Scharn,Wijk 04 Buitenwijk Oost,Maastricht,Maastricht,Limburg,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
95,3028AM,51.917057074135,4.421579847648,Franselaan 198 - 212 ,010,3028,Oud Mathenesse,Delfshaven,Rotterdam,Rotterdam,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
96,1012RR,52.372253869638,4.8903394000826,Nieuwezijds Voorburgwal 226 - 252 ,020,1012,Spuistraat Zuid,Burgwallen-Nieuwe Zijde,Amsterdam,Amsterdam,Noord-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
97,1017TJ,52.360233573207,4.8934802028743,Fokke Simonszstraat 44 - 70 ,020,1017,Weteringbuurt,De Weteringschans,Amsterdam,Amsterdam,Noord-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
98,5041JM,51.568257688489,5.0728408530359,Kwaadeindstraat 2 - 82 ,013,5041,Bouwmeestersbuurt Noord,Bouwmeester,Tilburg,Tilburg,Noord-Brabant,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
99,6826LD,51.984322393496,5.9508548860005,Gamerslagplein 124 - 162 ,026,6826,Winkelcentrum,Presikhaaf-Oost,Arnhem,Arnhem,Gelderland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
100,1071KJ,52.354316482736,4.8769562708937,Jacob Obrechtstraat 53 - 73 ,020,1071,Hondecoeterbuurt,Museumkwartier,Amsterdam,Amsterdam,Noord-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
101,1083DB,52.3251605977,4.8811175279914,Kanteel 29 - 76 ,020,1083,Buitenveldert Zuidoost,Buitenveldert-Oost,Amsterdam,Amsterdam,Noord-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
102,3823DM,52.187780481149,5.392408834463,Hugo de Vries-serre 1 - 16 ,033,3823,Gesloten Stad,Wijk 21 Kattenbroek,Amersfoort,Amersfoort,Utrecht,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
103,6415PX,50.897362170605,5.9814066271902,Schandelerboord 1 - 15 ,045,6415,Burettestraat en omgeving,Wijk 32 Meezenbroek-Schaesbergerveld,Heerlen,Heerlen,Limburg,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
104,2512CB,52.075073977572,4.310150476012,Lutherse Burgwal 1 - 44 ,070,2512,Zuidwal,Wijk 28 Centrum,Den Haag,'s-Gravenhage,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
105,2611GP,52.011219434373,4.3582362451235,Markt 1 - 31 ,015,2611,Centrum,Wijk 11 Binnenstad,Delft,Delft,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
106,1811AJ,52.627370340075,4.7523310064314,Oosterburgstraat 1 - 25 ,072,1811,Binnenstad-Oost,Centrum,Alkmaar,Alkmaar,Noord-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
107,2526KL,52.070490811586,4.3023753992781,Herderslaan 1 - 47 ,070,2526,Schildersbuurt-Noord,Wijk 29 Schildersbuurt,Den Haag,'s-Gravenhage,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
108,5021WP,51.548079445249,5.0777576667298,Trouwlaan 148 - 196 ,013,5021,Trouwlaan,Trouwlaan - Uitvindersbuurt,Tilburg,Tilburg,Noord-Brabant,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
