city,latitude,longitude,Provincie,population
Nieuwe Park Oost,52.94976,4.78517,Zuid-Holland,
Nes e.o.,-53.15712,-70.90104,Noord-Holland,
Gildebuurt,51.45024,5.47531,Noord-Brabant,
Bato's Wijk,51.9826,5.84415,Gelderland,
Volgerlanden-West,51.83274,4.64403,Zuid-Holland,
Oost West en Middelbeers,51.47013,5.25563,Noord-Brabant,
Oudenhof,51.87678,5.27784,Zuid-Holland,
Schoterveld,52.19369,4.75795,Zuid-Holland,
Bergse Plaat,51.47678,4.27169,Noord-Brabant,
Hillegersberg Noord,51.94089,4.47138,Zuid-Holland,
Westelijke eilanden,52.3876,4.88842,Noord-Holland,
Theereheide,51.64138,5.33416,Noord-Brabant,
De Wolden,52.70559,6.33895,Drenthe,
Villawijk-Zuid,51.50027,5.4161,Zuid-Holland,
Midden-Drenthe,52.87062,6.56806,Drenthe,
Hoornes-West,52.20442,4.42562,Zuid-Holland,
Oudwijk,52.08918,5.13627,Utrecht,
Steendijkpolder Zuid,51.93878,4.22576,Zuid-Holland,
Zeeheldenbuurt,52.38933,4.88824,Groningen,
Zeeheldenbuurt,52.38933,4.88824,Noord-Brabant,
Zeeheldenbuurt,52.38933,4.88824,Friesland,
Zeeheldenbuurt,52.38933,4.88824,Noord-Holland,
Noordgeest,51.50988,4.28444,Noord-Brabant,
Verzetswijk,52.37924,5.24252,Flevoland,
Rijnstraat,53.20585,6.56535,Gelderland,
Bentveld,52.36577,4.57056,Noord-Holland,
Oosterflank,51.94627,4.563,Zuid-Holland,
Oud-Rijswijk,52.05568,4.33498,Zuid-Holland,
Katerveer-Engelse Werk,52.49809,6.06727,Overijssel,
Zuilen-Noord,51.57909,4.74307,Utrecht,
Wezep,52.45438,6.00311,Gelderland,
Wittevrouwenveld,50.85325,5.7163,Limburg,
Ramplaankwartier,52.38563,4.60548,Noord-Holland,
Hoofddorp Oost,52.29724,4.67021,Noord-Holland,
Noordoostpolder,52.72644,5.70361,Flevoland,
Burghplan,51.42782,5.50665,Noord-Brabant,
Morgenstond-Zuid,52.04525,4.28146,Zuid-Holland,
Ruimzicht-West,52.36207,4.80687,Noord-Holland,
Vreewijk,51.88714,4.50649,Zuid-Holland,
Noordereiland,51.91301,4.49434,Zuid-Holland,
Noordereiland,51.91301,4.49434,Overijssel,
Nieuw-Weerdinge,52.8574,6.98781,Drenthe,
Benedenstad,51.84883,5.86507,Zuid-Holland,
Benedenstad,51.84883,5.86507,Gelderland,
Bloemenwijk,51.98288,4.46304,Zuid-Holland,
Rotterdamsedijk,51.91423,4.41277,Zuid-Holland,
Schiemond,51.90346,4.44326,Zuid-Holland,
Delfzijl-Centrum,52.37181,5.21517,Groningen,
Componistenwijk,51.73569,4.43491,Utrecht,
Godlinze,53.3726,6.81467,Groningen,
Marslanden,52.58065,6.60608,Overijssel,
Vollenhove,52.68073,5.94911,Utrecht,
Krimpenerwaard,51.95574,4.75785,Zuid-Holland,
Bosrand,52.36435,6.66057,Zuid-Holland,
Westbroekpark,52.10425,4.29071,Zuid-Holland,
Columbusweg,52.1601,5.4037,Utrecht,
Florapark,51.83592,5.84156,Noord-Holland,
Buitengebied,53.22511,5.75654,Zuid-Holland,
Buitengebied,53.22511,5.75654,Noord-Holland,
Delfshaven,51.90999,4.4457,Zuid-Holland,
Koekange,52.70178,6.31802,Drenthe,
Valkenboskwartier,52.07259,4.27349,Zuid-Holland,
Pancras-West,52.15851,4.49549,Zuid-Holland,
Kronenburg,51.95693,5.89243,Noord-Holland,
Kronenburg,51.95693,5.89243,Gelderland,
Columbuskwartier,52.35303,5.14359,Flevoland,
Kemperkoul,50.99665,5.89728,Limburg,
De Pol,52.82227,6.08458,Utrecht,
Stichtse Vecht,52.20301,4.99484,Utrecht,
Kop van Zuid,51.90725,4.49694,Zuid-Holland,
Broekhoven I,51.54551,5.09334,Noord-Brabant,
Zwaanstraat,51.45169,5.44925,Noord-Brabant,
Wisselaar,51.6131,4.78391,Noord-Brabant,
De Leijen,52.72999,4.86944,Utrecht,
Husken,50.9013,5.95354,Limburg,
Centrum Ede,52.12697,5.75613,Gelderland,
Schutsboom,51.46155,5.62283,Noord-Brabant,
Heuvel,51.39514,5.28937,Noord-Brabant,
Schilderskwartier,52.1439,5.04255,Noord-Holland,
Schilderskwartier,52.1439,5.04255,Utrecht,
Dalem Zuid II,51.82452,5.00807,Noord-Brabant,
Eekmaat West,52.21491,6.9419,Overijssel,
De Zuid,52.09457,4.26168,Noord-Holland,
Riekerpolder,52.34088,4.82491,Noord-Holland,
Sint Maartenspoort,50.85285,5.70071,Limburg,
Beitel,50.8497,6.00891,Limburg,
Velden-Oost,51.83365,5.8677,Limburg,
Oud Charlois,51.88891,4.46629,Zuid-Holland,
Oolder Veste,51.17806,5.96125,Limburg,
Kruidenhof,52.33367,4.9566,Noord-Holland,
Willemsparkbuurt Noord,52.35334,4.86278,Noord-Holland,
Leimuiderbrug,52.23114,4.66964,Noord-Holland,
Boswinkel-De Braker,52.20724,6.87752,Overijssel,
Oldambt,53.22234,7.06898,Groningen,
Hillegersberg Zuid,51.95491,4.49286,Zuid-Holland,
Centrum Oost,52.71715,5.75839,Utrecht,
Voordijk,51.70815,5.22547,Zuid-Holland,
Rhynenburch,52.1275,4.58811,Zuid-Holland,
Gageldonk-West,52.1847,5.38774,Noord-Brabant,
Kern,52.09831,5.12823,Zuid-Holland,
De Haverleij,51.7255,5.24867,Noord-Brabant,
Driebergseweg,52.07761,5.24268,Utrecht,
Oud-Caberg,50.86559,5.66366,Limburg,
Heerlen-Centrum,50.88402,5.97105,Limburg,
Vruchtenbuurt,52.06691,4.25435,Zuid-Holland,
Caberg,50.8594,5.67122,Limburg,
Transwijk-Zuid,52.07985,5.09216,Utrecht,
Kluis,51.79414,5.84984,Limburg,
Fellenoord,51.4442,5.4766,Noord-Brabant,
Rijnoord,52.14382,4.66073,Zuid-Holland,
West-Graftdijk,52.55432,4.79596,Noord-Holland,
Daalhof,50.84132,5.6537,Limburg,
Leeuwesteyn,52.09051,5.07536,Utrecht,
Boschrand,52.67562,4.69863,Noord-Holland,
Randstad,52.37804,5.22607,Flevoland,
Rochusbuurt,51.43212,5.48779,Noord-Brabant,
Hatertse Hei,51.81694,5.84844,Gelderland,
De Camp,52.16142,4.48819,Zuid-Holland,
Spiegelzicht,52.27444,5.04769,Noord-Holland,
Paauwenburg Zuidoost,51.4599,3.55506,Zeeland,
L-buurt,52.70564,5.05788,Noord-Holland,
Oud-Clingendaal,52.11442,4.37706,Zuid-Holland,
Zwartenhoek,51.24747,3.85455,Zuid-Holland,
Eijsden-Margraten,50.80499,5.76828,Limburg,
Cromvliet,52.05934,4.33979,Zuid-Holland,
Florabuurt,53.22633,6.59012,Zuid-Holland,
Rijnsoever-Noord,52.20887,4.43073,Zuid-Holland,
Wormerhoek,51.94215,4.602,Zuid-Holland,
Getfert,52.21283,6.89249,Overijssel,
Pieterswijk,52.15827,4.48869,Zuid-Holland,
Hatert,51.80711,5.8263,Gelderland,
Bavel,51.56568,4.8297,Noord-Brabant,
Centrum-Zuid,51.82372,4.41298,Zuid-Holland,
Lijnse Hoek Oost,51.57408,5.09229,Noord-Brabant,
Goes-West,51.50345,3.8803,Zeeland,
Julianadorp,52.8907,4.74461,Noord-Holland,
Landlust Noord,52.37978,4.85876,Noord-Holland,
Voorburg,52.07032,4.35586,Zuid-Holland,
Strand en Duin,51.7357,3.82755,Zuid-Holland,
Het Nieuwe water,51.93156,4.24042,Zuid-Holland,
De Vissen,52.06429,4.41386,Zuid-Holland,
Mr. Th. Heemskerklaan,52.14918,5.35936,Utrecht,
Delfgauw,52.00958,4.39564,Zuid-Holland,
Batau Noord,52.04432,5.07309,Utrecht,
Zuid II,51.88564,4.48775,Noord-Holland,
Renkum,51.99168,5.79169,Gelderland,
Wildeman,52.36464,4.79704,Noord-Holland,
Zeeenbuurt,52.49573,5.49178,Flevoland,
De Muntel,51.69395,5.30987,Noord-Brabant,
Maasgouw,51.15771,5.89455,Limburg,
Witte Dame,51.43972,5.47476,Noord-Brabant,
Burgwal,52.70005,5.27902,Noord-Holland,
Doornbos-Linie,51.59882,4.79493,Noord-Brabant,
Burgemeesterskwartier,52.62143,4.73656,Noord-Holland,
F-buurt,52.31846,4.95722,Noord-Holland,
Crabbehof-Zuid,51.79112,4.66462,Zuid-Holland,
De Hofstad,51.69015,5.31586,Noord-Brabant,
Eikenburg,51.41213,5.48629,Noord-Brabant,
Hoornse Meer,53.18785,6.55686,Groningen,
Raadhuiskwartier,52.23138,5.17198,Noord-Holland,
Raadhuiskwartier,52.23138,5.17198,Zuid-Holland,
Dijkzigt,51.91244,4.47131,Zuid-Holland,
Driemanspolder,52.04845,4.4773,Zuid-Holland,
Buurt 3,52.70788,5.05781,Noord-Holland,
Sion,52.01689,4.32855,Zuid-Holland,
Kronehoef,51.45517,5.46829,Noord-Brabant,
Hoornwerk,50.85317,5.67502,Overijssel,
De Vliert,51.69914,5.312,Noord-Brabant,
Erenstein,50.87266,6.06309,Limburg,
Reehorst,52.13209,5.59095,Gelderland,
Schreurserve,52.23262,6.90996,Overijssel,
Kleurenbuurt,52.04136,4.31228,Zuid-Holland,
Kortvoort,52.31454,4.97133,Noord-Holland,
Palenstein,52.05969,4.50642,Zuid-Holland,
Pendrecht,51.87274,4.47003,Zuid-Holland,
Emmeloord-Espelervaart-Bergenbuurt,52.71105,5.74097,Flevoland,
Vossepark,53.2019,5.78071,Friesland,
Achter den Winkel,50.88812,6.01335,Limburg,
Wormerland,52.50555,4.85934,Noord-Holland,
Loenermark,52.39897,4.93144,Noord-Holland,
Steenbergen-Noord,51.60329,4.30925,Noord-Brabant,
Fascinatio-west,51.91718,4.53749,Zuid-Holland,
Stervoorde,52.02873,4.31177,Zuid-Holland,
Binckhorst,52.06768,4.34006,Zuid-Holland,
Veller,52.12812,5.59646,Gelderland,
Molenlanden,51.8915,4.8365,Zuid-Holland,
Absdaalseweg,51.27527,4.03813,Zeeland,
Sittard-Centrum,50.99732,5.88922,Limburg,
Duttendel,52.10744,4.30543,Zuid-Holland,
Vogelkwartier,52.19964,5.96654,Gelderland,
Bospolder,51.90898,4.44278,Zuid-Holland,
D'Ekker,51.41351,5.40399,Noord-Brabant,
Emmen-Centrum,52.75826,6.89341,Drenthe,
Hoofddorp Noord,52.31244,4.69193,Noord-Holland,
De Krim,52.65074,6.61856,Noord-Holland,
Rietlanden,52.7473,6.89124,Noord-Holland,
De Rietvink,52.85459,5.91238,Zuid-Holland,
Noord,52.40174,4.91535,Noord-Holland,
Heugemerveld,50.84298,5.70944,Limburg,
Schoot,51.40165,5.3791,Noord-Brabant,
Hoornplantsoen,52.19835,5.43151,Utrecht,
Transvaalbuurt,52.35386,4.92017,Gelderland,
Geuzenwijk,52.10782,5.09817,Utrecht,
Noordeinde,52.57013,4.84392,Zuid-Holland,
Looiakkers,51.42646,5.48311,Noord-Brabant,
Baambrugge,52.2476,4.99084,Utrecht,
Den Hoorn,53.02532,4.75271,Zuid-Holland,
Tegelarijeveld-Broekhin,51.20318,6.01511,Limburg,
Oostendam,51.84909,4.64374,Zuid-Holland,
Hoogvliet Zuid,51.86529,4.36411,Zuid-Holland,
Nijrees,52.33528,6.66663,Overijssel,
Hemelrijken,51.44909,5.47077,Noord-Brabant,
Haaswijk-West,51.80022,4.70191,Zuid-Holland,
Zestienhoven,51.95612,4.43927,Zuid-Holland,
Langerhuize,52.295,4.87796,Noord-Holland,
Lewenborg-Noord,53.23864,6.62144,Groningen,
Hollands Kroon,52.87595,4.9655,Noord-Holland,
Laanhuizen,53.2088,6.55315,Groningen,
Haarlemmerbuurt West,52.38244,4.88719,Noord-Holland,
Weert-Centrum,51.25723,5.68771,Limburg,
Europakwartier,52.34642,5.15446,Flevoland,
Zandvoortselaan,52.3666,4.5466,Noord-Holland,
Landerd,51.70926,5.65086,Noord-Brabant,
Earnewâld,53.13223,5.94065,Friesland,
Schildersbuurt-West,53.21701,6.55206,Zuid-Holland,
Pathmos,52.21328,6.87641,Overijssel,
Havenbuurt,52.95727,4.77559,Zuid-Holland,
Bosch en Duin,52.11156,5.23792,Utrecht,
Stationsbuurt,52.07169,4.31808,Noord-Holland,
Stationsbuurt,52.07169,4.31808,Overijssel,
Stationsbuurt,52.07169,4.31808,Zuid-Holland,
De Bongerd,52.41673,4.90953,Noord-Holland,
Sint Pieterspark,51.5719,5.08712,Noord-Brabant,
Galgenveld,51.83405,5.86529,Drenthe,
Galgenveld,51.83405,5.86529,Gelderland,
Bernheze,51.68353,5.52124,Noord-Brabant,
De Goede Hoop,51.79447,4.4889,Noord-Holland,
Duin,51.60812,5.47168,Flevoland,
Kop van Oost,53.21727,6.58375,Groningen,
Laan van Spartaan,52.37382,4.83682,Noord-Holland,
Boomberg,52.02087,5.7007,Noord-Holland,
De Hoogte,53.23352,6.56136,Groningen,
Ministerbuurt,52.03452,4.30811,Zuid-Holland,
Grasrijk,51.43659,5.41616,Noord-Brabant,
Oosteinde,53.41379,6.79321,Noord-Holland,
Ertveld,51.7038,5.29618,Noord-Brabant,
Broerswetering,52.25295,5.37602,Utrecht,
Farmsum,53.32266,6.92862,Groningen,
De Noord,51.92051,4.39699,Zuid-Holland,
De Noord,51.92051,4.39699,Noord-Holland,
Bloemhof,51.89457,4.49946,Zuid-Holland,
Goeree-Overflakkee,51.75129,4.13577,Zuid-Holland,
Geenhoven,51.35872,5.44977,Noord-Brabant,
Kleurenbuurt Zuid,52.04136,4.31228,Noord-Brabant,
Kerkelanden,52.21374,4.93557,Noord-Holland,
Nazareth,50.86356,5.71401,Limburg,
Stripheldenbuurt,52.40337,5.31919,Flevoland,
Watervogelbuurt,52.07857,5.12728,Utrecht,
Het Hogeland,53.41292,6.50573,Groningen,
Durgerdam,52.37794,4.99049,Noord-Holland,
De Kieviet,52.12539,4.36152,Zuid-Holland,
Arendsdorp,52.09289,4.31752,Zuid-Holland,
Zeeheldenkwartier,52.08088,4.29605,Zuid-Holland,
Zeeheldenkwartier,52.08088,4.29605,Noord-Holland,
Kwakkenberg,51.82879,5.89712,Gelderland,
Sluis,51.32566,3.51663,Zeeland,
Klingelbeek,51.98238,5.87224,Gelderland,
Station,52.25914,4.64485,Noord-Brabant,
Zuidpolder Oude Leede,51.99431,4.44022,Zuid-Holland,
Hogewey Noord,51.61489,5.14888,Noord-Holland,
Eendrachtspark,52.38134,4.81009,Noord-Holland,
Fokkesteeg,52.01554,5.09335,Utrecht,
Westerwatering,52.44954,4.80281,Noord-Holland,
Baanakkerspark Noord,52.39738,4.94625,Noord-Holland,
Kleverpark-noord,52.39072,4.63131,Noord-Holland,
Valkenburg aan de Geul,50.86094,5.81371,Limburg,
Bodegraven-Reeuwijk,52.06776,4.75758,Zuid-Holland,
Hoogvliet Noord,52.16617,4.50759,Zuid-Holland,
Molenveld,51.36173,5.34552,Limburg,
Dorst,51.59025,4.85912,Noord-Brabant,
Malvert,51.80684,5.80824,Gelderland,
Angerenstein,51.99257,5.93728,Gelderland,
De Parken,51.88366,5.60732,Gelderland,
Katendrecht,51.90089,4.48137,Zuid-Holland,
Biezen,51.24737,3.4634,Gelderland,
Kasteel Oost,50.86188,5.84175,Noord-Brabant,
Bloemenplein,51.42531,5.48813,Noord-Brabant,
Muziekwijk Zuid,52.37647,5.19575,Flevoland,
Kasen,50.9051,5.75174,Limburg,
Sint Gerlach,50.87179,5.8015,Limburg,
Weststellingwerf,52.87192,6.00867,Friesland,
Tienray,51.49529,6.09282,Limburg,
Hemelrijk,52.97311,6.76117,Noord-Holland,
Binnenstad-Noord,53.21951,6.56889,Overijssel,
Binnenstad-Noord,53.21951,6.56889,Groningen,
Binnenstad-Noord,53.21951,6.56889,Gelderland,
Binnenstad-Noord,53.21951,6.56889,Noord-Brabant,
Indische buurt,52.36199,4.93897,Groningen,
Indische buurt,52.36199,4.93897,Drenthe,
Indische buurt,52.36199,4.93897,Gelderland,
Indische buurt,52.36199,4.93897,Friesland,
Rivierenbuurt-Zuid,53.20752,6.56776,Zuid-Holland,
Schandelen,50.89319,5.98133,Limburg,
De Goudse Poort,52.02068,4.6881,Zuid-Holland,
Brouwhuis-West,52.66348,5.07948,Noord-Brabant,
Hooglanderveen,52.18767,5.43231,Utrecht,
Kantershof,52.31871,4.98807,Noord-Holland,
Molenbeke,51.9851,5.9263,Gelderland,
Groenoord-Noord,52.16842,4.49376,Zuid-Holland,
Rubenslaan en omgeving,51.4592,3.57298,Utrecht,
Rembrandtpark,52.3628,4.84622,Noord-Holland,
Rijnbeek,51.37843,6.19555,Limburg,
Regenboogbuurt,52.39469,5.29567,Flevoland,
Binnenstad,50.84927,5.68876,Noord-Brabant,
Binnenstad,50.84927,5.68876,Noord-Holland,
Binnenstad,50.84927,5.68876,Gelderland,
Binnenstad,50.84927,5.68876,Limburg,
Binnenstad,50.84927,5.68876,Zeeland,
Binnenstad,50.84927,5.68876,Utrecht,
Emmaberg,50.87384,5.8457,Limburg,
Groene Velden,52.53242,5.4992,Flevoland,
Dorp,52.14339,4.39358,Zuid-Holland,
Ouddorp,51.80931,3.93592,Zuid-Holland,
Mariahoeve Muiden,52.329,5.04761,Noord-Holland,
Laar,50.91383,5.89922,Noord-Brabant,
Roershoek,52.28878,6.81711,Overijssel,
Westeinde,52.82687,6.35274,Noord-Holland,
Driehuis NH,52.44857,4.6385,Noord-Holland,
Kasteel West,51.83273,5.28052,Noord-Brabant,
Provenierswijk,51.9275,4.46771,Zuid-Holland,
Valkenberg,51.59097,4.78196,Noord-Brabant,
Professorenwijk-West,52.14823,4.49999,Zuid-Holland,
Emerald Noord,51.63638,4.6022,Zuid-Holland,
Burgemeesterswijk,52.15234,4.50241,Gelderland,
Burgemeesterswijk,52.15234,4.50241,Zuid-Holland,
Rustenburg-Zuid,52.06483,4.27637,Utrecht,
Bloemenbuurt-Oost,51.94949,5.2253,Zuid-Holland,
Paasberg,51.99695,5.94743,Gelderland,
Centrum,52.37373,4.89569,Noord-Brabant,
Centrum,52.37373,4.89569,Zuid-Holland,
Centrum,52.37373,4.89569,Noord-Holland,
Centrum,52.37373,4.89569,Overijssel,
Centrum,52.37373,4.89569,Friesland,
Centrum,52.37373,4.89569,Utrecht,
Centrum,52.37373,4.89569,Drenthe,
Centrum,52.37373,4.89569,Limburg,
Centrum,52.37373,4.89569,Gelderland,
IJsselveld-Oost,52.04437,4.93709,Utrecht,
Klaarwater,52.17178,5.48469,Utrecht,
Reusel-De Mierden,51.371,5.14687,Noord-Brabant,
't Broek,51.8304,5.78046,Gelderland,
De Esch,51.91148,4.52121,Zuid-Holland,
Theresia Oost,51.8244,5.89166,Noord-Brabant,
Rivierenbuurt-Noord,52.34404,4.90365,Zuid-Holland,
Thorbeckeplein,52.3653,4.89583,Utrecht,
Nootdorp,52.04261,4.39305,Zuid-Holland,
Egchel,51.31218,5.97084,Limburg,
Boerakker,53.18701,6.32931,Groningen,
De Bilt,52.14456,5.17378,Utrecht,
Centrum West 1,52.06101,4.48302,Noord-Brabant,
Kitskensdal,51.17291,6.00511,Limburg,
Nieuwendijk Noord,51.77643,4.91901,Noord-Holland,
Uilebomen,52.0752,4.32073,Zuid-Holland,
Doorwerth Zuid,52.06541,4.2813,Gelderland,
Warande-West,51.56392,5.04241,Noord-Brabant,
Groesbeek Stekkenberg,51.78174,5.92715,Gelderland,
Pancras-Oost,52.16198,4.50235,Zuid-Holland,
Stad en Lande,52.29135,5.25356,Noord-Holland,
Steenwijk West,52.78955,6.12105,Overijssel,
Oud Crooswijk,51.93191,4.49159,Zuid-Holland,
Olst-Wijhe,52.37561,6.14651,Overijssel,
Natuurkundigenbuurt-west,51.62181,4.85514,Noord-Holland,
Het Fort,51.29039,3.95753,Noord-Brabant,
Dalenbuurt,51.88615,4.51812,Zuid-Holland,
De Bik,52.17753,5.37329,Utrecht,
Lunetten-Noord,52.49464,4.64243,Utrecht,
De Polders,51.43012,5.40623,Noord-Brabant,
De Waard,52.15801,4.5127,Zuid-Holland,
Rustenburg,52.63435,4.87742,Zuid-Holland,
Afrika,52.30938,4.94552,Noord-Holland,
Leeuwarden,53.20059,5.79185,Friesland,
Kampen,52.55595,5.90333,Zuid-Holland,
Bergen,52.66726,4.69722,Noord-Brabant,
Heerenveen,52.99847,5.92315,Friesland,
Zandvoort,52.37134,4.53076,Utrecht,
Franeker,53.18866,5.54146,Friesland,
Bolsward,53.06202,5.5229,Friesland,
Meerkerk,51.89966,4.98477,Utrecht,
Everdingen,52.06492,4.52902,Utrecht,
Rozendaal,52.03948,5.96302,Utrecht,
Rozendaal,52.03948,5.96302,Zuid-Holland,
Spijk,53.38895,6.83635,Groningen,
Wolvega,52.87629,6.00176,Friesland,
Gilze en Rijen,51.56324,4.91304,Noord-Brabant,
Hoek,51.30938,3.77899,Zeeland,
Grou,53.09365,5.83223,Friesland,
Ulestraten,50.90568,5.78153,Limburg,
Beetsterzwaag,53.05913,6.08207,Friesland,
Aa en Hunze,52.98144,6.72945,Drenthe,
Wijk aan Zee,52.49393,4.59376,Noord-Holland,
Klarenbeek,52.17804,6.0842,Gelderland,
Spijk,51.85583,5.00786,Gelderland,
Westerkwartier,53.21426,6.34598,Groningen,
Nieuwland,51.90188,5.01335,Utrecht,
